name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Ronny Johnsen,https://www.transfermarkt.co.uk/ronny-johnsen/profil/spieler/3578,28, ,42,-,-,5,-,-,3311,190
Stale Solbakken,https://www.transfermarkt.co.uk/stale-solbakken/profil/spieler/103653,29, ,27,6,-,2,-,-,2430,190
Roar Strand,https://www.transfermarkt.co.uk/roar-strand/profil/spieler/12383,27, ,33,3,-,2,-,-,2588,179
Dan Eggen,https://www.transfermarkt.co.uk/dan-eggen/profil/spieler/6819,27, ,8,1,-,1,-,-,750,192
Henning Berg,https://www.transfermarkt.co.uk/henning-berg/profil/spieler/3823,27, ,36,3,-,3,-,-,3240,183
Erik Mykland,https://www.transfermarkt.co.uk/erik-mykland/profil/spieler/544,25, ,29,-,-,5,-,-,2498,N/A
Havard Flo,https://www.transfermarkt.co.uk/havard-flo/profil/spieler/17304,27, ,17,-,1,3,-,-,1135,187
Eddie Pope,https://www.transfermarkt.co.uk/eddie-pope/profil/spieler/24845,23, ,7,2,-,-,-,-,533,186
Frankie Hejduk,https://www.transfermarkt.co.uk/frankie-hejduk/profil/spieler/72,22, ,2,1,-,1,-,-,180,174
Chad Deering,https://www.transfermarkt.co.uk/chad-deering/profil/spieler/27728,26, ,28,5,-,5,-,-,2139,N/A
Tab Ramos,https://www.transfermarkt.co.uk/tab-ramos/profil/spieler/102007,30, ,-,-,-,-,-,-,-,-
Cobi Jones,https://www.transfermarkt.co.uk/cobi-jones/profil/spieler/3486,27, ,6,-,1,-,-,-,486,N/A
Eric Wynalda,https://www.transfermarkt.co.uk/eric-wynalda/profil/spieler/17877,28, ,4,2,3,1,-,-,360,N/A
Mike Burns,https://www.transfermarkt.co.uk/mike-burns/profil/spieler/102010,26, ,8,-,-,1,-,-,720,175
Thomas Dooley,https://www.transfermarkt.co.uk/thomas-dooley/profil/spieler/84552,36, ,15,2,-,-,-,-,730,186
Brian Maisonneuve,https://www.transfermarkt.co.uk/brian-maisonneuve/profil/spieler/26840,24, ,9,1,1,1,-,-,810,180
Claudio Reyna,https://www.transfermarkt.co.uk/claudio-reyna/profil/spieler/3475,23, ,6,-,-,1,-,-,197,175
Roy Wegerle,https://www.transfermarkt.co.uk/roy-wegerle/profil/spieler/102014,33, ,8,1,-,-,-,-,575,N/A
Brian McBride,https://www.transfermarkt.co.uk/brian-mcbride/profil/spieler/3469,25, ,7,4,3,3,-,-,556,N/A
Jorge Campos,https://www.transfermarkt.co.uk/jorge-campos/profil/spieler/102513,30, ,-,-,-,-,-,-,-,-
Claudio Suárez,https://www.transfermarkt.co.uk/claudio-suarez/profil/spieler/39494,28, ,-,-,-,-,-,-,-,-
Salvador Carmona,https://www.transfermarkt.co.uk/salvador-carmona/profil/spieler/31347,21, ,-,-,-,-,-,-,-,-
Raúl Lara,https://www.transfermarkt.co.uk/raul-lara/profil/spieler/102892,24, ,-,-,-,-,-,-,-,-
Germán Villa,https://www.transfermarkt.co.uk/german-villa/profil/spieler/43721,24, ,-,-,-,-,-,-,-,-
Alberto García Aspe,https://www.transfermarkt.co.uk/alberto-garcia-aspe/profil/spieler/102515,30, ,-,-,-,-,-,-,-,-
Luis Hernández,https://www.transfermarkt.co.uk/luis-hernandez/profil/spieler/80014,28, ,-,-,-,-,-,-,-,-
Joel Sánchez,https://www.transfermarkt.co.uk/joel-sanchez/profil/spieler/44931,22, ,-,-,-,-,-,-,-,-
Duilio Davino,https://www.transfermarkt.co.uk/duilio-davino/profil/spieler/29563,21, ,-,-,-,-,-,-,-,-
Marcelino Bernal,https://www.transfermarkt.co.uk/marcelino-bernal/profil/spieler/102512,33, ,-,-,-,-,-,-,-,-
Jaime Ordiales,https://www.transfermarkt.co.uk/jaime-ordiales/profil/spieler/102895,34, ,-,-,-,-,-,-,-,-
Braulio Luna,https://www.transfermarkt.co.uk/braulio-luna/profil/spieler/28100,22, ,-,-,-,-,-,-,-,-
Ian Goodison,https://www.transfermarkt.co.uk/ian-goodison/profil/spieler/49553,24, ,-,-,-,-,-,-,-,-
Christopher Dawes,https://www.transfermarkt.co.uk/christopher-dawes/profil/spieler/225458,22, ,-,-,-,-,-,-,-,-
Peter Cargill,https://www.transfermarkt.co.uk/peter-cargill/profil/spieler/225450,33, ,-,-,-,-,-,-,-,-
Theodore Whitmore,https://www.transfermarkt.co.uk/theodore-whitmore/profil/spieler/13385,24, ,-,-,-,-,-,-,-,-
Marcus Gayle,https://www.transfermarkt.co.uk/marcus-gayle/profil/spieler/3135,26, ,38,9,1,2,-,-,3116,188
Darryl Powell,https://www.transfermarkt.co.uk/darryl-powell/profil/spieler/4081,25, ,33,1,-,7,1,-,2458,183
Frank Sinclair,https://www.transfermarkt.co.uk/frank-sinclair/profil/spieler/8056,25, ,20,1,-,6,-,-,1641,178
Stephen Malcolm,https://www.transfermarkt.co.uk/stephen-malcolm/profil/spieler/225461,27, ,-,-,-,-,-,-,-,-
Fitzroy Simpson,https://www.transfermarkt.co.uk/fitzroy-simpson/profil/spieler/157682,27, ,-,-,-,-,-,-,-,-
Paul Hall,https://www.transfermarkt.co.uk/paul-hall/profil/spieler/48670,24, ,-,-,-,-,-,-,-,-
Deon Burton,https://www.transfermarkt.co.uk/deon-burton/profil/spieler/3464,20, ,-,-,-,-,-,-,-,-
Hamzah Saleh,https://www.transfermarkt.co.uk/hamzah-saleh/profil/spieler/101777,30, ,-,-,-,-,-,-,-,-
José Santa,https://www.transfermarkt.co.uk/jose-santa/profil/spieler/103231,26, ,-,-,-,-,-,-,-,-
Wilmer Cabrera,https://www.transfermarkt.co.uk/wilmer-cabrera/profil/spieler/103226,29, ,-,-,-,-,-,-,-,-
Mauricio Serna,https://www.transfermarkt.co.uk/mauricio-serna/profil/spieler/102181,29, ,-,-,-,-,-,-,-,-
Carlos Valderrama,https://www.transfermarkt.co.uk/carlos-valderrama/profil/spieler/88998,35, ,5,2,3,-,-,-,450,177
Freddy Rincón,https://www.transfermarkt.co.uk/freddy-rincon/profil/spieler/102163,30, ,-,-,-,-,-,-,-,-
Laurent Blanc,https://www.transfermarkt.co.uk/laurent-blanc/profil/spieler/3113,31, ,38,1,-,1,1,1,3121,192
Marcel Desailly,https://www.transfermarkt.co.uk/marcel-desailly/profil/spieler/3154,28, ,38,1,-,5,-,1,3265,188
Frank Leboeuf,https://www.transfermarkt.co.uk/frank-leboeuf/profil/spieler/5314,29, ,27,6,-,6,1,-,2371,183
Bixente Lizarazu,https://www.transfermarkt.co.uk/bixente-lizarazu/profil/spieler/210,27, ,17,-,-,4,1,1,1307,169
Didier Deschamps,https://www.transfermarkt.co.uk/didier-deschamps/profil/spieler/75553,28, ,41,1,1,6,-,-,3647,174
Christian Karembeu,https://www.transfermarkt.co.uk/christian-karembeu/profil/spieler/9209,26, ,32,1,1,1,-,2,2621,178
Thierry Henry,https://www.transfermarkt.co.uk/thierry-henry/profil/spieler/3207,19, ,47,10,-,5,-,-,2600,188
Christophe Dugarry,https://www.transfermarkt.co.uk/christophe-dugarry/profil/spieler/3237,25, ,27,6,-,2,-,1,1254,188
Lilian Thuram,https://www.transfermarkt.co.uk/lilian-thuram/profil/spieler/3521,25, ,37,1,-,-,-,-,3330,182
Vincent Candela,https://www.transfermarkt.co.uk/vincent-candela/profil/spieler/5939,23, ,40,3,-,10,1,-,3442,180
Patrick Vieira,https://www.transfermarkt.co.uk/patrick-vieira/profil/spieler/3183,21, ,32,2,-,11,-,-,2831,193
Emmanuel Petit,https://www.transfermarkt.co.uk/emmanuel-petit/profil/spieler/3166,26, ,39,-,-,3,-,-,3286,185
Youri Djorkaeff,https://www.transfermarkt.co.uk/youri-djorkaeff/profil/spieler/4,29, ,49,17,2,7,-,-,4090,N/A
Jaap Stam,https://www.transfermarkt.co.uk/jaap-stam/profil/spieler/3557,24, ,38,6,1,5,-,-,3398,191
Arthur Numan,https://www.transfermarkt.co.uk/arthur-numan/profil/spieler/4743,27, ,36,2,3,7,-,-,3240,182
Michael Reiziger,https://www.transfermarkt.co.uk/michael-reiziger/profil/spieler/4375,24, ,18,-,-,1,-,-,1221,176
Clarence Seedorf,https://www.transfermarkt.co.uk/clarence-seedorf/profil/spieler/4168,21, ,42,6,-,9,-,-,3600,177
Boudewijn Zenden,https://www.transfermarkt.co.uk/boudewijn-zenden/profil/spieler/3173,20, ,38,9,8,-,-,-,2398,174
Wim Jonk,https://www.transfermarkt.co.uk/wim-jonk/profil/spieler/101046,30, ,36,9,20,2,1,-,3068,185
Aron Winter,https://www.transfermarkt.co.uk/aron-winter/profil/spieler/4324,30, ,42,1,2,3,-,-,2457,177
Edgar Davids,https://www.transfermarkt.co.uk/edgar-davids/profil/spieler/5758,24, ,24,2,-,2,-,1,1391,169
Marc Overmars,https://www.transfermarkt.co.uk/marc-overmars/profil/spieler/3513,24, ,36,2,3,-,-,-,2977,174
Dennis Bergkamp,https://www.transfermarkt.co.uk/dennis-bergkamp/profil/spieler/3187,28, ,30,12,-,5,1,-,2389,188
Patrick Kluivert,https://www.transfermarkt.co.uk/patrick-kluivert/profil/spieler/4385,21, ,22,8,2,-,-,-,1733,189
Markus Babbel,https://www.transfermarkt.co.uk/markus-babbel/profil/spieler/192,24, ,36,2,2,4,-,-,3022,191
Jens Jeremies,https://www.transfermarkt.co.uk/jens-jeremies/profil/spieler/204,23, ,28,2,1,10,1,1,2319,N/A
Jürgen Klinsmann,https://www.transfermarkt.co.uk/jurgen-klinsmann/profil/spieler/16980,32, ,39,17,10,5,-,-,3253,185
Thomas Helmer,https://www.transfermarkt.co.uk/thomas-helmer/profil/spieler/12405,32, ,26,4,-,1,-,-,2320,N/A
Michael Tarnat,https://www.transfermarkt.co.uk/michael-tarnat/profil/spieler/222,27, ,39,2,3,9,-,-,3489,186
Lothar Matthäus,https://www.transfermarkt.co.uk/lothar-matthaus/profil/spieler/1527,36, ,33,1,4,8,1,-,2741,N/A
Olaf Thon,https://www.transfermarkt.co.uk/olaf-thon/profil/spieler/282,31, ,46,2,8,6,-,-,3890,N/A
Stefan Reuter,https://www.transfermarkt.co.uk/stefan-reuter/profil/spieler/130,30, ,38,3,5,10,1,-,3368,181
Christian Ziege,https://www.transfermarkt.co.uk/christian-ziege/profil/spieler/916,25, ,33,7,1,7,1,-,2909,186
Zdravko Zdravkov,https://www.transfermarkt.co.uk/zdravko-zdravkov/profil/spieler/3000,27, ,-,-,-,-,-,-,-,-
Trifon Ivanov,https://www.transfermarkt.co.uk/trifon-ivanov/profil/spieler/91918,31, ,32,2,-,5,-,2,2780,181
Ivaylo Petkov,https://www.transfermarkt.co.uk/ivaylo-petkov/profil/spieler/7157,21, ,-,-,-,-,-,-,-,-
Ilian Iliev,https://www.transfermarkt.co.uk/ilian-iliev/profil/spieler/17467,28, ,4,-,-,-,-,-,125,173
Zlatko Yankov,https://www.transfermarkt.co.uk/zlatko-yankov/profil/spieler/84678,31, ,4,1,-,-,-,1,270,184
Emil Kostadinov,https://www.transfermarkt.co.uk/emil-kostadinov/profil/spieler/17167,29, ,4,-,-,-,-,-,353,N/A
Gheorghe Popescu,https://www.transfermarkt.co.uk/gheorghe-popescu/profil/spieler/3129,29, ,44,5,-,11,-,-,3474,N/A
Dan Petrescu,https://www.transfermarkt.co.uk/dan-petrescu/profil/spieler/102023,29, ,35,3,-,5,-,-,3059,177
Constantin Galca,https://www.transfermarkt.co.uk/constantin-galca/profil/spieler/7835,25, ,-,-,-,-,-,-,-,-
Dorinel Munteanu,https://www.transfermarkt.co.uk/dorinel-munteanu/profil/spieler/666,29, ,32,5,8,3,-,-,2761,N/A
Marius Lacatus,https://www.transfermarkt.co.uk/marius-lacatus/profil/spieler/103220,33, ,5,-,-,-,-,-,424,182
Anton Dobos,https://www.transfermarkt.co.uk/anton-dobos/profil/spieler/103214,31, ,26,2,-,6,-,-,1631,183
Liviu Ciobotariu,https://www.transfermarkt.co.uk/liviu-ciobotariu/profil/spieler/103212,26, ,4,-,-,-,-,-,360,188
Gheorghe Hagi,https://www.transfermarkt.co.uk/gheorghe-hagi/profil/spieler/7939,32, ,4,3,3,-,-,-,348,172
Gabriel Popescu,https://www.transfermarkt.co.uk/gabriel-popescu/profil/spieler/103222,23, ,-,-,-,-,-,-,-,-
Ilie Dumitrescu,https://www.transfermarkt.co.uk/ilie-dumitrescu/profil/spieler/102020,28, ,7,-,-,-,-,-,309,N/A
Wolfgang Feiersinger,https://www.transfermarkt.co.uk/wolfgang-feiersinger/profil/spieler/111,32, ,27,1,-,5,-,-,1973,N/A
Harald Cerny,https://www.transfermarkt.co.uk/harald-cerny/profil/spieler/548,23, ,37,4,8,-,-,-,3149,177
Andreas Herzog,https://www.transfermarkt.co.uk/andreas-herzog/profil/spieler/530,28, ,36,17,7,13,-,-,3134,183
Ivica Vastic,https://www.transfermarkt.co.uk/ivica-vastic/profil/spieler/3683,27, ,38,17,-,6,1,-,3369,183
Anton Pfeffer,https://www.transfermarkt.co.uk/anton-pfeffer/profil/spieler/76009,31, ,37,-,-,8,-,-,3316,186
Arnold Wetl,https://www.transfermarkt.co.uk/arnold-wetl/profil/spieler/3067,27, ,1,-,-,-,-,-,43,178
Hannes Reinmayr,https://www.transfermarkt.co.uk/hannes-reinmayr/profil/spieler/79030,27, ,33,5,-,3,-,-,2059,180
Heimo Pfeifenberger,https://www.transfermarkt.co.uk/heimo-pfeifenberger/profil/spieler/1525,30, ,32,5,3,6,1,-,2559,183
Marc Rieper,https://www.transfermarkt.co.uk/marc-rieper/profil/spieler/98529,29, ,28,1,-,3,1,-,2190,191
Jan Heintze,https://www.transfermarkt.co.uk/jan-heintze/profil/spieler/1539,33, ,32,1,11,1,-,-,2760,N/A
Allan Nielsen,https://www.transfermarkt.co.uk/allan-nielsen/profil/spieler/31829,26, ,30,6,-,6,-,-,2460,N/A
Michael Laudrup,https://www.transfermarkt.co.uk/michael-laudrup/profil/spieler/8023,33, ,9,1,-,1,-,-,736,182
Brian Laudrup,https://www.transfermarkt.co.uk/brian-laudrup/profil/spieler/39667,28, ,6,2,-,-,-,-,531,N/A
René Henriksen,https://www.transfermarkt.co.uk/rene-henriksen/profil/spieler/9686,27, ,-,-,-,-,-,-,-,-
Thomas Helveg,https://www.transfermarkt.co.uk/thomas-helveg/profil/spieler/5802,26, ,31,1,-,4,-,-,2708,N/A
Per Frandsen,https://www.transfermarkt.co.uk/per-frandsen/profil/spieler/3735,27, ,-,-,-,-,-,-,-,-
Morten Wieghorst,https://www.transfermarkt.co.uk/morten-wieghorst/profil/spieler/14215,26, ,2,-,-,-,-,-,65,191
Ebbe Sand,https://www.transfermarkt.co.uk/ebbe-sand/profil/spieler/279,24, ,9,2,-,-,-,-,565,183
Colin Calderwood,https://www.transfermarkt.co.uk/colin-calderwood/profil/spieler/103641,32, ,35,-,-,7,-,-,3062,183
David Weir,https://www.transfermarkt.co.uk/david-weir/profil/spieler/3312,27, ,-,-,-,-,-,-,-,-
Jackie McNamara,https://www.transfermarkt.co.uk/jackie-mcnamara/profil/spieler/3479,23, ,2,-,-,1,-,-,134,173
John Collins,https://www.transfermarkt.co.uk/john-collins/profil/spieler/3663,29, ,39,7,-,4,-,-,2795,173
Darren Jackson,https://www.transfermarkt.co.uk/darren-jackson/profil/spieler/103643,30, ,-,-,-,-,-,-,-,-
Colin Hendry,https://www.transfermarkt.co.uk/colin-hendry/profil/spieler/103642,31, ,35,1,-,4,-,-,3088,186
Christian Dailly,https://www.transfermarkt.co.uk/christian-dailly/profil/spieler/3799,23, ,36,3,-,5,-,1,2748,183
Paul Lambert,https://www.transfermarkt.co.uk/paul-lambert/profil/spieler/3982,27, ,43,2,2,5,-,-,3434,180
Craig Burley,https://www.transfermarkt.co.uk/craig-burley/profil/spieler/11319,25, ,31,2,-,3,-,-,2312,185
Gordon Durie,https://www.transfermarkt.co.uk/gordon-durie/profil/spieler/101129,31, ,4,-,-,-,-,-,247,178
Abdelkrim El Hadrioui,https://www.transfermarkt.co.uk/abdelkrim-el-hadrioui/profil/spieler/4541,25, ,-,-,-,-,-,-,-,-
Lahcen Abrami,https://www.transfermarkt.co.uk/lahcen-abrami/profil/spieler/103654,27, ,-,-,-,-,-,-,-,-
Youssef Chippo,https://www.transfermarkt.co.uk/youssef-chippo/profil/spieler/37742,24, ,-,-,-,-,-,-,-,-
