name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Mustapha Hadji,https://www.transfermarkt.co.uk/mustapha-hadji/profil/spieler/3840,25, ,4,1,-,-,-,-,343,184
Youssef Rossi,https://www.transfermarkt.co.uk/youssef-rossi/profil/spieler/12640,24, ,-,-,-,-,-,-,-,-
Tahar El Khalej,https://www.transfermarkt.co.uk/tahar-el-khalej/profil/spieler/3121,29, ,6,-,-,-,-,-,388,191
Abdelilah Saber,https://www.transfermarkt.co.uk/abdelilah-saber/profil/spieler/14147,23, ,-,-,-,-,-,-,-,-
Abdeljalil Hadda,https://www.transfermarkt.co.uk/abdeljalil-hadda/profil/spieler/103664,25, ,-,-,-,-,-,-,-,-
Fernando Hierro,https://www.transfermarkt.co.uk/fernando-hierro/profil/spieler/7513,29, ,45,8,-,17,1,1,3996,187
Rafael Alkorta,https://www.transfermarkt.co.uk/rafael-alkorta/profil/spieler/101566,28, ,45,1,-,10,-,-,4050,178
Albert Ferrer,https://www.transfermarkt.co.uk/albert-ferrer/profil/spieler/3152,27, ,29,-,-,11,-,-,2305,170
Guillermo Amor,https://www.transfermarkt.co.uk/guillermo-amor/profil/spieler/104046,29, ,37,-,1,2,-,-,1644,175
Luis Enrique,https://www.transfermarkt.co.uk/luis-enrique/profil/spieler/7601,27, ,51,18,2,12,-,-,4528,180
Raúl,https://www.transfermarkt.co.uk/raul/profil/spieler/7349,20, ,47,22,3,2,-,-,4007,178
Yoshikatsu Kawaguchi,https://www.transfermarkt.co.uk/yoshikatsu-kawaguchi/profil/spieler/4174,21, ,,,,,,,,
Naoki Soma,https://www.transfermarkt.co.uk/naoki-soma/profil/spieler/136027,25, ,26,1,-,3,-,-,2341,175
Hiroshi Nanami,https://www.transfermarkt.co.uk/hiroshi-nanami/profil/spieler/27744,24, ,25,5,-,-,-,1,2061,177
Hidetoshi Nakata,https://www.transfermarkt.co.uk/hidetoshi-nakata/profil/spieler/5875,20, ,27,4,-,2,-,-,2460,175
Masami Ihara,https://www.transfermarkt.co.uk/masami-ihara/profil/spieler/77462,29, ,22,-,-,2,-,-,2010,182
Eisuke Nakanishi,https://www.transfermarkt.co.uk/eisuke-nakanishi/profil/spieler/27782,24, ,25,5,-,6,-,-,2011,174
Motohiro Yamaguchi,https://www.transfermarkt.co.uk/motohiro-yamaguchi/profil/spieler/136996,28, ,20,6,-,1,-,-,1800,177
Karim Bagheri,https://www.transfermarkt.co.uk/karim-bagheri/profil/spieler/14829,23, ,-,-,-,-,-,-,-,-
Mohammad Khakpour,https://www.transfermarkt.co.uk/mohammad-khakpour/profil/spieler/103002,28, ,-,-,-,-,-,-,-,-
Nader Mohammadkhani,https://www.transfermarkt.co.uk/nader-mohammadkhani/profil/spieler/103007,33, ,-,-,-,-,-,-,-,-
Mehdi Mahdavikia,https://www.transfermarkt.co.uk/mehdi-mahdavikia/profil/spieler/317,19, ,-,-,-,-,-,-,-,-
Ali Daei,https://www.transfermarkt.co.uk/ali-daei/profil/spieler/335,28, ,-,-,-,-,-,-,-,-
Philippe Clement,https://www.transfermarkt.co.uk/philippe-clement/profil/spieler/9636,23, ,-,-,-,-,-,-,-,-
Mike Verstraeten,https://www.transfermarkt.co.uk/mike-verstraeten/profil/spieler/102814,29, ,2,-,-,-,-,-,145,192
Nico Van Kerckhoven,https://www.transfermarkt.co.uk/nico-van-kerckhoven/profil/spieler/284,26, ,2,1,-,1,-,-,180,190
Eric Deflandre,https://www.transfermarkt.co.uk/eric-deflandre/profil/spieler/5342,23, ,5,-,-,-,-,-,325,179
Marc Wilmots,https://www.transfermarkt.co.uk/marc-wilmots/profil/spieler/286,28, ,42,12,7,8,-,-,3526,184
Luc Nilis,https://www.transfermarkt.co.uk/luc-nilis/profil/spieler/27656,30, ,31,23,5,3,-,-,2398,183
Gordan Vidovic,https://www.transfermarkt.co.uk/gordan-vidovic/profil/spieler/13378,29, ,-,-,-,-,-,-,-,-
Vital Borkelmans,https://www.transfermarkt.co.uk/vital-borkelmans/profil/spieler/13039,34, ,7,2,-,-,-,-,626,176
Lorenzo Staelens,https://www.transfermarkt.co.uk/lorenzo-staelens/profil/spieler/15549,33, ,6,2,-,-,-,-,540,183
Danny Boffin,https://www.transfermarkt.co.uk/danny-boffin/profil/spieler/13272,31, ,6,-,-,-,-,-,510,173
Enzo Scifo,https://www.transfermarkt.co.uk/enzo-scifo/profil/spieler/15547,31, ,22,5,-,-,-,-,1487,179
Mounir Boukadida,https://www.transfermarkt.co.uk/mounir-boukadida/profil/spieler/813,29, ,-,-,-,-,-,-,-,-
Tarek Thabet,https://www.transfermarkt.co.uk/tarek-thabet/profil/spieler/103242,25, ,-,-,-,-,-,-,-,-
Riadh Bouazizi,https://www.transfermarkt.co.uk/riadh-bouazizi/profil/spieler/7263,24, ,-,-,-,-,-,-,-,-
Kaies Ghodhbane,https://www.transfermarkt.co.uk/kaies-ghodhbane/profil/spieler/16812,21, ,-,-,-,-,-,-,-,-
Mehdi Ben Slimane,https://www.transfermarkt.co.uk/mehdi-ben-slimane/profil/spieler/395,23, ,19,-,-,2,-,-,1015,N/A
Ferid Chouchane,https://www.transfermarkt.co.uk/ferid-chouchane/profil/spieler/103235,24, ,-,-,-,-,-,-,-,-
Sami Trabelsi,https://www.transfermarkt.co.uk/sami-trabelsi/profil/spieler/103243,29, ,-,-,-,-,-,-,-,-
Khaled Badra,https://www.transfermarkt.co.uk/khaled-badra/profil/spieler/49834,24, ,-,-,-,-,-,-,-,-
Hatem Trabelsi,https://www.transfermarkt.co.uk/hatem-trabelsi/profil/spieler/4318,20, ,-,-,-,-,-,-,-,-
Sirajeddine Chihi,https://www.transfermarkt.co.uk/sirajeddine-chihi/profil/spieler/103234,27, ,-,-,-,-,-,-,-,-
Skander Souayah,https://www.transfermarkt.co.uk/skander-souayah/profil/spieler/103241,24, ,-,-,-,-,-,-,-,-
Dunga,https://www.transfermarkt.co.uk/dunga/profil/spieler/96342,33, ,37,6,-,7,1,-,3243,177
Ronaldo,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/3140,20, ,49,47,3,5,-,-,4246,182
Roberto Carlos,https://www.transfermarkt.co.uk/roberto-carlos/profil/spieler/7518,24, ,42,5,1,10,-,-,3780,168
Rivaldo,https://www.transfermarkt.co.uk/rivaldo/profil/spieler/3372,25, ,41,21,-,8,-,-,3517,186
