name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Antolín Alcaraz,https://www.transfermarkt.co.uk/antolin-alcaraz/profil/spieler/14259,26,£2.25m  ,35,4,2,10,-,-,3105,187
Darío Verón,https://www.transfermarkt.co.uk/dario-veron/profil/spieler/51078,29,£1.80m  ,41,3,2,11,-,-,3680,181
Aureliano Torres,https://www.transfermarkt.co.uk/aureliano-torres/profil/spieler/54495,27,£2.16m  ,45,3,6,5,-,-,3770,178
Carlos Bonet,https://www.transfermarkt.co.uk/carlos-bonet/profil/spieler/38783,31,£1.35m  ,43,-,1,4,-,2,3306,176
Enrique Vera,https://www.transfermarkt.co.uk/enrique-vera/profil/spieler/61898,30,£1.35m  ,35,4,4,22,1,-,2602,176
Néstor Ortigoza,https://www.transfermarkt.co.uk/nestor-ortigoza/profil/spieler/26726,24,£2.07m  ,32,6,-,11,-,2,2632,180
Roque Santa Cruz,https://www.transfermarkt.co.uk/roque-santa-cruz/profil/spieler/215,27,£9.00m  ,27,6,2,-,-,-,1861,193
Nelson Valdez,https://www.transfermarkt.co.uk/nelson-valdez/profil/spieler/2050,25,£4.05m  ,34,8,9,5,-,-,2415,179
John Terry,https://www.transfermarkt.co.uk/john-terry/profil/spieler/3160,28,£31.50m  ,51,3,-,10,-,2,4517,187
Frank Lampard,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163,31,£40.50m  ,57,20,21,4,1,1,5025,184
James Milner,https://www.transfermarkt.co.uk/james-milner/profil/spieler/3333,23,£11.70m  ,46,7,10,7,-,-,3743,176
Aaron Lennon,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221,22,£13.50m  ,47,5,9,3,-,-,3341,165
Wayne Rooney,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,23,£37.80m  ,49,20,13,10,1,-,3535,176
Jamie Carragher,https://www.transfermarkt.co.uk/jamie-carragher/profil/spieler/3597,31,£17.10m  ,54,-,2,5,-,-,4820,185
Ledley King,https://www.transfermarkt.co.uk/ledley-king/profil/spieler/3360,28,£8.55m  ,29,1,-,2,-,-,2594,188
Matthew Upson,https://www.transfermarkt.co.uk/matthew-upson/profil/spieler/3273,30,£8.10m  ,41,-,1,2,-,-,3587,185
Ashley Cole,https://www.transfermarkt.co.uk/ashley-cole/profil/spieler/3182,28,£19.80m  ,49,1,4,8,-,-,4291,176
Glen Johnson,https://www.transfermarkt.co.uk/glen-johnson/profil/spieler/3881,24,£9.90m  ,36,3,5,11,1,-,3281,182
Gareth Barry,https://www.transfermarkt.co.uk/gareth-barry/profil/spieler/3291,28,£16.65m  ,48,8,7,8,-,-,4100,184
Steven Gerrard,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109,29,£45.00m  ,44,24,13,6,-,-,3525,183
Jermain Defoe,https://www.transfermarkt.co.uk/jermain-defoe/profil/spieler/3875,26,£12.15m  ,34,14,5,5,-,-,2685,171
Ismael Fuentes,https://www.transfermarkt.co.uk/ismael-fuentes/profil/spieler/40426,27,£1.35m  ,25,-,1,4,-,1,2218,182
Gonzalo Jara,https://www.transfermarkt.co.uk/gonzalo-jara/profil/spieler/40429,23,£675k  ,17,-,-,4,-,1,1362,178
Arturo Vidal,https://www.transfermarkt.co.uk/arturo-vidal/profil/spieler/37666,22,£6.75m  ,35,6,5,12,2,-,2645,180
Carlos Carmona,https://www.transfermarkt.co.uk/carlos-carmona/profil/spieler/76387,22,£900k  ,32,-,1,9,-,1,2785,177
Jorge Valdivia,https://www.transfermarkt.co.uk/jorge-valdivia/profil/spieler/20758,25,£2.70m  ,-,-,-,-,-,-,-,-
Mark González,https://www.transfermarkt.co.uk/mark-gonzalez/profil/spieler/21750,24,£4.50m  ,26,6,7,7,-,-,1843,176
Humberto Suazo,https://www.transfermarkt.co.uk/humberto-suazo/profil/spieler/39655,28,£5.40m  ,32,14,7,6,-,1,2639,173
Pablo Contreras,https://www.transfermarkt.co.uk/pablo-contreras/profil/spieler/14520,30,£3.60m  ,31,2,-,4,1,1,2614,181
Waldo Ponce,https://www.transfermarkt.co.uk/waldo-ponce/profil/spieler/8560,26,£1.08m  ,18,1,-,4,1,-,1489,184
Mauricio Isla,https://www.transfermarkt.co.uk/mauricio-isla/profil/spieler/43722,21,£3.60m  ,43,-,2,7,-,-,3308,176
Gary Medel,https://www.transfermarkt.co.uk/gary-medel/profil/spieler/60889,21,£1.26m  ,4,-,1,2,-,-,308,171
Rodrigo Millar,https://www.transfermarkt.co.uk/rodrigo-millar/profil/spieler/53027,27,£450k  ,35,5,5,6,-,1,2852,180
Matías Fernández,https://www.transfermarkt.co.uk/matias-fernandez/profil/spieler/37918,23,£6.30m  ,30,3,1,1,-,-,1196,176
Joseph Yobo,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270,28,£10.35m  ,33,1,-,1,-,-,2683,188
Rabiu Afolabi,https://www.transfermarkt.co.uk/rabiu-afolabi/profil/spieler/4829,29,£2.70m  ,32,2,1,5,1,-,2662,184
Danny Shittu,https://www.transfermarkt.co.uk/danny-shittu/profil/spieler/13736,28,£1.62m  ,12,-,-,1,-,-,969,191
Taye Taiwo,https://www.transfermarkt.co.uk/taye-taiwo/profil/spieler/28922,24,£9.90m  ,52,4,2,4,-,-,4679,182
Chidi Odiah,https://www.transfermarkt.co.uk/chidi-odiah/profil/spieler/15906,25,£1.89m  ,15,-,1,3,-,-,1005,183
Dickson Etuhu,https://www.transfermarkt.co.uk/dickson-etuhu/profil/spieler/14011,27,£2.70m  ,25,1,-,2,-,-,2043,189
Chinedu Obasi,https://www.transfermarkt.co.uk/chinedu-obasi/profil/spieler/41663,23,£6.30m  ,25,6,4,4,-,-,1851,188
Kalu Uche,https://www.transfermarkt.co.uk/kalu-uche/profil/spieler/6585,26,£3.60m  ,30,8,1,3,-,2,1885,180
Ayila Yussuf,https://www.transfermarkt.co.uk/ayila-yussuf/profil/spieler/25780,24,£2.25m  ,19,-,1,1,-,-,1541,183
Sani Kaita,https://www.transfermarkt.co.uk/sani-kaita/profil/spieler/34183,23,£630k  ,23,-,-,5,-,-,1759,179
Lukman Haruna,https://www.transfermarkt.co.uk/lukman-haruna/profil/spieler/104331,18,£270k  ,4,-,-,-,1,-,113,180
Yakubu Aiyegbeni,https://www.transfermarkt.co.uk/yakubu-aiyegbeni/profil/spieler/8559,26,£17.55m  ,17,5,1,2,-,-,1350,183
Giorgio Chiellini,https://www.transfermarkt.co.uk/giorgio-chiellini/profil/spieler/29260,24,£18.00m  ,36,5,-,7,1,-,3202,187
Fabio Cannavaro,https://www.transfermarkt.co.uk/fabio-cannavaro/profil/spieler/5775,35,£7.20m  ,37,-,-,4,-,-,3075,175
Daniele De Rossi,https://www.transfermarkt.co.uk/daniele-de-rossi/profil/spieler/5947,25,£31.50m  ,43,4,7,10,2,-,3804,185
Riccardo Montolivo,https://www.transfermarkt.co.uk/riccardo-montolivo/profil/spieler/19446,24,£13.05m  ,42,4,7,10,-,-,3568,181
Alberto Gilardino,https://www.transfermarkt.co.uk/alberto-gilardino/profil/spieler/5878,26,£13.95m  ,46,25,6,8,-,-,3915,184
Domenico Criscito,https://www.transfermarkt.co.uk/domenico-criscito/profil/spieler/44136,22,£4.05m  ,37,3,3,8,-,-,3219,183
Gianluca Zambrotta,https://www.transfermarkt.co.uk/gianluca-zambrotta/profil/spieler/5757,32,£10.80m  ,41,1,3,7,1,-,3518,181
Gennaro Gattuso,https://www.transfermarkt.co.uk/gennaro-gattuso/profil/spieler/5813,31,£17.10m  ,16,1,4,3,-,-,1221,177
Claudio Marchisio,https://www.transfermarkt.co.uk/claudio-marchisio/profil/spieler/44716,23,£5.40m  ,32,3,2,10,-,-,2371,180
Simone Pepe,https://www.transfermarkt.co.uk/simone-pepe/profil/spieler/17249,25,£4.95m  ,45,6,7,10,-,-,3248,178
Antonio Di Natale,https://www.transfermarkt.co.uk/antonio-di-natale/profil/spieler/6031,31,£13.50m  ,30,16,5,3,-,1,2032,170
Vincenzo Iaquinta,https://www.transfermarkt.co.uk/vincenzo-iaquinta/profil/spieler/5904,29,£10.80m  ,38,15,5,2,1,-,2284,191
Nicolas N'Koulou,https://www.transfermarkt.co.uk/nicolas-nkoulou/profil/spieler/60577,19,£1.98m  ,26,-,-,-,-,-,2187,184
Aurélien Chedjou,https://www.transfermarkt.co.uk/aurelien-chedjou/profil/spieler/45624,24,£1.44m  ,30,-,-,3,-,-,1853,184
Benoît Assou-Ekotto,https://www.transfermarkt.co.uk/benoit-assou-ekotto/profil/spieler/18310,25,£4.32m  ,36,-,2,4,1,1,3015,178
Alex Song,https://www.transfermarkt.co.uk/alex-song/profil/spieler/27394,21,£6.75m  ,48,2,3,8,-,-,3301,185
Eyong Enoh,https://www.transfermarkt.co.uk/eyong-enoh/profil/spieler/47344,23,£1.80m  ,25,2,3,4,-,-,1887,173
Samuel Eto'o,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257,28,£37.80m  ,52,36,9,10,-,-,4021,180
Pierre Webó,https://www.transfermarkt.co.uk/pierre-webo/profil/spieler/16589,27,£3.06m  ,38,5,3,3,-,-,1469,181
Gaëtan Bong,https://www.transfermarkt.co.uk/gaetan-bong/profil/spieler/36291,21,£900k  ,36,-,-,6,-,-,3145,183
Landry N'Guemo,https://www.transfermarkt.co.uk/landry-nguemo/profil/spieler/34372,23,£3.15m  ,40,2,1,6,-,-,2600,174
Martín Demichelis,https://www.transfermarkt.co.uk/martin-demichelis/profil/spieler/2963,28,£12.60m  ,40,4,1,11,-,-,3555,184
Javier Mascherano,https://www.transfermarkt.co.uk/javier-mascherano/profil/spieler/19981,25,£23.40m  ,38,-,2,9,-,-,3209,174
Mario Bolatti,https://www.transfermarkt.co.uk/mario-bolatti/profil/spieler/52343,24,£2.25m  ,20,5,1,3,-,-,1800,190
Juan Sebastián Verón,https://www.transfermarkt.co.uk/juan-sebastian-veron/profil/spieler/3143,34,£3.15m  ,32,4,10,10,-,1,2705,182
Lionel Messi,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003,22,£54.00m  ,51,38,17,4,-,-,3890,170
Gonzalo Higuaín,https://www.transfermarkt.co.uk/gonzalo-higuain/profil/spieler/39153,21,£18.00m  ,44,24,12,6,-,-,3209,184
Gabriel Heinze,https://www.transfermarkt.co.uk/gabriel-heinze/profil/spieler/5555,31,£5.40m  ,34,2,3,7,1,-,2978,179
Nicolás Burdisso,https://www.transfermarkt.co.uk/nicolas-burdisso/profil/spieler/3417,28,£4.50m  ,29,1,-,5,1,-,1748,183
Nicolás Otamendi,https://www.transfermarkt.co.uk/nicolas-otamendi/profil/spieler/54781,21,£1.53m  ,24,-,2,4,-,-,2117,183
Clemente Rodríguez,https://www.transfermarkt.co.uk/clemente-rodriguez/profil/spieler/20681,27,£2.16m  ,14,1,-,-,-,-,937,167
Jonás Gutiérrez,https://www.transfermarkt.co.uk/jonas-gutierrez/profil/spieler/26443,25,£7.20m  ,33,-,4,8,-,-,2442,184
Maxi Rodríguez,https://www.transfermarkt.co.uk/maxi-rodriguez/profil/spieler/7895,28,£22.50m  ,43,10,7,8,-,-,3194,173
Ángel Di María,https://www.transfermarkt.co.uk/angel-di-maria/profil/spieler/45320,21,£6.75m  ,34,4,3,5,-,-,1836,180
Sergio Agüero,https://www.transfermarkt.co.uk/sergio-aguero/profil/spieler/26399,21,£27.00m  ,47,21,15,4,-,-,3588,173
Diego Milito,https://www.transfermarkt.co.uk/diego-milito/profil/spieler/22202,30,£14.40m  ,32,26,6,2,-,-,2743,183
Anele Ngcongca,https://www.transfermarkt.co.uk/anele-ngcongca/profil/spieler/63846,21,£630k  ,18,3,-,5,-,-,1375,182
Kagisho Dikgacoi,https://www.transfermarkt.co.uk/kagisho-dikgacoi/profil/spieler/63285,24,£315k  ,25,4,3,4,-,-,2250,183
Aaron Mokoena,https://www.transfermarkt.co.uk/aaron-mokoena/profil/spieler/4756,28,£1.62m  ,25,1,-,7,-,-,1498,N/A
Bongani Khumalo,https://www.transfermarkt.co.uk/bongani-khumalo/profil/spieler/82215,22, ,23,3,-,-,-,-,1759,189
Tsepo Masilela,https://www.transfermarkt.co.uk/tsepo-masilela/profil/spieler/63287,24,£248k  ,-,-,-,-,-,-,-,-
Siboniso Gaxa,https://www.transfermarkt.co.uk/siboniso-gaxa/profil/spieler/34309,25,£675k  ,26,1,3,4,1,-,2262,185
MacBeth Sibaya,https://www.transfermarkt.co.uk/macbeth-sibaya/profil/spieler/15873,31,£1.44m  ,27,1,-,4,-,-,2295,177
Thanduyise Khuboni,https://www.transfermarkt.co.uk/thanduyise-khuboni/profil/spieler/112726,23, ,17,-,-,1,-,-,727,183
Reneilwe Letsholonyane,https://www.transfermarkt.co.uk/reneilwe-letsholonyane/profil/spieler/109903,27, ,20,1,2,4,-,-,1219,168
Steven Pienaar,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321,27,£7.20m  ,35,3,8,7,-,-,2963,170
Siphiwe Tshabalala,https://www.transfermarkt.co.uk/siphiwe-tshabalala/profil/spieler/37735,24,£585k  ,29,6,2,3,-,-,2484,170
Katlego Mphela,https://www.transfermarkt.co.uk/katlego-mphela/profil/spieler/18917,24,£450k  ,18,3,1,1,-,-,1114,183
Karim Ziani,https://www.transfermarkt.co.uk/karim-ziani/profil/spieler/25976,26,£5.85m  ,39,3,3,7,1,-,2888,169
Ryad Boudebouz,https://www.transfermarkt.co.uk/ryad-boudebouz/profil/spieler/77826,19,£1.26m  ,27,3,3,1,-,-,1449,177
Rafik Halliche,https://www.transfermarkt.co.uk/rafik-halliche/profil/spieler/67815,22,£810k  ,19,-,-,2,-,-,1317,187
Nadir Belhadj,https://www.transfermarkt.co.uk/nadir-belhadj/profil/spieler/23892,27,£4.77m  ,39,2,6,5,1,-,2646,175
Hassan Yebda,https://www.transfermarkt.co.uk/hassan-yebda/profil/spieler/12351,25,£4.50m  ,34,2,1,9,1,-,2288,187
Foued Kadir,https://www.transfermarkt.co.uk/foued-kadir/profil/spieler/57403,25,£630k  ,38,3,3,4,-,-,2858,180
Karim Matmour,https://www.transfermarkt.co.uk/karim-matmour/profil/spieler/19385,24,£1.80m  ,35,3,1,4,-,-,2520,181
Carlos Salcido,https://www.transfermarkt.co.uk/carlos-salcido/profil/spieler/31434,29,£4.50m  ,42,2,1,3,-,-,3703,175
Maza,https://www.transfermarkt.co.uk/maza/profil/spieler/28163,27,£1.80m  ,15,1,1,-,-,-,954,191
Efraín Juárez,https://www.transfermarkt.co.uk/efrain-juarez/profil/spieler/66130,21,£1.62m  ,43,1,2,13,1,-,3784,178
Gerardo Torrado,https://www.transfermarkt.co.uk/gerardo-torrado/profil/spieler/7713,30,£2.25m  ,42,5,5,21,1,2,3729,176
Andrés Guardado,https://www.transfermarkt.co.uk/andres-guardado/profil/spieler/20506,22,£9.00m  ,38,3,10,3,-,-,3105,169
Adolfo Bautista,https://www.transfermarkt.co.uk/adolfo-bautista/profil/spieler/29572,30,£2.25m  ,-,-,-,-,-,-,-,-
Rafael Márquez,https://www.transfermarkt.co.uk/rafael-marquez/profil/spieler/2904,30,£10.80m  ,37,3,3,7,1,-,3020,184
Héctor Moreno,https://www.transfermarkt.co.uk/hector-moreno/profil/spieler/51046,21,£3.15m  ,17,1,1,2,-,-,1431,184
Ricardo Osorio,https://www.transfermarkt.co.uk/ricardo-osorio/profil/spieler/31352,29,£2.70m  ,29,-,2,2,-,-,2466,176
Carlos Vela,https://www.transfermarkt.co.uk/carlos-vela/profil/spieler/35773,20,£5.40m  ,29,6,4,1,-,-,1159,177
Cuauhtémoc Blanco,https://www.transfermarkt.co.uk/cuauhtemoc-blanco/profil/spieler/28066,36,£1.80m  ,28,7,11,6,-,-,2080,177
Guillermo Franco,https://www.transfermarkt.co.uk/guillermo-franco/profil/spieler/37558,32,£3.60m  ,25,2,-,7,-,1,928,182
John Mensah,https://www.transfermarkt.co.uk/john-mensah/profil/spieler/5917,26,£5.40m  ,17,-,-,1,2,-,1312,180
Isaac Vorsah,https://www.transfermarkt.co.uk/isaac-vorsah/profil/spieler/52151,21,£1.80m  ,28,-,1,1,-,-,1455,192
Jonathan Mensah,https://www.transfermarkt.co.uk/jonathan-mensah/profil/spieler/110622,18, ,26,1,-,3,-,-,2295,188
Hans Sarpei,https://www.transfermarkt.co.uk/hans-sarpei/profil/spieler/707,33,£900k  ,5,-,-,-,-,-,287,N/A
Anthony Annan,https://www.transfermarkt.co.uk/anthony-annan/profil/spieler/29122,22,£1.26m  ,27,-,-,5,-,-,2343,175
André Ayew,https://www.transfermarkt.co.uk/andre-ayew/profil/spieler/45403,19,£1.08m  ,24,3,1,3,-,-,1031,176
Asamoah Gyan,https://www.transfermarkt.co.uk/asamoah-gyan/profil/spieler/26802,23,£3.42m  ,20,1,-,2,-,-,680,180
Lee Addy,https://www.transfermarkt.co.uk/lee-addy/profil/spieler/133553,18, ,-,-,-,-,-,-,-,-
Kwadwo Asamoah,https://www.transfermarkt.co.uk/kwadwo-asamoah/profil/spieler/63531,20,£900k  ,29,2,2,2,-,-,2492,173
Kevin-Prince Boateng,https://www.transfermarkt.co.uk/kevin-prince-boateng/profil/spieler/16922,22,£2.70m  ,13,-,2,4,-,1,531,186
Carlos Bocanegra,https://www.transfermarkt.co.uk/carlos-bocanegra/profil/spieler/15829,30,£3.15m  ,47,3,1,5,-,-,4164,183
Maurice Edu,https://www.transfermarkt.co.uk/maurice-edu/profil/spieler/50987,23,£1.80m  ,13,2,-,-,-,-,1042,183
Michael Bradley,https://www.transfermarkt.co.uk/michael-bradley/profil/spieler/30593,21,£3.60m  ,28,5,1,4,-,-,2259,189
Ricardo Clark,https://www.transfermarkt.co.uk/ricardo-clark/profil/spieler/39840,26, ,37,2,-,6,-,1,3293,178
Clint Dempsey,https://www.transfermarkt.co.uk/clint-dempsey/profil/spieler/27577,26,£4.95m  ,41,8,3,5,-,-,3077,185
Jozy Altidore,https://www.transfermarkt.co.uk/jozy-altidore/profil/spieler/39378,19,£2.70m  ,8,1,-,-,-,-,439,185
Oguchi Onyewu,https://www.transfermarkt.co.uk/oguchi-onyewu/profil/spieler/12517,27,£4.05m  ,45,6,2,5,-,-,4002,193
Jay DeMerit,https://www.transfermarkt.co.uk/jay-demerit/profil/spieler/15926,29,£900k  ,38,1,-,3,-,-,3261,180
Jonathan Bornstein,https://www.transfermarkt.co.uk/jonathan-bornstein/profil/spieler/39454,24, ,33,-,2,3,1,-,2934,175
Landon Donovan,https://www.transfermarkt.co.uk/landon-donovan/profil/spieler/68,27,£2.70m  ,36,15,8,3,-,-,2717,173
Robbie Findley,https://www.transfermarkt.co.uk/robbie-findley/profil/spieler/27167,23, ,31,15,3,2,-,-,2142,175
Fernando Muslera,https://www.transfermarkt.co.uk/fernando-muslera/profil/spieler/58088,23,£720k  ,,,,,,,,
Diego Godín,https://www.transfermarkt.co.uk/diego-godin/profil/spieler/54928,23,£7.20m  ,38,-,1,16,-,1,3397,187
Mauricio Victorino,https://www.transfermarkt.co.uk/mauricio-victorino/profil/spieler/44935,26, ,23,2,1,1,-,1,2070,182
Martín Cáceres,https://www.transfermarkt.co.uk/martin-caceres/profil/spieler/54935,22,£7.20m  ,23,-,-,3,-,1,1522,180
Maxi Pereira,https://www.transfermarkt.co.uk/maxi-pereira/profil/spieler/57834,25,£4.32m  ,41,2,3,7,-,-,3630,173
Diego Pérez,https://www.transfermarkt.co.uk/diego-perez/profil/spieler/20378,29,£2.25m  ,26,-,-,6,-,-,1688,177
Ignacio González,https://www.transfermarkt.co.uk/ignacio-gonzalez/profil/spieler/67648,27,£630k  ,2,-,-,-,-,-,39,178
Edinson Cavani,https://www.transfermarkt.co.uk/edinson-cavani/profil/spieler/48280,22,£7.20m  ,36,15,3,2,-,-,3145,184
Diego Lugano,https://www.transfermarkt.co.uk/diego-lugano/profil/spieler/13829,28,£9.00m  ,41,7,1,16,-,1,3690,188
Álvaro Pereira,https://www.transfermarkt.co.uk/alvaro-pereira/profil/spieler/54859,23,£2.93m  ,37,2,4,7,-,-,3190,180
Jorge Fucile,https://www.transfermarkt.co.uk/jorge-fucile/profil/spieler/44057,24,£4.50m  ,23,-,1,5,1,-,1926,178
Walter Gargano,https://www.transfermarkt.co.uk/walter-gargano/profil/spieler/52266,24,£4.95m  ,33,-,2,5,-,-,2782,167
Egidio Arévalo Ríos,https://www.transfermarkt.co.uk/egidio-arevalo-rios/profil/spieler/54818,27,£1.13m  ,13,-,1,1,-,-,850,168
Diego Forlán,https://www.transfermarkt.co.uk/diego-forlan/profil/spieler/3408,30,£21.60m  ,45,35,11,3,-,-,3687,180
Luis Suárez,https://www.transfermarkt.co.uk/luis-suarez/profil/spieler/44352,22,£13.50m  ,43,28,19,12,-,-,3806,182
Osman Chávez,https://www.transfermarkt.co.uk/osman-chavez/profil/spieler/62359,24, ,-,-,-,-,-,-,-,-
Sergio Mendoza,https://www.transfermarkt.co.uk/sergio-mendoza/profil/spieler/62257,28, ,3,-,-,-,-,-,195,177
Emilio Izaguirre,https://www.transfermarkt.co.uk/emilio-izaguirre/profil/spieler/62246,23, ,-,-,-,-,-,-,-,-
Mauricio Sabillón,https://www.transfermarkt.co.uk/mauricio-sabillon/profil/spieler/62271,30, ,8,-,-,2,-,1,630,187
Wilson Palacios,https://www.transfermarkt.co.uk/wilson-palacios/profil/spieler/58361,24,£12.15m  ,36,-,3,13,1,-,3141,181
Danilo Turcios,https://www.transfermarkt.co.uk/danilo-turcios/profil/spieler/62276,31, ,4,1,-,1,-,1,358,164
David Suazo,https://www.transfermarkt.co.uk/david-suazo/profil/spieler/20749,29,£9.90m  ,21,5,3,4,-,-,1624,183
Carlos Pavón,https://www.transfermarkt.co.uk/carlos-pavon/profil/spieler/35362,35,£630k  ,9,-,1,1,-,-,621,178
Víctor Bernárdez,https://www.transfermarkt.co.uk/victor-bernardez/profil/spieler/35349,27,£900k  ,8,1,1,1,-,-,540,187
Maynor Figueroa,https://www.transfermarkt.co.uk/maynor-figueroa/profil/spieler/62240,26,£3.33m  ,41,1,3,3,-,-,3543,182
Hendry Thomas,https://www.transfermarkt.co.uk/hendry-thomas/profil/spieler/62275,24, ,4,1,-,1,-,-,360,180
Ramón Núñez,https://www.transfermarkt.co.uk/ramon-nunez/profil/spieler/39485,23,£900k  ,23,5,7,4,-,-,1541,169
Amado Guevara,https://www.transfermarkt.co.uk/amado-guevara/profil/spieler/30598,33,£720k  ,28,7,5,3,-,-,2260,180
Pepe,https://www.transfermarkt.co.uk/pepe/profil/spieler/14132,26,£19.80m  ,32,-,-,8,-,1,2824,187
Bruno Alves,https://www.transfermarkt.co.uk/bruno-alves/profil/spieler/13121,27,£8.10m  ,46,6,3,5,-,-,4170,189
Fábio Coentrão,https://www.transfermarkt.co.uk/fabio-coentrao/profil/spieler/33648,21,£1.26m  ,17,3,2,4,-,-,1283,179
Miguel,https://www.transfermarkt.co.uk/miguel/profil/spieler/13225,29,£7.20m  ,37,-,2,6,1,-,3170,179
Duda,https://www.transfermarkt.co.uk/duda/profil/spieler/7782,29,£5.40m  ,36,5,10,10,-,-,2863,175
Deco,https://www.transfermarkt.co.uk/deco/profil/spieler/8564,31,£9.90m  ,30,3,3,4,1,-,1926,176
Cristiano Ronaldo,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198,24,£54.00m  ,53,26,12,8,1,-,4319,187
Hugo Almeida,https://www.transfermarkt.co.uk/hugo-almeida/profil/spieler/9824,25,£6.30m  ,43,16,9,6,-,-,2767,191
Ricardo Carvalho,https://www.transfermarkt.co.uk/ricardo-carvalho/profil/spieler/9828,31,£15.75m  ,18,1,1,4,-,-,1396,182
Ricardo Costa,https://www.transfermarkt.co.uk/ricardo-costa/profil/spieler/9819,28,£3.15m  ,19,3,1,4,-,1,1445,184
Paulo Ferreira,https://www.transfermarkt.co.uk/paulo-ferreira/profil/spieler/9832,30,£3.60m  ,12,-,-,-,-,-,371,183
Pedro Mendes,https://www.transfermarkt.co.uk/pedro-mendes/profil/spieler/9811,30,£5.63m  ,38,3,7,7,-,-,3338,177
Tiago,https://www.transfermarkt.co.uk/tiago/profil/spieler/8538,28,£7.20m  ,20,-,1,3,-,1,1337,183
Danny,https://www.transfermarkt.co.uk/danny/profil/spieler/14119,25,£18.00m  ,20,3,4,3,-,-,1764,178
Simão,https://www.transfermarkt.co.uk/simao/profil/spieler/8019,29,£19.80m  ,44,9,9,6,1,-,3692,174
Patrice Evra,https://www.transfermarkt.co.uk/patrice-evra/profil/spieler/5285,28,£20.70m  ,48,-,3,9,-,-,4046,174
Gaël Clichy,https://www.transfermarkt.co.uk/gael-clichy/profil/spieler/7449,23,£13.50m  ,41,1,-,8,-,-,3585,176
Bacary Sagna,https://www.transfermarkt.co.uk/bacary-sagna/profil/spieler/26764,26,£13.50m  ,49,-,1,5,-,-,4215,176
Yoann Gourcuff,https://www.transfermarkt.co.uk/yoann-gourcuff/profil/spieler/18912,22,£16.65m  ,49,15,14,7,-,-,4138,185
Franck Ribéry,https://www.transfermarkt.co.uk/franck-ribery/profil/spieler/22068,26,£36.00m  ,36,14,20,6,1,-,2988,170
Nicolas Anelka,https://www.transfermarkt.co.uk/nicolas-anelka/profil/spieler/3226,30,£24.75m  ,54,25,10,1,-,-,4163,186
William Gallas,https://www.transfermarkt.co.uk/william-gallas/profil/spieler/3156,31,£14.40m  ,36,6,-,5,-,-,3223,182
Jérémy Toulalan,https://www.transfermarkt.co.uk/jeremy-toulalan/profil/spieler/5513,25,£19.80m  ,44,-,2,10,-,-,3895,183
Alou Diarra,https://www.transfermarkt.co.uk/alou-diarra/profil/spieler/1327,27,£11.25m  ,45,3,-,8,1,-,3838,189
