name,link,age,value
Kolo Touré,https://www.transfermarkt.co.uk/kolo-toure/profil/spieler/3202,28,£18.90m  
Arthur Boka,https://www.transfermarkt.co.uk/arthur-boka/profil/spieler/13038,26,£3.15m  
Emmanuel Eboué,https://www.transfermarkt.co.uk/emmanuel-eboue/profil/spieler/13058,26,£6.30m  
Romaric,https://www.transfermarkt.co.uk/romaric/profil/spieler/15808,26,£9.00m  
Yaya Touré,https://www.transfermarkt.co.uk/yaya-toure/profil/spieler/13091,26,£19.80m  
Gervinho,https://www.transfermarkt.co.uk/gervinho/profil/spieler/33481,22,£5.40m  
Didier Drogba,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924,31,£31.50m  
Yuto Nagatomo,https://www.transfermarkt.co.uk/yuto-nagatomo/profil/spieler/79522,22,£1.80m  
Yuichi Komano,https://www.transfermarkt.co.uk/yuichi-komano/profil/spieler/38777,27,£1.35m  
Makoto Hasebe,https://www.transfermarkt.co.uk/makoto-hasebe/profil/spieler/39259,25,£3.60m  
Yoshito Okubo,https://www.transfermarkt.co.uk/yoshito-okubo/profil/spieler/27439,27,£1.80m  
Yuji Nakazawa,https://www.transfermarkt.co.uk/yuji-nakazawa/profil/spieler/27520,31,£3.60m  
Yuki Abe,https://www.transfermarkt.co.uk/yuki-abe/profil/spieler/27765,27,£2.61m  
Yasuhito Endo,https://www.transfermarkt.co.uk/yasuhito-endo/profil/spieler/27513,29,£5.40m  
Keisuke Honda,https://www.transfermarkt.co.uk/keisuke-honda/profil/spieler/66521,23,£900k  
Winston Reid,https://www.transfermarkt.co.uk/winston-reid/profil/spieler/37526,20,£1.13m  
Ivan Vicelich,https://www.transfermarkt.co.uk/ivan-vicelich/profil/spieler/4618,32,£540k  
Leo Bertos,https://www.transfermarkt.co.uk/leo-bertos/profil/spieler/43145,27,£225k  
Rory Fallon,https://www.transfermarkt.co.uk/rory-fallon/profil/spieler/46109,27,£1.35m  
Shane Smeltz,https://www.transfermarkt.co.uk/shane-smeltz/profil/spieler/51038,27,£360k  
Ryan Nelsen,https://www.transfermarkt.co.uk/ryan-nelsen/profil/spieler/28878,31,£2.97m  
Tommy Smith,https://www.transfermarkt.co.uk/tommy-smith/profil/spieler/54381,19,£270k  
Tony Lochhead,https://www.transfermarkt.co.uk/tony-lochhead/profil/spieler/39895,27,£180k  
Simon Elliott,https://www.transfermarkt.co.uk/simon-elliott/profil/spieler/26831,35,£225k  
Marko Suler,https://www.transfermarkt.co.uk/marko-suler/profil/spieler/26128,26,£675k  
Aleksandar Radosavljevic,https://www.transfermarkt.co.uk/aleksandar-radosavljevic/profil/spieler/25807,30,£270k  
Andraz Kirm,https://www.transfermarkt.co.uk/andraz-kirm/profil/spieler/28393,24,£1.13m  
Valter Birsa,https://www.transfermarkt.co.uk/valter-birsa/profil/spieler/26105,22,£1.53m  
Milivoje Novakovic,https://www.transfermarkt.co.uk/milivoje-novakovic/profil/spieler/16162,30,£5.85m  
Zlatko Dedic,https://www.transfermarkt.co.uk/zlatko-dedic/profil/spieler/28835,24,£900k  
Bostjan Cesar,https://www.transfermarkt.co.uk/bostjan-cesar/profil/spieler/24606,26,£1.35m  
Bojan Jokic,https://www.transfermarkt.co.uk/bojan-jokic/profil/spieler/44317,23,£1.17m  
Miso Brecko,https://www.transfermarkt.co.uk/miso-brecko/profil/spieler/15300,25,£1.80m  
Robert Koren,https://www.transfermarkt.co.uk/robert-koren/profil/spieler/26946,28,£2.88m  
Lucas Neill,https://www.transfermarkt.co.uk/lucas-neill/profil/spieler/3826,31,£4.32m  
Luke Wilkshire,https://www.transfermarkt.co.uk/luke-wilkshire/profil/spieler/3321,27,£2.88m  
Vince Grella,https://www.transfermarkt.co.uk/vince-grella/profil/spieler/6021,29,£2.97m  
Carl Valeri,https://www.transfermarkt.co.uk/carl-valeri/profil/spieler/22130,24,£810k  
Scott Chipperfield,https://www.transfermarkt.co.uk/scott-chipperfield/profil/spieler/2894,33,£1.35m  
Tim Cahill,https://www.transfermarkt.co.uk/tim-cahill/profil/spieler/13556,29,£14.40m  
Brett Holman,https://www.transfermarkt.co.uk/brett-holman/profil/spieler/21496,25,£1.13m  
David Carney,https://www.transfermarkt.co.uk/david-carney/profil/spieler/10387,25,£675k  
Joshua Kennedy,https://www.transfermarkt.co.uk/joshua-kennedy/profil/spieler/701,26,£720k  
Craig Moore,https://www.transfermarkt.co.uk/craig-moore/profil/spieler/11367,33,£1.26m  
Michael Beauchamp,https://www.transfermarkt.co.uk/michael-beauchamp/profil/spieler/38669,28,£630k  
Mark Bresciano,https://www.transfermarkt.co.uk/mark-bresciano/profil/spieler/5867,29,£3.60m  
Jason Culina,https://www.transfermarkt.co.uk/jason-culina/profil/spieler/19051,28,£2.93m  
Brett Emerton,https://www.transfermarkt.co.uk/brett-emerton/profil/spieler/4367,30,£3.96m  
Branislav Ivanovic,https://www.transfermarkt.co.uk/branislav-ivanovic/profil/spieler/36827,25,£7.65m  
Aleksandar Lukovic,https://www.transfermarkt.co.uk/aleksandar-lukovic/profil/spieler/19712,26,£4.05m  
Aleksandar Kolarov,https://www.transfermarkt.co.uk/aleksandar-kolarov/profil/spieler/46156,23,£2.34m  
Milos Ninkovic,https://www.transfermarkt.co.uk/milos-ninkovic/profil/spieler/48740,24,£4.05m  
Marko Pantelic,https://www.transfermarkt.co.uk/marko-pantelic/profil/spieler/19719,30,£6.30m  
Nemanja Vidic,https://www.transfermarkt.co.uk/nemanja-vidic-lrm-/profil/spieler/19726,27,£31.50m  
Neven Subotic,https://www.transfermarkt.co.uk/neven-subotic/profil/spieler/40995,20,£6.75m  
Ivan Obradovic,https://www.transfermarkt.co.uk/ivan-obradovic/profil/spieler/49802,20,£4.05m  
Milos Krasic,https://www.transfermarkt.co.uk/milos-krasic/profil/spieler/18828,24,£11.25m  
Nenad Milijas,https://www.transfermarkt.co.uk/nenad-milijas/profil/spieler/36123,26,£4.05m  
Milan Jovanovic,https://www.transfermarkt.co.uk/milan-jovanovic/profil/spieler/14933,28,£7.65m  
Juan,https://www.transfermarkt.co.uk/juan/profil/spieler/1599,30,£16.20m  
Felipe Melo,https://www.transfermarkt.co.uk/felipe-melo/profil/spieler/35537,26,£8.55m  
Gilberto Silva,https://www.transfermarkt.co.uk/gilberto-silva/profil/spieler/3194,32,£5.85m  
Michel Bastos,https://www.transfermarkt.co.uk/michel-bastos/profil/spieler/12142,25,£9.00m  
Júlio Baptista,https://www.transfermarkt.co.uk/julio-baptista/profil/spieler/15952,27,£12.60m  
Nilmar,https://www.transfermarkt.co.uk/nilmar/profil/spieler/22750,24,£9.90m  
Lúcio,https://www.transfermarkt.co.uk/lucio/profil/spieler/77,31,£16.20m  
Maicon,https://www.transfermarkt.co.uk/maicon/profil/spieler/18301,27,£22.50m  
Ramires,https://www.transfermarkt.co.uk/ramires/profil/spieler/54170,22,£7.20m  
Kaká,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366,27,£49.50m  
Robinho,https://www.transfermarkt.co.uk/robinho/profil/spieler/15511,25,£31.50m  
