name,link,age,value
Raheem Sterling,https://www.transfermarkt.co.uk/raheem-sterling/profil/spieler/134425,18,£10.35m  
Wayne Rooney,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,27,£58.50m  
Daniel Sturridge,https://www.transfermarkt.co.uk/daniel-sturridge/profil/spieler/47082,23,£13.50m  
Joseph Yobo,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270,32,£3.15m  
Kenneth Omeruo,https://www.transfermarkt.co.uk/kenneth-omeruo/profil/spieler/131708,19,£900k  
Godfrey Oboabona,https://www.transfermarkt.co.uk/godfrey-oboabona/profil/spieler/217656,22,£270k  
Juwon Oshaniwa,https://www.transfermarkt.co.uk/juwon-oshaniwa/profil/spieler/223431,22,£45k  
Ogenyi Onazi,https://www.transfermarkt.co.uk/ogenyi-onazi/profil/spieler/131709,20,£4.05m  
Ramon Azeez,https://www.transfermarkt.co.uk/ramon-azeez/profil/spieler/131667,20,£90k  
Victor Moses,https://www.transfermarkt.co.uk/victor-moses/profil/spieler/59866,22,£13.50m  
Efe Ambrose,https://www.transfermarkt.co.uk/efe-ambrose/profil/spieler/81831,24,£1.35m  
Emmanuel Emenike,https://www.transfermarkt.co.uk/emmanuel-emenike/profil/spieler/120630,26,£10.80m  
Ahmed Musa,https://www.transfermarkt.co.uk/ahmed-musa/profil/spieler/168337,20,£8.10m  
Dejan Lovren,https://www.transfermarkt.co.uk/dejan-lovren/profil/spieler/37838,23,£6.30m  
Danijel Pranjic,https://www.transfermarkt.co.uk/danijel-pranjic/profil/spieler/25617,31,£1.35m  
Darijo Srna,https://www.transfermarkt.co.uk/darijo-srna/profil/spieler/14942,31,£9.00m  
Ivan Rakitic,https://www.transfermarkt.co.uk/ivan-rakitic/profil/spieler/32467,25,£13.50m  
Mario Mandzukic,https://www.transfermarkt.co.uk/mario-mandzukic/profil/spieler/34572,27,£20.70m  
Ivica Olic,https://www.transfermarkt.co.uk/ivica-olic/profil/spieler/7427,33,£2.70m  
Vedran Corluka,https://www.transfermarkt.co.uk/vedran-corluka/profil/spieler/34393,27,£7.20m  
Sime Vrsaljko,https://www.transfermarkt.co.uk/sime-vrsaljko/profil/spieler/76061,21,£4.50m  
Luka Modric,https://www.transfermarkt.co.uk/luka-modric/profil/spieler/27992,27,£31.50m  
Mateo Kovacic,https://www.transfermarkt.co.uk/mateo-kovacic/profil/spieler/51471,19,£13.50m  
Sammir,https://www.transfermarkt.co.uk/sammir/profil/spieler/45710,26,£5.40m  
Nikica Jelavic,https://www.transfermarkt.co.uk/nikica-jelavic/profil/spieler/25742,27,£8.10m  
Giancarlo González,https://www.transfermarkt.co.uk/giancarlo-gonzalez/profil/spieler/111893,25,£540k  
Michael Umaña,https://www.transfermarkt.co.uk/michael-umana/profil/spieler/35380,30,£270k  
Júnior Díaz,https://www.transfermarkt.co.uk/junior-diaz/profil/spieler/35383,29,£900k  
Cristian Gamboa,https://www.transfermarkt.co.uk/cristian-gamboa/profil/spieler/121686,23,£540k  
Christian Bolaños,https://www.transfermarkt.co.uk/christian-bolanos/profil/spieler/38163,29,£1.58m  
Óscar Duarte,https://www.transfermarkt.co.uk/oscar-duarte/profil/spieler/175323,24,£1.35m  
Roy Miller,https://www.transfermarkt.co.uk/roy-miller/profil/spieler/36454,28,£450k  
Yeltsin Tejeda,https://www.transfermarkt.co.uk/yeltsin-tejeda/profil/spieler/194218,21,£428k  
Celso Borges,https://www.transfermarkt.co.uk/celso-borges/profil/spieler/81532,25,£1.35m  
Joel Campbell,https://www.transfermarkt.co.uk/joel-campbell/profil/spieler/131248,21,£2.25m  
Randall Brenes,https://www.transfermarkt.co.uk/randall-brenes/profil/spieler/36428,29,£225k  
Muhamed Besic,https://www.transfermarkt.co.uk/muhamed-besic/profil/spieler/93905,20,£630k  
Giorgio Chiellini,https://www.transfermarkt.co.uk/giorgio-chiellini/profil/spieler/29260,28,£25.65m  
Andrea Barzagli,https://www.transfermarkt.co.uk/andrea-barzagli/profil/spieler/7109,32,£10.80m  
Gabriel Paletta,https://www.transfermarkt.co.uk/gabriel-paletta/profil/spieler/30767,27,£7.20m  
Mattia De Sciglio,https://www.transfermarkt.co.uk/mattia-de-sciglio/profil/spieler/88682,20,£10.80m  
Daniele De Rossi,https://www.transfermarkt.co.uk/daniele-de-rossi/profil/spieler/5947,29,£18.00m  
Andrea Pirlo,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817,34,£9.00m  
Claudio Marchisio,https://www.transfermarkt.co.uk/claudio-marchisio/profil/spieler/44716,27,£27.90m  
Ciro Immobile,https://www.transfermarkt.co.uk/ciro-immobile/profil/spieler/105521,23,£6.30m  
Leonardo Bonucci,https://www.transfermarkt.co.uk/leonardo-bonucci/profil/spieler/39983,26,£18.00m  
Ignazio Abate,https://www.transfermarkt.co.uk/ignazio-abate/profil/spieler/16631,26,£9.90m  
Matteo Darmian,https://www.transfermarkt.co.uk/matteo-darmian/profil/spieler/54906,23,£2.16m  
Thiago Motta,https://www.transfermarkt.co.uk/thiago-motta/profil/spieler/7602,30,£8.10m  
Marco Verratti,https://www.transfermarkt.co.uk/marco-verratti/profil/spieler/102558,20,£13.50m  
Antonio Candreva,https://www.transfermarkt.co.uk/antonio-candreva/profil/spieler/25488,26,£9.00m  
Marcos Rojo,https://www.transfermarkt.co.uk/marcos-rojo/profil/spieler/93176,23,£4.50m  
Federico Fernández,https://www.transfermarkt.co.uk/federico-fernandez/profil/spieler/85475,24,£2.70m  
Pablo Zabaleta,https://www.transfermarkt.co.uk/pablo-zabaleta/profil/spieler/20007,28,£14.40m  
Javier Mascherano,https://www.transfermarkt.co.uk/javier-mascherano/profil/spieler/19981,29,£18.00m  
Fernando Gago,https://www.transfermarkt.co.uk/fernando-gago/profil/spieler/38954,27,£3.60m  
Enzo Pérez,https://www.transfermarkt.co.uk/enzo-perez/profil/spieler/56066,27,£6.75m  
Maxi Rodríguez,https://www.transfermarkt.co.uk/maxi-rodriguez/profil/spieler/7895,32,£1.62m  
Ángel Di María,https://www.transfermarkt.co.uk/angel-di-maria/profil/spieler/45320,25,£30.60m  
Ezequiel Lavezzi,https://www.transfermarkt.co.uk/ezequiel-lavezzi/profil/spieler/50570,28,£23.40m  
Gonzalo Higuaín,https://www.transfermarkt.co.uk/gonzalo-higuain/profil/spieler/39153,25,£27.00m  
Ezequiel Garay,https://www.transfermarkt.co.uk/ezequiel-garay/profil/spieler/35939,26,£15.75m  
Hugo Campagnaro,https://www.transfermarkt.co.uk/hugo-campagnaro/profil/spieler/21782,33,£3.78m  
Martín Demichelis,https://www.transfermarkt.co.uk/martin-demichelis/profil/spieler/2963,32,£2.70m  
Lucas Biglia,https://www.transfermarkt.co.uk/lucas-biglia/profil/spieler/26721,27,£7.20m  
Lionel Messi,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003,26,£108.00m  
Sergio Agüero,https://www.transfermarkt.co.uk/sergio-aguero/profil/spieler/26399,25,£40.50m  
Nicolas N'Koulou,https://www.transfermarkt.co.uk/nicolas-nkoulou/profil/spieler/60577,23,£11.70m  
Cedric Djeugoue,https://www.transfermarkt.co.uk/cedric-djeugoue/profil/spieler/318023,20, 
Henri Bedimo,https://www.transfermarkt.co.uk/henri-bedimo/profil/spieler/6803,29,£3.15m  
Allan Nyom,https://www.transfermarkt.co.uk/allan-nyom/profil/spieler/111508,25,£4.50m  
Eyong Enoh,https://www.transfermarkt.co.uk/eyong-enoh/profil/spieler/47344,27,£1.80m  
Benjamin Moukandjo,https://www.transfermarkt.co.uk/benjamin-moukandjo/profil/spieler/59957,24,£1.80m  
Aurélien Chedjou,https://www.transfermarkt.co.uk/aurelien-chedjou/profil/spieler/45624,28,£10.80m  
Benoît Assou-Ekotto,https://www.transfermarkt.co.uk/benoit-assou-ekotto/profil/spieler/18310,29,£11.25m  
Alex Song,https://www.transfermarkt.co.uk/alex-song/profil/spieler/27394,25,£16.20m  
Landry N'Guemo,https://www.transfermarkt.co.uk/landry-nguemo/profil/spieler/34372,27,£1.80m  
Carl Medjani,https://www.transfermarkt.co.uk/carl-medjani/profil/spieler/8060,28,£2.25m  
Rafik Halliche,https://www.transfermarkt.co.uk/rafik-halliche/profil/spieler/67815,26,£675k  
Faouzi Ghoulam,https://www.transfermarkt.co.uk/faouzi-ghoulam/profil/spieler/126656,22,£3.15m  
Sofiane Feghouli,https://www.transfermarkt.co.uk/sofiane-feghouli/profil/spieler/57162,23,£10.80m  
Islam Slimani,https://www.transfermarkt.co.uk/islam-slimani/profil/spieler/174915,25,£675k  
Aïssa Mandi,https://www.transfermarkt.co.uk/aissa-mandi/profil/spieler/80293,21,£1.35m  
Essaïd Belkalem,https://www.transfermarkt.co.uk/essaid-belkalem/profil/spieler/162395,24,£810k  
Djamel Mesbah,https://www.transfermarkt.co.uk/djamel-mesbah/profil/spieler/17735,28,£675k  
Mehdi Mostefa,https://www.transfermarkt.co.uk/mehdi-mostefa/profil/spieler/80191,29,£1.35m  
Nabil Bentaleb,https://www.transfermarkt.co.uk/nabil-bentaleb/profil/spieler/245537,18, 
Yacine Brahimi,https://www.transfermarkt.co.uk/yacine-brahimi/profil/spieler/60517,23,£3.60m  
Riyad Mahrez,https://www.transfermarkt.co.uk/riyad-mahrez/profil/spieler/171424,22,£675k  
Héctor Moreno,https://www.transfermarkt.co.uk/hector-moreno/profil/spieler/51046,25,£6.30m  
Maza,https://www.transfermarkt.co.uk/maza/profil/spieler/28163,31,£2.48m  
Paul Aguilar,https://www.transfermarkt.co.uk/paul-aguilar/profil/spieler/52606,27,£1.80m  
Andrés Guardado,https://www.transfermarkt.co.uk/andres-guardado/profil/spieler/20506,26,£6.30m  
Oribe Peralta,https://www.transfermarkt.co.uk/oribe-peralta/profil/spieler/53563,29,£3.60m  
Carlos Salcido,https://www.transfermarkt.co.uk/carlos-salcido/profil/spieler/31434,33,£1.62m  
Rafael Márquez,https://www.transfermarkt.co.uk/rafael-marquez/profil/spieler/2904,34,£1.35m  
Miguel Layún,https://www.transfermarkt.co.uk/miguel-layun/profil/spieler/58576,25,£1.62m  
Héctor Herrera,https://www.transfermarkt.co.uk/hector-herrera/profil/spieler/122043,23,£5.40m  
Jonathan Mensah,https://www.transfermarkt.co.uk/jonathan-mensah/profil/spieler/110622,22,£540k  
Harrison Afful,https://www.transfermarkt.co.uk/harrison-afful/profil/spieler/65830,26,£810k  
Kevin-Prince Boateng,https://www.transfermarkt.co.uk/kevin-prince-boateng/profil/spieler/16922,26,£13.50m  
Emmanuel Badu,https://www.transfermarkt.co.uk/emmanuel-badu/profil/spieler/108484,22,£3.15m  
Majeed Waris,https://www.transfermarkt.co.uk/majeed-waris/profil/spieler/146805,21,£2.25m  
Asamoah Gyan,https://www.transfermarkt.co.uk/asamoah-gyan/profil/spieler/26802,27,£3.60m  
John Boye,https://www.transfermarkt.co.uk/john-boye/profil/spieler/85585,26,£1.80m  
Kwadwo Asamoah,https://www.transfermarkt.co.uk/kwadwo-asamoah/profil/spieler/63531,24,£17.10m  
Daniel Opare,https://www.transfermarkt.co.uk/daniel-opare/profil/spieler/65781,22,£1.35m  
Sulley Muntari,https://www.transfermarkt.co.uk/sulley-muntari/profil/spieler/17129,28,£4.05m  
André Ayew,https://www.transfermarkt.co.uk/andre-ayew/profil/spieler/45403,23,£12.60m  
Jordan Ayew,https://www.transfermarkt.co.uk/jordan-ayew/profil/spieler/108354,21,£4.50m  
Matt Besler,https://www.transfermarkt.co.uk/matt-besler/profil/spieler/105975,26,£360k  
DaMarcus Beasley,https://www.transfermarkt.co.uk/damarcus-beasley/profil/spieler/20584,31,£900k  
Graham Zusi,https://www.transfermarkt.co.uk/graham-zusi/profil/spieler/108353,26,£450k  
Jermaine Jones,https://www.transfermarkt.co.uk/jermaine-jones/profil/spieler/1321,31,£3.38m  
Michael Bradley,https://www.transfermarkt.co.uk/michael-bradley/profil/spieler/30593,25,£5.85m  
Brad Davis,https://www.transfermarkt.co.uk/brad-davis/profil/spieler/39842,31,£675k  
Fabian Johnson,https://www.transfermarkt.co.uk/fabian-johnson/profil/spieler/31041,25,£3.60m  
Clint Dempsey,https://www.transfermarkt.co.uk/clint-dempsey/profil/spieler/27577,30,£10.35m  
Omar González,https://www.transfermarkt.co.uk/omar-gonzalez/profil/spieler/99690,24,£360k  
Geoff Cameron,https://www.transfermarkt.co.uk/geoff-cameron/profil/spieler/31642,27,£4.50m  
Kyle Beckerman,https://www.transfermarkt.co.uk/kyle-beckerman/profil/spieler/26995,31,£675k  
Alejandro Bedoya,https://www.transfermarkt.co.uk/alejandro-bedoya/profil/spieler/111783,26,£675k  
Diego Godín,https://www.transfermarkt.co.uk/diego-godin/profil/spieler/54928,27,£16.20m  
Diego Lugano,https://www.transfermarkt.co.uk/diego-lugano/profil/spieler/13829,32,£1.08m  
José Giménez,https://www.transfermarkt.co.uk/jose-gimenez/profil/spieler/250845,18,£90k  
Maxi Pereira,https://www.transfermarkt.co.uk/maxi-pereira/profil/spieler/57834,29,£12.60m  
Egidio Arévalo Ríos,https://www.transfermarkt.co.uk/egidio-arevalo-rios/profil/spieler/54818,31,£1.53m  
Cristian Rodríguez,https://www.transfermarkt.co.uk/cristian-rodriguez/profil/spieler/33448,27,£4.50m  
Álvaro Pereira,https://www.transfermarkt.co.uk/alvaro-pereira/profil/spieler/54859,27,£9.00m  
Martín Cáceres,https://www.transfermarkt.co.uk/martin-caceres/profil/spieler/54935,26,£8.10m  
Walter Gargano,https://www.transfermarkt.co.uk/walter-gargano/profil/spieler/52266,28,£6.75m  
Álvaro González,https://www.transfermarkt.co.uk/alvaro-gonzalez/profil/spieler/55957,28,£6.75m  
Diego Forlán,https://www.transfermarkt.co.uk/diego-forlan/profil/spieler/3408,34,£900k  
Luis Suárez,https://www.transfermarkt.co.uk/luis-suarez/profil/spieler/44352,26,£32.40m  
Cristhian Stuani,https://www.transfermarkt.co.uk/cristhian-stuani/profil/spieler/59323,26,£3.15m  
Emilio Izaguirre,https://www.transfermarkt.co.uk/emilio-izaguirre/profil/spieler/62246,27,£4.05m  
Brayan Beckeles,https://www.transfermarkt.co.uk/brayan-beckeles/profil/spieler/171043,27, 
Luis Garrido,https://www.transfermarkt.co.uk/luis-garrido/profil/spieler/221903,22,£720k  
Boniek García,https://www.transfermarkt.co.uk/boniek-garcia/profil/spieler/62241,28,£900k  
Víctor Bernárdez,https://www.transfermarkt.co.uk/victor-bernardez/profil/spieler/35349,31,£900k  
Maynor Figueroa,https://www.transfermarkt.co.uk/maynor-figueroa/profil/spieler/62240,30,£4.05m  
Juan Carlos García,https://www.transfermarkt.co.uk/juan-carlos-garcia/profil/spieler/111331,25, 
Andy Nájar,https://www.transfermarkt.co.uk/andy-najar/profil/spieler/145838,20,£315k  
Wilson Palacios,https://www.transfermarkt.co.uk/wilson-palacios/profil/spieler/58361,28,£2.70m  
Jorge Claros,https://www.transfermarkt.co.uk/jorge-claros/profil/spieler/62231,27,£360k  
Carlo Costly,https://www.transfermarkt.co.uk/carlo-costly/profil/spieler/46845,30,£540k  
Antonio Valencia,https://www.transfermarkt.co.uk/antonio-valencia/profil/spieler/33544,27,£21.60m  
Juan Carlos Paredes,https://www.transfermarkt.co.uk/juan-carlos-paredes/profil/spieler/100507,25,£315k  
Christian Noboa,https://www.transfermarkt.co.uk/christian-noboa/profil/spieler/45858,28,£7.20m  
Jefferson Montero,https://www.transfermarkt.co.uk/jefferson-montero/profil/spieler/77932,23,£2.70m  
Frickson Erazo,https://www.transfermarkt.co.uk/frickson-erazo/profil/spieler/163434,25,£900k  
Jorge Guagua,https://www.transfermarkt.co.uk/jorge-guagua/profil/spieler/38766,31,£720k  
Oswaldo Minda,https://www.transfermarkt.co.uk/oswaldo-minda/profil/spieler/82718,29,£113k  
Carlos Gruezo,https://www.transfermarkt.co.uk/carlos-gruezo/profil/spieler/189475,18, 
Enner Valencia,https://www.transfermarkt.co.uk/enner-valencia/profil/spieler/139503,23, 
Pepe,https://www.transfermarkt.co.uk/pepe/profil/spieler/14132,30,£18.00m  
Bruno Alves,https://www.transfermarkt.co.uk/bruno-alves/profil/spieler/13121,31,£5.85m  
Ricardo Costa,https://www.transfermarkt.co.uk/ricardo-costa/profil/spieler/9819,32,£2.70m  
André Almeida,https://www.transfermarkt.co.uk/andre-almeida/profil/spieler/83466,22,£2.70m  
João Moutinho,https://www.transfermarkt.co.uk/joao-moutinho/profil/spieler/29364,26,£27.00m  
Éder,https://www.transfermarkt.co.uk/eder/profil/spieler/84481,25,£7.20m  
Hélder Postiga,https://www.transfermarkt.co.uk/helder-postiga/profil/spieler/5169,30,£4.50m  
Fábio Coentrão,https://www.transfermarkt.co.uk/fabio-coentrao/profil/spieler/33648,25,£16.20m  
João Pereira,https://www.transfermarkt.co.uk/joao-pereira/profil/spieler/13217,29,£5.40m  
Miguel Veloso,https://www.transfermarkt.co.uk/miguel-veloso/profil/spieler/43848,27,£9.00m  
William Carvalho,https://www.transfermarkt.co.uk/william-carvalho/profil/spieler/100131,21,£720k  
Rúben Amorim,https://www.transfermarkt.co.uk/ruben-amorim/profil/spieler/25101,28,£3.60m  
Cristiano Ronaldo,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198,28,£90.00m  
Hugo Almeida,https://www.transfermarkt.co.uk/hugo-almeida/profil/spieler/9824,29,£6.30m  
Éder Balanta,https://www.transfermarkt.co.uk/eder-balanta/profil/spieler/265127,20,£1.35m  
Mario Yepes,https://www.transfermarkt.co.uk/mario-yepes/profil/spieler/5507,37,£270k  
Abel Aguilar,https://www.transfermarkt.co.uk/abel-aguilar/profil/spieler/37388,28,£2.70m  
Alexander Mejía,https://www.transfermarkt.co.uk/alexander-mejia/profil/spieler/77172,24,£765k  
Juan Quintero,https://www.transfermarkt.co.uk/juan-quintero/profil/spieler/122582,20,£6.30m  
Juan Cuadrado,https://www.transfermarkt.co.uk/juan-cuadrado/profil/spieler/91970,25,£13.50m  
Teófilo Gutiérrez,https://www.transfermarkt.co.uk/teofilo-gutierrez/profil/spieler/77066,28,£1.80m  
Cristián Zapata,https://www.transfermarkt.co.uk/cristian-zapata/profil/spieler/34344,26,£5.40m  
Carlos Valdés,https://www.transfermarkt.co.uk/carlos-valdes/profil/spieler/73789,28,£810k  
Pablo Armero,https://www.transfermarkt.co.uk/pablo-armero/profil/spieler/73786,26,£8.10m  
Santiago Arias,https://www.transfermarkt.co.uk/santiago-arias/profil/spieler/120443,21,£1.35m  
Carlos Sánchez,https://www.transfermarkt.co.uk/carlos-sanchez/profil/spieler/51226,27,£2.70m  
Fredy Guarín,https://www.transfermarkt.co.uk/fredy-guarin/profil/spieler/39090,27,£16.20m  
James Rodríguez,https://www.transfermarkt.co.uk/james-rodriguez/profil/spieler/88103,21,£20.70m  
Jackson Martínez,https://www.transfermarkt.co.uk/jackson-martinez/profil/spieler/74418,26,£12.60m  
Raphaël Varane,https://www.transfermarkt.co.uk/raphael-varane/profil/spieler/164770,20,£22.50m  
Laurent Koscielny,https://www.transfermarkt.co.uk/laurent-koscielny/profil/spieler/76277,27,£13.50m  
Lucas Digne,https://www.transfermarkt.co.uk/lucas-digne/profil/spieler/126664,19,£9.00m  
Bacary Sagna,https://www.transfermarkt.co.uk/bacary-sagna/profil/spieler/26764,30,£13.05m  
Morgan Schneiderlin,https://www.transfermarkt.co.uk/morgan-schneiderlin/profil/spieler/56818,23,£2.70m  
Paul Pogba,https://www.transfermarkt.co.uk/paul-pogba/profil/spieler/122153,20,£16.20m  
Karim Benzema,https://www.transfermarkt.co.uk/karim-benzema/profil/spieler/18922,25,£30.60m  
Antoine Griezmann,https://www.transfermarkt.co.uk/antoine-griezmann/profil/spieler/125781,22,£13.50m  
Mamadou Sakho,https://www.transfermarkt.co.uk/mamadou-sakho/profil/spieler/47713,23,£13.50m  
Patrice Evra,https://www.transfermarkt.co.uk/patrice-evra/profil/spieler/5285,32,£11.70m  
Mathieu Debuchy,https://www.transfermarkt.co.uk/mathieu-debuchy/profil/spieler/27306,27,£10.35m  
Blaise Matuidi,https://www.transfermarkt.co.uk/blaise-matuidi/profil/spieler/33923,26,£16.20m  
Yohan Cabaye,https://www.transfermarkt.co.uk/yohan-cabaye/profil/spieler/29434,27,£14.85m  
Moussa Sissoko,https://www.transfermarkt.co.uk/moussa-sissoko/profil/spieler/46001,23,£9.00m  
Olivier Giroud,https://www.transfermarkt.co.uk/olivier-giroud/profil/spieler/82442,26,£13.50m  
Ron Vlaar,https://www.transfermarkt.co.uk/ron-vlaar/profil/spieler/30697,28,£5.85m  
Bruno Martins Indi,https://www.transfermarkt.co.uk/bruno-martins-indi/profil/spieler/112052,21,£4.50m  
Daley Blind,https://www.transfermarkt.co.uk/daley-blind/profil/spieler/12282,23,£4.05m  
Daryl Janmaat,https://www.transfermarkt.co.uk/daryl-janmaat/profil/spieler/60744,23,£4.50m  
Paul Verhaegh,https://www.transfermarkt.co.uk/paul-verhaegh/profil/spieler/18021,29,£1.80m  
Jordy Clasie,https://www.transfermarkt.co.uk/jordy-clasie/profil/spieler/104223,22,£5.85m  
Memphis Depay,https://www.transfermarkt.co.uk/memphis-depay/profil/spieler/167850,19,£2.25m  
Arjen Robben,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360,29,£19.80m  
Stefan de Vrij,https://www.transfermarkt.co.uk/stefan-de-vrij/profil/spieler/111196,21,£5.40m  
Nigel de Jong,https://www.transfermarkt.co.uk/nigel-de-jong/profil/spieler/4672,28,£6.30m  
Jonathan de Guzmán,https://www.transfermarkt.co.uk/jonathan-de-guzman/profil/spieler/31067,25,£7.20m  
Georginio Wijnaldum,https://www.transfermarkt.co.uk/georginio-wijnaldum/profil/spieler/49499,22,£6.30m  
Wesley Sneijder,https://www.transfermarkt.co.uk/wesley-sneijder/profil/spieler/4673,29,£15.30m  
Jeremain Lens,https://www.transfermarkt.co.uk/jeremain-lens/profil/spieler/38497,25,£8.10m  
Dirk Kuyt,https://www.transfermarkt.co.uk/dirk-kuyt/profil/spieler/4010,32,£4.05m  
Robin van Persie,https://www.transfermarkt.co.uk/robin-van-persie/profil/spieler/4380,29,£40.50m  
Jérôme Boateng,https://www.transfermarkt.co.uk/jerome-boateng/profil/spieler/26485,24,£18.00m  
Christoph Kramer,https://www.transfermarkt.co.uk/christoph-kramer/profil/spieler/82097,22,£1.35m  
Toni Kroos,https://www.transfermarkt.co.uk/toni-kroos/profil/spieler/31909,23,£28.80m  
Sami Khedira,https://www.transfermarkt.co.uk/sami-khedira/profil/spieler/29401,26,£19.80m  
Mario Götze,https://www.transfermarkt.co.uk/mario-gotze/profil/spieler/74842,21,£40.50m  
Lukas Podolski,https://www.transfermarkt.co.uk/lukas-podolski/profil/spieler/15185,28,£20.70m  
Miroslav Klose,https://www.transfermarkt.co.uk/miroslav-klose/profil/spieler/10,35,£1.80m  
Mats Hummels,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,24,£23.40m  
Benedikt Höwedes,https://www.transfermarkt.co.uk/benedikt-howedes/profil/spieler/39020,25,£16.20m  
Per Mertesacker,https://www.transfermarkt.co.uk/per-mertesacker/profil/spieler/6710,28,£14.40m  
Shkodran Mustafi,https://www.transfermarkt.co.uk/shkodran-mustafi/profil/spieler/88590,21,£900k  
Philipp Lahm,https://www.transfermarkt.co.uk/philipp-lahm/profil/spieler/2219,29,£27.00m  
Bastian Schweinsteiger,https://www.transfermarkt.co.uk/bastian-schweinsteiger/profil/spieler/2514,28,£36.00m  
Mesut Özil,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664,24,£36.00m  
Thomas Müller,https://www.transfermarkt.co.uk/thomas-muller/profil/spieler/58358,23,£40.50m  
Mats Hummels,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,"Dec 16, 1988 (24)",£23.40m  
Johan Djourou,https://www.transfermarkt.co.uk/johan-djourou/profil/spieler/34561,26,£4.50m  
Ricardo Rodríguez,https://www.transfermarkt.co.uk/ricardo-rodriguez/profil/spieler/86784,20,£9.00m  
Granit Xhaka,https://www.transfermarkt.co.uk/granit-xhaka/profil/spieler/111455,20,£6.75m  
Gökhan Inler,https://www.transfermarkt.co.uk/gokhan-inler/profil/spieler/19041,29,£12.60m  
Admir Mehmedi,https://www.transfermarkt.co.uk/admir-mehmedi/profil/spieler/66058,22,£3.15m  
Fabian Schär,https://www.transfermarkt.co.uk/fabian-schar/profil/spieler/135343,21,£4.50m  
Steve von Bergen,https://www.transfermarkt.co.uk/steve-von-bergen/profil/spieler/4793,30,£900k  
