name,link,age,value
Enrique López,https://www.transfermarkt.co.uk/enrique-lopez/profil/spieler/142495,19, 
Alfredo Tena,https://www.transfermarkt.co.uk/alfredo-tena/profil/spieler/142489,20, 
Rigoberto Cisneros,https://www.transfermarkt.co.uk/rigoberto-cisneros/profil/spieler/142498,23, 
Javier Cárdenas,https://www.transfermarkt.co.uk/javier-cardenas/profil/spieler/142500,24, 
Cristóbal Ortega,https://www.transfermarkt.co.uk/cristobal-ortega/profil/spieler/118186,20, 
Víctor Rangel,https://www.transfermarkt.co.uk/victor-rangel/profil/spieler/142496,20, 
Hugo Sánchez,https://www.transfermarkt.co.uk/hugo-sanchez/profil/spieler/84528,18, 
Heinrich Strasser,https://www.transfermarkt.co.uk/heinrich-strasser/profil/spieler/132094,28, 
Bruno Pezzey,https://www.transfermarkt.co.uk/bruno-pezzey/profil/spieler/76003,22, 
Josef Hickersberger,https://www.transfermarkt.co.uk/josef-hickersberger/profil/spieler/107673,29, 
Kurt Jara,https://www.transfermarkt.co.uk/kurt-jara/profil/spieler/80185,26, 
Hans Krankl,https://www.transfermarkt.co.uk/hans-krankl/profil/spieler/78388,24, 
Walter Schachner,https://www.transfermarkt.co.uk/walter-schachner/profil/spieler/17364,20, 
Gerhard Breitenberger,https://www.transfermarkt.co.uk/gerhard-breitenberger/profil/spieler/134906,22, 
Erich Obermayer,https://www.transfermarkt.co.uk/erich-obermayer/profil/spieler/129708,24, 
Robert Sara,https://www.transfermarkt.co.uk/robert-sara/profil/spieler/78624,31, 
Eduard Krieger,https://www.transfermarkt.co.uk/eduard-krieger/profil/spieler/132093,30, 
Herbert Prohaska,https://www.transfermarkt.co.uk/herbert-prohaska/profil/spieler/78249,21, 
Rodolfo Manzo,https://www.transfermarkt.co.uk/rodolfo-manzo/profil/spieler/142833,28, 
Alfredo Quesada,https://www.transfermarkt.co.uk/alfredo-quesada/profil/spieler/142842,27, 
Guillermo La Rosa,https://www.transfermarkt.co.uk/guillermo-la-rosa/profil/spieler/133764,23, 
Jaime Duarte,https://www.transfermarkt.co.uk/jaime-duarte/profil/spieler/133635,22, 
Héctor Chumpitaz,https://www.transfermarkt.co.uk/hector-chumpitaz/profil/spieler/142834,34, 
José Navarro,https://www.transfermarkt.co.uk/jose-navarro/profil/spieler/142840,28, 
César Cueto,https://www.transfermarkt.co.uk/cesar-cueto/profil/spieler/133724,25, 
Hossein Kazerani,https://www.transfermarkt.co.uk/hossein-kazerani/profil/spieler/142868,29, 
Hassan Nazari,https://www.transfermarkt.co.uk/hassan-nazari/profil/spieler/142860,20, 
Ali Parvin,https://www.transfermarkt.co.uk/ali-parvin/profil/spieler/142854,29, 
Khaled Gasmi,https://www.transfermarkt.co.uk/khaled-gasmi/profil/spieler/142178,24, 
Amor Jebali,https://www.transfermarkt.co.uk/amor-jebali/profil/spieler/142237,20, 
Ali Kaabi,https://www.transfermarkt.co.uk/ali-kaabi/profil/spieler/142175,23, 
Khemais Labidi,https://www.transfermarkt.co.uk/khemais-labidi/profil/spieler/142203,26, 
Gaetano Scirea,https://www.transfermarkt.co.uk/gaetano-scirea/profil/spieler/116740,24, 
Antonio Cabrini,https://www.transfermarkt.co.uk/antonio-cabrini/profil/spieler/116689,19, 
Antonello Cuccureddu,https://www.transfermarkt.co.uk/antonello-cuccureddu/profil/spieler/135785,27, 
Patrizio Sala,https://www.transfermarkt.co.uk/patrizio-sala/profil/spieler/135792,22, 
Romeo Benetti,https://www.transfermarkt.co.uk/romeo-benetti/profil/spieler/135783,31, 
Marco Tardelli,https://www.transfermarkt.co.uk/marco-tardelli/profil/spieler/116744,22, 
Paolo Rossi,https://www.transfermarkt.co.uk/paolo-rossi/profil/spieler/116757,20, 
Mauro Bellugi,https://www.transfermarkt.co.uk/mauro-bellugi/profil/spieler/135782,27, 
Aldo Maldera,https://www.transfermarkt.co.uk/aldo-maldera/profil/spieler/135787,23, 
Claudio Gentile,https://www.transfermarkt.co.uk/claudio-gentile/profil/spieler/128893,23, 
Renato Zaccarelli,https://www.transfermarkt.co.uk/renato-zaccarelli/profil/spieler/135793,26, 
Giancarlo Antognoni,https://www.transfermarkt.co.uk/giancarlo-antognoni/profil/spieler/128892,23, 
Roberto Bettega,https://www.transfermarkt.co.uk/roberto-bettega/profil/spieler/135784,26, 
Daniel Passarella,https://www.transfermarkt.co.uk/daniel-passarella/profil/spieler/116735,24, 
Alberto Tarantini,https://www.transfermarkt.co.uk/alberto-tarantini/profil/spieler/135844,21, 
Osvaldo Ardiles,https://www.transfermarkt.co.uk/osvaldo-ardiles/profil/spieler/135800,24, 
Mario Kempes,https://www.transfermarkt.co.uk/mario-kempes/profil/spieler/37264,22, 
Jorge Olguín,https://www.transfermarkt.co.uk/jorge-olguin/profil/spieler/135812,25, 
Américo Gallego,https://www.transfermarkt.co.uk/americo-gallego/profil/spieler/135810,22, 
René Houseman,https://www.transfermarkt.co.uk/rene-houseman/profil/spieler/141789,23, 
Leopoldo Luque,https://www.transfermarkt.co.uk/leopoldo-luque/profil/spieler/141861,28, 
