name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Celestine Babayaro,https://www.transfermarkt.co.uk/celestine-babayaro/profil/spieler/3153,22, ,27,-,-,4,-,-,1893,175
Ifeanyi Udeze,https://www.transfermarkt.co.uk/ifeanyi-udeze/profil/spieler/3654,20, ,22,-,-,6,1,1,1964,179
Garba Lawal,https://www.transfermarkt.co.uk/garba-lawal/profil/spieler/16820,27, ,29,6,-,1,-,-,1740,183
John Utaka,https://www.transfermarkt.co.uk/john-utaka/profil/spieler/5495,19, ,-,-,-,-,-,-,-,-
Benedict Akwuegbu,https://www.transfermarkt.co.uk/benedict-akwuegbu/profil/spieler/5007,26, ,29,7,-,3,-,-,1746,N/A
Isaac Okoronkwo,https://www.transfermarkt.co.uk/isaac-okoronkwo/profil/spieler/6176,23, ,6,-,-,-,-,-,570,183
Efe Sodje,https://www.transfermarkt.co.uk/efe-sodje/profil/spieler/41545,28, ,-,-,-,-,-,-,-,-
Taribo West,https://www.transfermarkt.co.uk/taribo-west/profil/spieler/1403,27, ,18,-,-,3,-,-,1620,N/A
Jay-Jay Okocha,https://www.transfermarkt.co.uk/jay-jay-okocha/profil/spieler/3708,27, ,23,3,-,-,-,-,1280,N/A
Nwankwo Kanu,https://www.transfermarkt.co.uk/nwankwo-kanu/profil/spieler/3133,24, ,42,5,1,1,-,-,2299,197
James Obiorah,https://www.transfermarkt.co.uk/james-obiorah/profil/spieler/2823,22, ,25,14,3,-,-,-,1638,185
Robert Kovac,https://www.transfermarkt.co.uk/robert-kovac/profil/spieler/75,27, ,42,2,2,12,1,-,3711,182
Robert Jarni,https://www.transfermarkt.co.uk/robert-jarni/profil/spieler/29556,32, ,20,1,-,6,-,-,1486,182
Davor Vugrinec,https://www.transfermarkt.co.uk/davor-vugrinec/profil/spieler/15328,26, ,38,14,7,2,-,-,3003,179
Alen Boksic,https://www.transfermarkt.co.uk/alen-boksic/profil/spieler/3571,31, ,28,12,-,3,-,-,2166,187
Josip Simunic,https://www.transfermarkt.co.uk/josip-simunic/profil/spieler/354,23, ,17,-,-,4,-,-,852,N/A
Dario Simic,https://www.transfermarkt.co.uk/dario-simic/profil/spieler/2540,25, ,24,1,-,2,-,-,1610,180
Boris Zivkovic,https://www.transfermarkt.co.uk/boris-zivkovic/profil/spieler/94,25, ,42,-,4,5,-,-,3692,N/A
Zvonimir Soldo,https://www.transfermarkt.co.uk/zvonimir-soldo/profil/spieler/610,33, ,44,3,2,8,-,-,3867,189
Robert Prosinecki,https://www.transfermarkt.co.uk/robert-prosinecki/profil/spieler/8013,32, ,23,6,-,-,-,-,1641,183
Davor Suker,https://www.transfermarkt.co.uk/davor-suker/profil/spieler/1407,33, ,12,2,-,5,-,-,609,183
Luis Marín,https://www.transfermarkt.co.uk/luis-marin/profil/spieler/35375,26, ,-,-,-,-,-,-,-,-
Wálter Centeno,https://www.transfermarkt.co.uk/walter-centeno/profil/spieler/35371,26, ,-,-,-,-,-,-,-,-
Mauricio Wright,https://www.transfermarkt.co.uk/mauricio-wright/profil/spieler/35382,30, ,1,-,-,-,-,-,120,175
Carlos Castro,https://www.transfermarkt.co.uk/carlos-castro/profil/spieler/15855,22, ,-,-,-,-,-,-,-,-
Mauricio Solís,https://www.transfermarkt.co.uk/mauricio-solis/profil/spieler/16446,28, ,-,-,-,-,-,-,-,-
Wilmer López,https://www.transfermarkt.co.uk/wilmer-lopez/profil/spieler/106622,30, ,-,-,-,-,-,-,-,-
Rolando Fonseca,https://www.transfermarkt.co.uk/rolando-fonseca/profil/spieler/38243,27, ,-,-,-,-,-,-,-,-
Rónald Gómez,https://www.transfermarkt.co.uk/ronald-gomez/profil/spieler/35372,26, ,28,11,-,6,-,-,2403,188
Fabio Cannavaro,https://www.transfermarkt.co.uk/fabio-cannavaro/profil/spieler/5775,27, ,44,-,1,7,1,-,3810,175
Mark Iuliano,https://www.transfermarkt.co.uk/mark-iuliano/profil/spieler/5750,27, ,28,-,-,8,-,-,2356,187
Christian Panucci,https://www.transfermarkt.co.uk/christian-panucci/profil/spieler/5940,28, ,24,4,-,8,-,-,1952,184
Luigi Di Biagio,https://www.transfermarkt.co.uk/luigi-di-biagio/profil/spieler/7927,30, ,43,5,1,7,-,-,3337,175
Francesco Totti,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958,24, ,35,16,3,6,-,-,2939,180
Christian Vieri,https://www.transfermarkt.co.uk/christian-vieri/profil/spieler/5797,27, ,32,19,2,4,-,-,2419,185
Paolo Maldini,https://www.transfermarkt.co.uk/paolo-maldini/profil/spieler/5803,33, ,49,1,1,7,-,-,4410,186
Alessandro Nesta,https://www.transfermarkt.co.uk/alessandro-nesta/profil/spieler/4171,25, ,39,-,-,7,-,-,3365,187
Francesco Coco,https://www.transfermarkt.co.uk/francesco-coco/profil/spieler/3508,24, ,44,4,2,4,-,-,3440,181
Gianluca Zambrotta,https://www.transfermarkt.co.uk/gianluca-zambrotta/profil/spieler/5757,24, ,29,3,1,2,-,-,1877,181
Cristiano Zanetti,https://www.transfermarkt.co.uk/cristiano-zanetti/profil/spieler/5783,24, ,30,-,-,7,1,-,1777,180
Damiano Tommasi,https://www.transfermarkt.co.uk/damiano-tommasi/profil/spieler/5951,27, ,43,3,2,3,-,1,3429,180
Rigobert Song,https://www.transfermarkt.co.uk/rigobert-song/profil/spieler/1419,25, ,22,-,1,4,-,-,1925,183
Bill Tchato,https://www.transfermarkt.co.uk/bill-tchato/profil/spieler/3004,26, ,30,-,-,5,-,-,2614,176
Samuel Eto'o,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257,20, ,23,8,3,4,-,-,1716,180
Juan Pablo Sorín,https://www.transfermarkt.co.uk/juan-pablo-sorin/profil/spieler/7925,25, ,-,-,-,-,-,-,-,-
José Antonio Chamot,https://www.transfermarkt.co.uk/jose-antonio-chamot/profil/spieler/5805,32, ,25,-,-,6,-,-,1931,186
Javier Zanetti,https://www.transfermarkt.co.uk/javier-zanetti/profil/spieler/1161,27, ,34,-,-,1,-,-,3048,178
Juan Sebastián Verón,https://www.transfermarkt.co.uk/juan-sebastian-veron/profil/spieler/3143,26, ,32,4,2,7,-,1,2651,182
Pablo Aimar,https://www.transfermarkt.co.uk/pablo-aimar/profil/spieler/3411,21, ,13,-,3,3,-,-,887,170
Gabriel Batistuta,https://www.transfermarkt.co.uk/gabriel-batistuta/profil/spieler/5959,32, ,32,21,-,3,-,-,2644,185
Diego Placente,https://www.transfermarkt.co.uk/diego-placente/profil/spieler/76,24, ,12,-,-,3,-,-,942,N/A
Ariel Ortega,https://www.transfermarkt.co.uk/ariel-ortega/profil/spieler/4147,27, ,-,-,-,-,-,-,-,-
Aaron Mokoena,https://www.transfermarkt.co.uk/aaron-mokoena/profil/spieler/4756,20, ,7,-,-,1,-,-,542,N/A
Lucas Radebe,https://www.transfermarkt.co.uk/lucas-radebe/profil/spieler/3088,32, ,30,-,-,8,1,-,2510,186
Bradley Carnell,https://www.transfermarkt.co.uk/bradley-carnell/profil/spieler/587,24, ,33,-,1,4,-,-,2653,174
MacBeth Sibaya,https://www.transfermarkt.co.uk/macbeth-sibaya/profil/spieler/15873,23, ,-,-,-,-,-,-,-,-
Sibusiso Zuma,https://www.transfermarkt.co.uk/sibusiso-zuma/profil/spieler/14921,26, ,-,-,-,-,-,-,-,-
Cyril Nzama,https://www.transfermarkt.co.uk/cyril-nzama/profil/spieler/38462,27, ,-,-,-,-,-,-,-,-
Pierre Issa,https://www.transfermarkt.co.uk/pierre-issa/profil/spieler/28950,25, ,9,-,-,1,-,-,664,195
Quinton Fortune,https://www.transfermarkt.co.uk/quinton-fortune/profil/spieler/3541,24, ,9,2,-,-,-,-,603,182
Siyabonga Nomvethe,https://www.transfermarkt.co.uk/siyabonga-nomvethe/profil/spieler/5902,23, ,-,-,-,-,-,-,-,-
Jorge Campos,https://www.transfermarkt.co.uk/jorge-campos/profil/spieler/102513,34, ,-,-,-,-,-,-,-,-
Braulio Luna,https://www.transfermarkt.co.uk/braulio-luna/profil/spieler/28100,26, ,-,-,-,-,-,-,-,-
Gabriel Caballero,https://www.transfermarkt.co.uk/gabriel-caballero/profil/spieler/52608,30, ,-,-,-,-,-,-,-,-
Ramón Morales,https://www.transfermarkt.co.uk/ramon-morales/profil/spieler/29577,25, ,-,-,-,-,-,-,-,-
Rafael Márquez,https://www.transfermarkt.co.uk/rafael-marquez/profil/spieler/2904,22, ,22,1,-,6,-,1,1739,184
Manuel Vidrio,https://www.transfermarkt.co.uk/manuel-vidrio/profil/spieler/7730,28, ,-,-,-,-,-,-,-,-
Salvador Carmona,https://www.transfermarkt.co.uk/salvador-carmona/profil/spieler/31347,25, ,-,-,-,-,-,-,-,-
Sigifredo Mercado,https://www.transfermarkt.co.uk/sigifredo-mercado/profil/spieler/106608,32, ,-,-,-,-,-,-,-,-
Gerardo Torrado,https://www.transfermarkt.co.uk/gerardo-torrado/profil/spieler/7713,22, ,37,1,-,12,-,1,2917,176
Johan Rodríguez,https://www.transfermarkt.co.uk/johan-rodriguez/profil/spieler/106609,25, ,-,-,-,-,-,-,-,-
Jesús Arellano,https://www.transfermarkt.co.uk/jesus-arellano/profil/spieler/29571,28, ,-,-,-,-,-,-,-,-
Jeff Agoos,https://www.transfermarkt.co.uk/jeff-agoos/profil/spieler/30591,33, ,5,-,1,-,-,-,450,178
John O'Brien,https://www.transfermarkt.co.uk/john-obrien/profil/spieler/4313,23, ,4,-,1,-,-,-,345,178
Claudio Reyna,https://www.transfermarkt.co.uk/claudio-reyna/profil/spieler/3475,27, ,6,-,-,-,-,-,536,175
Josh Wolff,https://www.transfermarkt.co.uk/josh-wolff/profil/spieler/26860,24, ,-,-,-,-,-,-,-,-
Earnie Stewart,https://www.transfermarkt.co.uk/earnie-stewart/profil/spieler/4463,32, ,28,8,-,1,-,-,2235,176
Gregg Berhalter,https://www.transfermarkt.co.uk/gregg-berhalter/profil/spieler/2709,27, ,-,-,-,-,-,-,-,-
Eddie Pope,https://www.transfermarkt.co.uk/eddie-pope/profil/spieler/24845,27, ,-,-,-,-,-,-,-,-
DaMarcus Beasley,https://www.transfermarkt.co.uk/damarcus-beasley/profil/spieler/20584,19, ,1,1,-,1,-,-,90,173
Frankie Hejduk,https://www.transfermarkt.co.uk/frankie-hejduk/profil/spieler/72,26, ,22,-,-,-,2,1,1745,174
Tony Sanneh,https://www.transfermarkt.co.uk/tony-sanneh/profil/spieler/352,30, ,17,-,1,-,-,-,940,N/A
Pablo Mastroeni,https://www.transfermarkt.co.uk/pablo-mastroeni/profil/spieler/26967,24, ,-,-,-,-,-,-,-,-
Eddie Lewis,https://www.transfermarkt.co.uk/eddie-lewis/profil/spieler/3484,27, ,-,-,-,-,-,-,-,-
Landon Donovan,https://www.transfermarkt.co.uk/landon-donovan/profil/spieler/68,19, ,14,7,-,-,-,1,1126,173
Brian McBride,https://www.transfermarkt.co.uk/brian-mcbride/profil/spieler/3469,29, ,-,-,-,-,-,-,-,-
Tae-Young Kim,https://www.transfermarkt.co.uk/tae-young-kim/profil/spieler/102856,30, ,-,-,-,-,-,-,-,-
Gonzalo Sorondo,https://www.transfermarkt.co.uk/gonzalo-sorondo/profil/spieler/13488,21, ,-,-,-,-,-,-,-,-
Pablo García,https://www.transfermarkt.co.uk/pablo-garcia/profil/spieler/7737,24, ,6,-,-,-,-,-,351,186
Gustavo Varela,https://www.transfermarkt.co.uk/gustavo-varela/profil/spieler/2704,23, ,-,-,-,-,-,-,-,-
Sebastián Abreu,https://www.transfermarkt.co.uk/sebastian-abreu/profil/spieler/53817,24, ,-,-,-,-,-,-,-,-
Paolo Montero,https://www.transfermarkt.co.uk/paolo-montero/profil/spieler/5747,29, ,23,-,-,2,-,-,1853,179
Darío Rodríguez,https://www.transfermarkt.co.uk/dario-rodriguez/profil/spieler/2699,26, ,-,-,-,-,-,-,-,-
Gustavo Méndez,https://www.transfermarkt.co.uk/gustavo-mendez/profil/spieler/130289,30, ,11,-,-,2,-,1,728,185
Gianni Guigou,https://www.transfermarkt.co.uk/gianni-guigou/profil/spieler/5954,26, ,24,2,1,1,-,1,1048,178
Rui Jorge,https://www.transfermarkt.co.uk/rui-jorge/profil/spieler/13820,28, ,4,-,-,1,-,-,273,171
Fernando Couto,https://www.transfermarkt.co.uk/fernando-couto/profil/spieler/5831,31, ,30,-,-,4,1,1,2550,184
Petit,https://www.transfermarkt.co.uk/petit/profil/spieler/13917,24, ,2,-,-,-,-,-,180,178
Rui Costa,https://www.transfermarkt.co.uk/rui-costa/profil/spieler/3624,29, ,40,8,7,4,-,-,3522,180
Marlon Ayoví,https://www.transfermarkt.co.uk/marlon-ayovi/profil/spieler/37368,29, ,-,-,-,-,-,-,-,-
Alfonso Obregón,https://www.transfermarkt.co.uk/alfonso-obregon/profil/spieler/73633,29, ,-,-,-,-,-,-,-,-
Agustín Delgado,https://www.transfermarkt.co.uk/agustin-delgado/profil/spieler/3849,26, ,-,-,-,-,-,-,-,-
Iván Hurtado,https://www.transfermarkt.co.uk/ivan-hurtado/profil/spieler/15639,26, ,-,-,-,-,-,-,-,-
Edwin Tenorio,https://www.transfermarkt.co.uk/edwin-tenorio/profil/spieler/37383,25, ,-,-,-,-,-,-,-,-
Mohammed Noor,https://www.transfermarkt.co.uk/mohammed-noor/profil/spieler/25688,23, ,-,-,-,-,-,-,-,-
Marcel Desailly,https://www.transfermarkt.co.uk/marcel-desailly/profil/spieler/3154,32, ,38,2,-,9,-,-,3389,188
Lilian Thuram,https://www.transfermarkt.co.uk/lilian-thuram/profil/spieler/3521,29, ,45,-,-,2,-,-,3917,182
Vincent Candela,https://www.transfermarkt.co.uk/vincent-candela/profil/spieler/5939,27, ,40,3,4,2,-,1,3569,180
Patrick Vieira,https://www.transfermarkt.co.uk/patrick-vieira/profil/spieler/3183,25, ,48,7,-,9,1,1,4072,193
Emmanuel Petit,https://www.transfermarkt.co.uk/emmanuel-petit/profil/spieler/3166,30, ,38,1,-,5,-,-,2351,185
Youri Djorkaeff,https://www.transfermarkt.co.uk/youri-djorkaeff/profil/spieler/4,33, ,35,5,7,5,-,-,2762,N/A
Johan Micoud,https://www.transfermarkt.co.uk/johan-micoud/profil/spieler/2713,27, ,39,7,2,3,-,-,2686,N/A
Thierry Henry,https://www.transfermarkt.co.uk/thierry-henry/profil/spieler/3207,23, ,53,22,2,8,-,-,4067,188
Fabien Barthez,https://www.transfermarkt.co.uk/fabien-barthez/profil/spieler/3289,30, ,,,,,,,,
Frank Leboeuf,https://www.transfermarkt.co.uk/frank-leboeuf/profil/spieler/5314,33, ,29,-,-,6,-,-,2330,183
Bixente Lizarazu,https://www.transfermarkt.co.uk/bixente-lizarazu/profil/spieler/210,31, ,26,-,4,7,1,-,2008,169
Christophe Dugarry,https://www.transfermarkt.co.uk/christophe-dugarry/profil/spieler/3237,29, ,32,8,-,7,2,-,2525,188
Tomasz Klos,https://www.transfermarkt.co.uk/tomasz-klos/profil/spieler/705,28, ,31,3,-,4,1,-,2550,N/A
Michal Zewlakow,https://www.transfermarkt.co.uk/michal-zewlakow/profil/spieler/9613,25, ,29,1,-,5,-,-,2400,182
Arkadiusz Glowacki,https://www.transfermarkt.co.uk/arkadiusz-glowacki/profil/spieler/14896,22, ,21,-,-,7,1,-,1553,186
Jacek Bak,https://www.transfermarkt.co.uk/jacek-bak/profil/spieler/5472,28, ,8,-,-,-,-,-,249,190
Jacek Krzynowek,https://www.transfermarkt.co.uk/jacek-krzynowek/profil/spieler/765,25, ,36,6,5,-,-,-,3043,N/A
Emmanuel Olisadebe,https://www.transfermarkt.co.uk/emmanuel-olisadebe/profil/spieler/4149,22, ,15,5,1,1,-,-,1274,180
Maciej Zurawski,https://www.transfermarkt.co.uk/maciej-zurawski/profil/spieler/14922,24, ,31,8,-,1,-,-,2337,182
Jacek Zielinski,https://www.transfermarkt.co.uk/jacek-zielinski/profil/spieler/15237,33, ,20,1,-,4,-,1,1786,184
Tomasz Hajto,https://www.transfermarkt.co.uk/tomasz-hajto/profil/spieler/368,28, ,38,-,3,11,-,-,3424,189
Tomasz Waldoch,https://www.transfermarkt.co.uk/tomasz-waldoch/profil/spieler/285,30, ,33,5,-,5,-,-,2939,187
Piotr Swierczewski,https://www.transfermarkt.co.uk/piotr-swierczewski/profil/spieler/3694,29, ,35,3,-,9,-,-,2680,182
Maciej Murawski,https://www.transfermarkt.co.uk/maciej-murawski/profil/spieler/1592,27, ,28,-,-,5,1,-,2511,N/A
Thomas Linke,https://www.transfermarkt.co.uk/thomas-linke/profil/spieler/209,31, ,44,1,2,8,-,-,3699,N/A
Dietmar Hamann,https://www.transfermarkt.co.uk/dietmar-hamann/profil/spieler/919,27, ,52,2,-,9,-,-,4154,N/A
Jens Jeremies,https://www.transfermarkt.co.uk/jens-jeremies/profil/spieler/204,27, ,35,4,1,14,-,-,2749,N/A
Bernd Schneider,https://www.transfermarkt.co.uk/bernd-schneider/profil/spieler/90,27, ,41,3,1,4,-,-,2055,N/A
Marco Bode,https://www.transfermarkt.co.uk/marco-bode/profil/spieler/520,31, ,34,7,6,3,-,-,2956,189
Christoph Metzelder,https://www.transfermarkt.co.uk/christoph-metzelder/profil/spieler/123,20, ,21,-,-,2,-,-,1533,194
Christoph Metzelder,https://www.transfermarkt.co.uk/christoph-metzelder/profil/spieler/123,20, ,21,-,-,2,-,-,1533,194
Marko Rehmer,https://www.transfermarkt.co.uk/marko-rehmer/profil/spieler/349,29, ,30,2,3,2,-,-,2488,N/A
Carsten Ramelow,https://www.transfermarkt.co.uk/carsten-ramelow/profil/spieler/86,27, ,42,5,3,13,-,-,3703,186
Sebastian Kehl,https://www.transfermarkt.co.uk/sebastian-kehl/profil/spieler/410,21, ,27,4,10,8,1,-,2416,187
Sebastian Kehl,https://www.transfermarkt.co.uk/sebastian-kehl/profil/spieler/410,21, ,27,4,10,8,1,-,2416,187
Torsten Frings,https://www.transfermarkt.co.uk/torsten-frings/profil/spieler/528,24, ,37,1,3,16,-,-,3112,182
Michael Ballack,https://www.transfermarkt.co.uk/michael-ballack/profil/spieler/63,24, ,35,9,9,11,1,-,3007,N/A
Christian Ziege,https://www.transfermarkt.co.uk/christian-ziege/profil/spieler/916,29, ,32,2,2,5,-,-,1845,186
Miroslav Klose,https://www.transfermarkt.co.uk/miroslav-klose/profil/spieler/10,23, ,59,27,5,6,-,1,4242,184
Gary Breen,https://www.transfermarkt.co.uk/gary-breen/profil/spieler/3874,27, ,32,1,1,9,-,-,2715,185
Steve Staunton,https://www.transfermarkt.co.uk/steve-staunton/profil/spieler/3839,32, ,17,-,-,-,-,-,1252,183
Steve Finnan,https://www.transfermarkt.co.uk/steve-finnan/profil/spieler/4038,25, ,2,-,-,-,-,-,210,183
Mark Kinsella,https://www.transfermarkt.co.uk/mark-kinsella/profil/spieler/4064,28, ,32,2,-,4,-,-,2488,175
Matt Holland,https://www.transfermarkt.co.uk/matt-holland/profil/spieler/3102,27, ,38,3,-,-,-,-,3379,175
Jason McAteer,https://www.transfermarkt.co.uk/jason-mcateer/profil/spieler/3710,30, ,1,-,-,1,-,-,90,175
Kevin Kilbane,https://www.transfermarkt.co.uk/kevin-kilbane/profil/spieler/4135,24, ,30,4,-,2,-,1,2348,183
Robbie Keane,https://www.transfermarkt.co.uk/robbie-keane/profil/spieler/3144,20, ,32,11,-,3,-,-,1844,175
Ian Harte,https://www.transfermarkt.co.uk/ian-harte/profil/spieler/3634,23, ,47,11,1,3,-,-,4230,175
Gary Kelly,https://www.transfermarkt.co.uk/gary-kelly/profil/spieler/3631,26, ,37,-,1,1,-,-,3133,173
Christoph Metzelder,https://www.transfermarkt.co.uk/christoph-metzelder/profil/spieler/123,"Nov 5, 1980 (20)", ,21,-,-,2,-,-,1533,194
Christoph Metzelder,https://www.transfermarkt.co.uk/christoph-metzelder/profil/spieler/123,"Nov 5, 1980 (20)", ,21,-,-,2,-,-,1533,194
Sebastian Kehl,https://www.transfermarkt.co.uk/sebastian-kehl/profil/spieler/410,"Feb 13, 1980 (21)", ,27,4,10,8,1,-,2416,187
Sebastian Kehl,https://www.transfermarkt.co.uk/sebastian-kehl/profil/spieler/410,"Feb 13, 1980 (21)", ,27,4,10,8,1,-,2416,187
Martin Laursen,https://www.transfermarkt.co.uk/martin-laursen/profil/spieler/3503,23, ,34,1,-,5,1,-,2951,190
Jan Heintze,https://www.transfermarkt.co.uk/jan-heintze/profil/spieler/1539,37, ,40,-,2,3,-,-,3273,N/A
Thomas Helveg,https://www.transfermarkt.co.uk/thomas-helveg/profil/spieler/5802,30, ,42,1,-,10,-,-,3064,N/A
Thomas Gravesen,https://www.transfermarkt.co.uk/thomas-gravesen/profil/spieler/301,25, ,32,2,-,7,-,1,2634,N/A
Ebbe Sand,https://www.transfermarkt.co.uk/ebbe-sand/profil/spieler/279,28, ,39,26,10,3,-,-,3368,183
Niclas Jensen,https://www.transfermarkt.co.uk/niclas-jensen/profil/spieler/3809,26, ,-,-,-,-,-,-,-,-
Stig Töfting,https://www.transfermarkt.co.uk/stig-tofting/profil/spieler/324,31, ,39,2,4,9,-,-,3011,N/A
Christian Poulsen,https://www.transfermarkt.co.uk/christian-poulsen/profil/spieler/1443,21, ,-,-,-,-,-,-,-,-
Jon Dahl Tomasson,https://www.transfermarkt.co.uk/jon-dahl-tomasson/profil/spieler/4169,24, ,39,16,3,2,-,-,3251,182
Lamine Diatta,https://www.transfermarkt.co.uk/lamine-diatta/profil/spieler/3907,25, ,25,2,-,1,-,-,1779,184
Ferdinand Coly,https://www.transfermarkt.co.uk/ferdinand-coly/profil/spieler/3794,27, ,32,1,-,7,-,-,2279,181
Papa Bouba Diop,https://www.transfermarkt.co.uk/papa-bouba-diop/profil/spieler/5485,23, ,21,5,-,6,-,-,1850,194
Pape Thiaw,https://www.transfermarkt.co.uk/pape-thiaw/profil/spieler/3919,20, ,21,7,-,5,-,-,1009,187
El-Hadji Diouf,https://www.transfermarkt.co.uk/el-hadji-diouf/profil/spieler/3604,20, ,32,9,-,11,1,-,2074,180
Omar Daf,https://www.transfermarkt.co.uk/omar-daf/profil/spieler/3913,24, ,35,-,-,8,-,-,2935,177
Pape Sarr,https://www.transfermarkt.co.uk/pape-sarr/profil/spieler/3906,23, ,28,5,-,4,-,-,2161,180
Khalilou Fadiga,https://www.transfermarkt.co.uk/khalilou-fadiga/profil/spieler/3887,26, ,28,7,-,3,-,-,1928,183
Moussa N'Diaye,https://www.transfermarkt.co.uk/moussa-ndiaye/profil/spieler/17690,22, ,32,8,-,6,-,-,2296,180
Fernando Hierro,https://www.transfermarkt.co.uk/fernando-hierro/profil/spieler/7513,33, ,43,6,1,15,1,-,3517,187
Carles Puyol,https://www.transfermarkt.co.uk/carles-puyol/profil/spieler/7594,23, ,24,-,-,5,-,-,2004,178
David Albelda,https://www.transfermarkt.co.uk/david-albelda/profil/spieler/7575,23, ,30,-,-,7,-,-,1987,182
Xavi,https://www.transfermarkt.co.uk/xavi/profil/spieler/7607,21, ,36,2,6,1,-,-,2245,170
Diego Tristán,https://www.transfermarkt.co.uk/diego-tristan/profil/spieler/7504,25, ,37,20,1,4,-,-,2087,184
Curro Torres,https://www.transfermarkt.co.uk/curro-torres/profil/spieler/7567,24, ,39,2,-,15,-,1,3484,180
Gaizka Mendieta,https://www.transfermarkt.co.uk/gaizka-mendieta/profil/spieler/7603,27, ,41,11,7,10,-,-,3575,175
Juan Carlos Valerón,https://www.transfermarkt.co.uk/juan-carlos-valeron/profil/spieler/7501,26, ,32,4,2,1,-,-,1801,186
Teddy Lucic,https://www.transfermarkt.co.uk/teddy-lucic/profil/spieler/3734,28, ,4,-,-,-,-,-,372,180
Tobias Linderoth,https://www.transfermarkt.co.uk/tobias-linderoth/profil/spieler/3586,22, ,21,2,1,7,-,1,1890,178
Magnus Svensson,https://www.transfermarkt.co.uk/magnus-svensson/profil/spieler/15352,32, ,2,-,-,-,-,-,180,172
Marcus Allbäck,https://www.transfermarkt.co.uk/marcus-allback/profil/spieler/3267,27, ,18,10,-,-,-,-,1476,N/A
Olof Mellberg,https://www.transfermarkt.co.uk/olof-mellberg/profil/spieler/3098,23, ,41,-,-,6,-,-,3562,187
Andreas Jakobsson,https://www.transfermarkt.co.uk/andreas-jakobsson/profil/spieler/254,28, ,35,1,-,2,1,-,3097,N/A
Anders Svensson,https://www.transfermarkt.co.uk/anders-svensson/profil/spieler/3688,24, ,-,-,-,-,-,-,-,-
Niclas Alexandersson,https://www.transfermarkt.co.uk/niclas-alexandersson/profil/spieler/3265,29, ,20,2,-,2,-,-,1337,181
Emre Asik,https://www.transfermarkt.co.uk/emre-asik/profil/spieler/3379,27, ,24,1,-,3,-,-,1382,183
Fatih Akyel,https://www.transfermarkt.co.uk/fatih-akyel/profil/spieler/6857,23, ,39,-,4,9,-,-,3116,180
Tugay Kerimoglu,https://www.transfermarkt.co.uk/tugay-kerimoglu/profil/spieler/3703,30, ,6,-,-,2,-,-,469,176
Naoki Matsuda,https://www.transfermarkt.co.uk/naoki-matsuda/profil/spieler/27515,24, ,-,-,-,-,-,-,-,-
