name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Maurice Malpas,https://www.transfermarkt.co.uk/maurice-malpas/profil/spieler/101125,22, ,3,-,-,-,-,-,270,173
Graeme Souness,https://www.transfermarkt.co.uk/graeme-souness/profil/spieler/116155,32, ,40,6,-,-,-,-,3599,N/A
David Narey,https://www.transfermarkt.co.uk/david-narey/profil/spieler/116151,29, ,4,-,-,-,-,-,360,191
Roy Aitken,https://www.transfermarkt.co.uk/roy-aitken/profil/spieler/116142,26, ,2,-,-,-,-,-,180,183
Arthur Albiston,https://www.transfermarkt.co.uk/arthur-albiston/profil/spieler/116143,27, ,18,-,-,-,-,-,1710,170
Paul McStay,https://www.transfermarkt.co.uk/paul-mcstay/profil/spieler/101127,20, ,2,-,-,-,-,-,180,178
Gordon Strachan,https://www.transfermarkt.co.uk/gordon-strachan/profil/spieler/116156,28, ,19,3,1,2,-,-,1830,168
Paul Sturrock,https://www.transfermarkt.co.uk/paul-sturrock/profil/spieler/116157,28, ,4,1,-,-,-,-,339,172
Abdelmajid Dolmy,https://www.transfermarkt.co.uk/abdelmajid-dolmy/profil/spieler/117203,32, ,-,-,-,-,-,-,-,-
Labd Khalifa,https://www.transfermarkt.co.uk/labd-khalifa/profil/spieler/117210,30, ,-,-,-,-,-,-,-,-
Lahcen Ouadani,https://www.transfermarkt.co.uk/lahcen-ouadani/profil/spieler/117214,25, ,-,-,-,-,-,-,-,-
Abderrazak Khairi,https://www.transfermarkt.co.uk/abderrazak-khairi/profil/spieler/117209,22, ,-,-,-,-,-,-,-,-
Mustapha El Haddaoui,https://www.transfermarkt.co.uk/mustapha-el-haddaoui/profil/spieler/101891,23, ,-,-,-,-,-,-,-,-
Mustapha Merry,https://www.transfermarkt.co.uk/mustapha-merry/profil/spieler/117213,27, ,-,-,-,-,-,-,-,-
Antonio Maceda,https://www.transfermarkt.co.uk/antonio-maceda/profil/spieler/117604,28, ,6,-,-,-,-,-,540,N/A
Rafael Gordillo,https://www.transfermarkt.co.uk/rafael-gordillo/profil/spieler/117603,28, ,10,-,-,-,-,-,900,180
Víctor Muñoz,https://www.transfermarkt.co.uk/victor-munoz/profil/spieler/117605,28, ,13,-,-,2,-,1,1031,N/A
Emilio Butragueño,https://www.transfermarkt.co.uk/emilio-butragueno/profil/spieler/117598,22, ,22,6,-,1,-,-,1677,168
José Antonio Camacho,https://www.transfermarkt.co.uk/jose-antonio-camacho/profil/spieler/88978,30, ,23,-,-,1,-,-,2070,174
Ricardo Gallego,https://www.transfermarkt.co.uk/ricardo-gallego/profil/spieler/117601,26, ,20,1,-,4,-,-,1537,178
Julio Salinas,https://www.transfermarkt.co.uk/julio-salinas/profil/spieler/8141,23, ,29,9,-,2,-,-,2259,188
Imre Garaba,https://www.transfermarkt.co.uk/imre-garaba/profil/spieler/117409,26, ,2,-,-,-,-,-,180,185
Antal Nagy,https://www.transfermarkt.co.uk/antal-nagy/profil/spieler/117418,28, ,1,-,-,-,-,-,90,187
Hugo Broos,https://www.transfermarkt.co.uk/hugo-broos/profil/spieler/118146,33, ,4,-,-,-,-,-,360,186
Michel Renquin,https://www.transfermarkt.co.uk/michel-renquin/profil/spieler/118164,29, ,-,-,-,-,-,-,-,-
René Vandereycken,https://www.transfermarkt.co.uk/rene-vandereycken/profil/spieler/107174,31, ,4,-,-,-,-,-,360,N/A
Raymond Mommens,https://www.transfermarkt.co.uk/raymond-mommens/profil/spieler/118159,26, ,-,-,-,-,-,-,-,-
Patrick Vervoort,https://www.transfermarkt.co.uk/patrick-vervoort/profil/spieler/118169,20, ,-,-,-,-,-,-,-,-
Jan Ceulemans,https://www.transfermarkt.co.uk/jan-ceulemans/profil/spieler/118147,28, ,3,1,-,-,-,-,225,188
Michel De Wolf,https://www.transfermarkt.co.uk/michel-de-wolf/profil/spieler/101749,27, ,-,-,-,-,-,-,-,-
Frank Vercauteren,https://www.transfermarkt.co.uk/frank-vercauteren/profil/spieler/118168,28, ,6,2,-,-,-,-,540,175
Enzo Scifo,https://www.transfermarkt.co.uk/enzo-scifo/profil/spieler/15547,19, ,6,1,-,-,-,-,523,179
Nico Claesen,https://www.transfermarkt.co.uk/nico-claesen/profil/spieler/97099,22, ,26,11,-,4,-,1,2227,171
Erwin Vandenbergh,https://www.transfermarkt.co.uk/erwin-vandenbergh/profil/spieler/118167,26, ,3,3,-,-,-,-,249,184
Sócrates,https://www.transfermarkt.co.uk/socrates/profil/spieler/117633,31, ,31,8,-,-,-,-,2633,193
