name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Chris Smalling,https://www.transfermarkt.co.uk/chris-smalling/profil/spieler/103427,23,£12.60m  ,23,-,-,2,-,-,1724,194
Leighton Baines,https://www.transfermarkt.co.uk/leighton-baines/profil/spieler/13507,28,£19.80m  ,44,7,8,4,-,-,3888,170
Jack Wilshere,https://www.transfermarkt.co.uk/jack-wilshere/profil/spieler/74223,21,£25.20m  ,36,2,7,4,1,-,2533,172
Steven Gerrard,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109,33,£10.35m  ,46,11,12,5,-,-,3925,183
Frank Lampard,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163,35,£3.60m  ,50,17,8,4,-,-,3462,184
Ross Barkley,https://www.transfermarkt.co.uk/ross-barkley/profil/spieler/131978,19,£4.05m  ,37,7,1,4,-,1,2658,186
Danny Welbeck,https://www.transfermarkt.co.uk/danny-welbeck/profil/spieler/67063,22,£15.30m  ,40,2,5,1,-,-,2162,183
Phil Jones,https://www.transfermarkt.co.uk/phil-jones/profil/spieler/117996,21,£15.30m  ,24,-,2,4,-,-,1788,185
Phil Jagielka,https://www.transfermarkt.co.uk/phil-jagielka/profil/spieler/13520,30,£9.90m  ,41,3,2,1,-,-,3560,180
Luke Shaw,https://www.transfermarkt.co.uk/luke-shaw/profil/spieler/183288,17,£4.05m  ,31,-,1,2,-,-,2424,181
Glen Johnson,https://www.transfermarkt.co.uk/glen-johnson/profil/spieler/3881,28,£10.80m  ,43,2,5,7,-,-,3767,182
Jordan Henderson,https://www.transfermarkt.co.uk/jordan-henderson/profil/spieler/61651,23,£9.45m  ,44,6,5,4,-,-,2642,187
Adam Lallana,https://www.transfermarkt.co.uk/adam-lallana/profil/spieler/43530,25,£4.95m  ,30,3,6,2,-,-,2238,172
Raheem Sterling,https://www.transfermarkt.co.uk/raheem-sterling/profil/spieler/134425,18,£10.35m  ,38,3,6,3,-,-,2385,170
Wayne Rooney,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,27,£58.50m  ,37,16,14,7,-,-,2825,176
Daniel Sturridge,https://www.transfermarkt.co.uk/daniel-sturridge/profil/spieler/47082,23,£13.50m  ,28,13,6,3,-,-,1530,180
Joseph Yobo,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270,32,£3.15m  ,34,-,-,1,-,-,3055,188
Kenneth Omeruo,https://www.transfermarkt.co.uk/kenneth-omeruo/profil/spieler/131708,19,£900k  ,29,-,2,7,-,-,2439,185
Godfrey Oboabona,https://www.transfermarkt.co.uk/godfrey-oboabona/profil/spieler/217656,22,£270k  ,-,-,-,-,-,-,-,-
Juwon Oshaniwa,https://www.transfermarkt.co.uk/juwon-oshaniwa/profil/spieler/223431,22,£45k  ,19,-,-,5,-,-,1520,184
Ogenyi Onazi,https://www.transfermarkt.co.uk/ogenyi-onazi/profil/spieler/131709,20,£4.05m  ,28,2,1,1,1,-,1697,173
Ramon Azeez,https://www.transfermarkt.co.uk/ramon-azeez/profil/spieler/131667,20,£90k  ,15,2,-,4,-,-,1116,169
Victor Moses,https://www.transfermarkt.co.uk/victor-moses/profil/spieler/59866,22,£13.50m  ,44,10,5,-,-,-,2479,177
Efe Ambrose,https://www.transfermarkt.co.uk/efe-ambrose/profil/spieler/81831,24,£1.35m  ,42,3,3,4,-,-,3366,190
Emmanuel Emenike,https://www.transfermarkt.co.uk/emmanuel-emenike/profil/spieler/120630,26,£10.80m  ,23,8,3,5,-,-,1584,182
Ahmed Musa,https://www.transfermarkt.co.uk/ahmed-musa/profil/spieler/168337,20,£8.10m  ,35,15,7,3,-,-,2998,170
Dejan Lovren,https://www.transfermarkt.co.uk/dejan-lovren/profil/spieler/37838,23,£6.30m  ,24,1,1,4,1,2,2019,188
Danijel Pranjic,https://www.transfermarkt.co.uk/danijel-pranjic/profil/spieler/25617,31,£1.35m  ,28,-,1,2,-,-,1689,172
Darijo Srna,https://www.transfermarkt.co.uk/darijo-srna/profil/spieler/14942,31,£9.00m  ,40,4,18,10,-,-,3505,182
Ivan Rakitic,https://www.transfermarkt.co.uk/ivan-rakitic/profil/spieler/32467,25,£13.50m  ,42,11,14,9,2,-,3519,184
Mario Mandzukic,https://www.transfermarkt.co.uk/mario-mandzukic/profil/spieler/34572,27,£20.70m  ,40,22,4,9,-,-,2857,190
Ivica Olic,https://www.transfermarkt.co.uk/ivica-olic/profil/spieler/7427,33,£2.70m  ,37,13,8,4,-,-,2810,182
Vedran Corluka,https://www.transfermarkt.co.uk/vedran-corluka/profil/spieler/34393,27,£7.20m  ,28,1,2,8,-,-,2493,192
Sime Vrsaljko,https://www.transfermarkt.co.uk/sime-vrsaljko/profil/spieler/76061,21,£4.50m  ,32,-,4,4,-,-,2711,181
Luka Modric,https://www.transfermarkt.co.uk/luka-modric/profil/spieler/27992,27,£31.50m  ,53,4,9,10,-,-,3283,172
Mateo Kovacic,https://www.transfermarkt.co.uk/mateo-kovacic/profil/spieler/51471,19,£13.50m  ,37,1,6,4,-,-,2851,178
Sammir,https://www.transfermarkt.co.uk/sammir/profil/spieler/45710,26,£5.40m  ,39,13,10,5,-,-,3131,178
Nikica Jelavic,https://www.transfermarkt.co.uk/nikica-jelavic/profil/spieler/25742,27,£8.10m  ,43,8,2,4,-,-,2885,188
Giancarlo González,https://www.transfermarkt.co.uk/giancarlo-gonzalez/profil/spieler/111893,25,£540k  ,29,2,-,2,1,-,2125,186
Michael Umaña,https://www.transfermarkt.co.uk/michael-umana/profil/spieler/35380,30,£270k  ,14,2,1,1,-,-,1170,178
Júnior Díaz,https://www.transfermarkt.co.uk/junior-diaz/profil/spieler/35383,29,£900k  ,21,1,3,3,-,-,1498,185
Cristian Gamboa,https://www.transfermarkt.co.uk/cristian-gamboa/profil/spieler/121686,23,£540k  ,37,-,-,3,1,-,3137,175
Christian Bolaños,https://www.transfermarkt.co.uk/christian-bolanos/profil/spieler/38163,29,£1.58m  ,32,4,5,1,-,-,2395,178
Óscar Duarte,https://www.transfermarkt.co.uk/oscar-duarte/profil/spieler/175323,24,£1.35m  ,33,5,-,4,-,2,2804,186
Roy Miller,https://www.transfermarkt.co.uk/roy-miller/profil/spieler/36454,28,£450k  ,18,-,1,2,-,-,1458,187
Yeltsin Tejeda,https://www.transfermarkt.co.uk/yeltsin-tejeda/profil/spieler/194218,21,£428k  ,36,2,1,4,1,-,3065,179
Celso Borges,https://www.transfermarkt.co.uk/celso-borges/profil/spieler/81532,25,£1.35m  ,37,9,3,4,-,-,3238,187
Joel Campbell,https://www.transfermarkt.co.uk/joel-campbell/profil/spieler/131248,21,£2.25m  ,33,2,3,7,1,-,1889,178
Randall Brenes,https://www.transfermarkt.co.uk/randall-brenes/profil/spieler/36428,29,£225k  ,29,4,3,2,-,-,1765,175
Muhamed Besic,https://www.transfermarkt.co.uk/muhamed-besic/profil/spieler/93905,20,£630k  ,23,1,-,5,1,-,1841,180
Giorgio Chiellini,https://www.transfermarkt.co.uk/giorgio-chiellini/profil/spieler/29260,28,£25.65m  ,32,1,2,9,-,-,2738,187
Andrea Barzagli,https://www.transfermarkt.co.uk/andrea-barzagli/profil/spieler/7109,32,£10.80m  ,48,-,1,5,-,-,4277,187
Gabriel Paletta,https://www.transfermarkt.co.uk/gabriel-paletta/profil/spieler/30767,27,£7.20m  ,36,1,1,8,-,-,3208,190
Mattia De Sciglio,https://www.transfermarkt.co.uk/mattia-de-sciglio/profil/spieler/88682,20,£10.80m  ,33,-,3,3,-,-,2790,183
Daniele De Rossi,https://www.transfermarkt.co.uk/daniele-de-rossi/profil/spieler/5947,29,£18.00m  ,29,-,5,6,-,1,2143,185
Andrea Pirlo,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817,34,£9.00m  ,45,5,11,8,-,-,3922,177
Claudio Marchisio,https://www.transfermarkt.co.uk/claudio-marchisio/profil/spieler/44716,27,£27.90m  ,40,8,9,8,-,-,3400,180
Ciro Immobile,https://www.transfermarkt.co.uk/ciro-immobile/profil/spieler/105521,23,£6.30m  ,34,5,3,5,-,-,2064,185
Leonardo Bonucci,https://www.transfermarkt.co.uk/leonardo-bonucci/profil/spieler/39983,26,£18.00m  ,48,1,-,14,-,-,4323,190
Ignazio Abate,https://www.transfermarkt.co.uk/ignazio-abate/profil/spieler/16631,26,£9.90m  ,33,-,3,2,-,-,2777,180
Matteo Darmian,https://www.transfermarkt.co.uk/matteo-darmian/profil/spieler/54906,23,£2.16m  ,32,-,2,9,1,-,2870,183
Thiago Motta,https://www.transfermarkt.co.uk/thiago-motta/profil/spieler/7602,30,£8.10m  ,15,1,2,4,-,2,1163,187
Marco Verratti,https://www.transfermarkt.co.uk/marco-verratti/profil/spieler/102558,20,£13.50m  ,39,-,4,13,1,-,2566,165
Antonio Candreva,https://www.transfermarkt.co.uk/antonio-candreva/profil/spieler/25488,26,£9.00m  ,49,7,13,6,-,1,3696,181
Marcos Rojo,https://www.transfermarkt.co.uk/marcos-rojo/profil/spieler/93176,23,£4.50m  ,33,1,1,10,2,-,2934,186
Federico Fernández,https://www.transfermarkt.co.uk/federico-fernandez/profil/spieler/85475,24,£2.70m  ,23,1,1,9,-,1,1859,190
Pablo Zabaleta,https://www.transfermarkt.co.uk/pablo-zabaleta/profil/spieler/20007,28,£14.40m  ,42,3,2,9,1,-,3582,176
Javier Mascherano,https://www.transfermarkt.co.uk/javier-mascherano/profil/spieler/19981,29,£18.00m  ,41,-,1,9,1,-,3264,174
Fernando Gago,https://www.transfermarkt.co.uk/fernando-gago/profil/spieler/38954,27,£3.60m  ,25,1,1,5,-,-,1747,177
Enzo Pérez,https://www.transfermarkt.co.uk/enzo-perez/profil/spieler/56066,27,£6.75m  ,47,4,7,10,1,-,3447,179
Maxi Rodríguez,https://www.transfermarkt.co.uk/maxi-rodriguez/profil/spieler/7895,32,£1.62m  ,38,8,3,5,-,-,3146,173
Ángel Di María,https://www.transfermarkt.co.uk/angel-di-maria/profil/spieler/45320,25,£30.60m  ,52,9,18,5,1,1,3190,180
Ezequiel Lavezzi,https://www.transfermarkt.co.uk/ezequiel-lavezzi/profil/spieler/50570,28,£23.40m  ,42,11,8,6,-,1,2987,173
Gonzalo Higuaín,https://www.transfermarkt.co.uk/gonzalo-higuain/profil/spieler/39153,25,£27.00m  ,44,18,9,4,1,-,2499,184
Ezequiel Garay,https://www.transfermarkt.co.uk/ezequiel-garay/profil/spieler/35939,26,£15.75m  ,46,2,-,4,-,-,4128,188
Hugo Campagnaro,https://www.transfermarkt.co.uk/hugo-campagnaro/profil/spieler/21782,33,£3.78m  ,31,1,1,9,-,-,2712,181
Martín Demichelis,https://www.transfermarkt.co.uk/martin-demichelis/profil/spieler/2963,32,£2.70m  ,45,5,-,14,1,1,3836,184
Lucas Biglia,https://www.transfermarkt.co.uk/lucas-biglia/profil/spieler/26721,27,£7.20m  ,51,5,9,5,1,-,4507,178
Lionel Messi,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003,26,£108.00m  ,50,60,18,2,-,-,4070,170
Sergio Agüero,https://www.transfermarkt.co.uk/sergio-aguero/profil/spieler/26399,25,£40.50m  ,40,17,5,2,-,-,2716,173
Nicolas N'Koulou,https://www.transfermarkt.co.uk/nicolas-nkoulou/profil/spieler/60577,23,£11.70m  ,48,1,-,6,-,-,4297,184
Cedric Djeugoue,https://www.transfermarkt.co.uk/cedric-djeugoue/profil/spieler/318023,20, ,-,-,-,-,-,-,-,-
Henri Bedimo,https://www.transfermarkt.co.uk/henri-bedimo/profil/spieler/6803,29,£3.15m  ,42,-,2,9,-,-,3618,180
Allan Nyom,https://www.transfermarkt.co.uk/allan-nyom/profil/spieler/111508,25,£4.50m  ,36,-,2,10,-,-,3039,189
Eyong Enoh,https://www.transfermarkt.co.uk/eyong-enoh/profil/spieler/47344,27,£1.80m  ,21,-,-,5,-,1,1228,173
Benjamin Moukandjo,https://www.transfermarkt.co.uk/benjamin-moukandjo/profil/spieler/59957,24,£1.80m  ,39,9,2,7,1,-,2510,180
Aurélien Chedjou,https://www.transfermarkt.co.uk/aurelien-chedjou/profil/spieler/45624,28,£10.80m  ,46,4,1,5,-,-,4125,184
Benoît Assou-Ekotto,https://www.transfermarkt.co.uk/benoit-assou-ekotto/profil/spieler/18310,29,£11.25m  ,22,1,-,3,-,-,1688,178
Alex Song,https://www.transfermarkt.co.uk/alex-song/profil/spieler/27394,25,£16.20m  ,34,1,1,5,-,-,2393,185
Landry N'Guemo,https://www.transfermarkt.co.uk/landry-nguemo/profil/spieler/34372,27,£1.80m  ,19,-,-,4,-,-,1180,174
Carl Medjani,https://www.transfermarkt.co.uk/carl-medjani/profil/spieler/8060,28,£2.25m  ,35,1,2,4,-,-,3137,184
Rafik Halliche,https://www.transfermarkt.co.uk/rafik-halliche/profil/spieler/67815,26,£675k  ,14,-,-,3,2,-,1009,187
Faouzi Ghoulam,https://www.transfermarkt.co.uk/faouzi-ghoulam/profil/spieler/126656,22,£3.15m  ,31,-,4,4,-,-,2274,184
Sofiane Feghouli,https://www.transfermarkt.co.uk/sofiane-feghouli/profil/spieler/57162,23,£10.80m  ,37,6,7,7,1,-,2902,177
Islam Slimani,https://www.transfermarkt.co.uk/islam-slimani/profil/spieler/174915,25,£675k  ,17,6,1,6,-,-,1471,188
Aïssa Mandi,https://www.transfermarkt.co.uk/aissa-mandi/profil/spieler/80293,21,£1.35m  ,30,2,1,3,1,-,2550,184
Essaïd Belkalem,https://www.transfermarkt.co.uk/essaid-belkalem/profil/spieler/162395,24,£810k  ,22,2,1,3,2,-,1860,190
Djamel Mesbah,https://www.transfermarkt.co.uk/djamel-mesbah/profil/spieler/17735,28,£675k  ,10,-,-,1,-,-,610,180
Mehdi Mostefa,https://www.transfermarkt.co.uk/mehdi-mostefa/profil/spieler/80191,29,£1.35m  ,34,2,1,4,-,1,2604,181
Nabil Bentaleb,https://www.transfermarkt.co.uk/nabil-bentaleb/profil/spieler/245537,18, ,14,4,3,2,-,-,1027,187
Yacine Brahimi,https://www.transfermarkt.co.uk/yacine-brahimi/profil/spieler/60517,23,£3.60m  ,28,-,2,6,1,-,1915,175
Riyad Mahrez,https://www.transfermarkt.co.uk/riyad-mahrez/profil/spieler/171424,22,£675k  ,38,5,6,3,-,-,2399,179
Héctor Moreno,https://www.transfermarkt.co.uk/hector-moreno/profil/spieler/51046,25,£6.30m  ,33,2,2,6,-,1,2860,184
Maza,https://www.transfermarkt.co.uk/maza/profil/spieler/28163,31,£2.48m  ,44,-,-,6,-,-,3508,191
Paul Aguilar,https://www.transfermarkt.co.uk/paul-aguilar/profil/spieler/52606,27,£1.80m  ,43,2,6,6,1,1,3744,179
Andrés Guardado,https://www.transfermarkt.co.uk/andres-guardado/profil/spieler/20506,26,£6.30m  ,44,1,6,5,-,-,3198,169
Oribe Peralta,https://www.transfermarkt.co.uk/oribe-peralta/profil/spieler/53563,29,£3.60m  ,31,13,3,10,-,-,2685,180
Carlos Salcido,https://www.transfermarkt.co.uk/carlos-salcido/profil/spieler/31434,33,£1.62m  ,32,2,3,5,-,-,2856,175
Rafael Márquez,https://www.transfermarkt.co.uk/rafael-marquez/profil/spieler/2904,34,£1.35m  ,14,-,-,8,-,-,1082,184
Miguel Layún,https://www.transfermarkt.co.uk/miguel-layun/profil/spieler/58576,25,£1.62m  ,43,5,4,2,-,-,2527,180
Héctor Herrera,https://www.transfermarkt.co.uk/hector-herrera/profil/spieler/122043,23,£5.40m  ,26,2,-,4,-,1,2084,180
Jonathan Mensah,https://www.transfermarkt.co.uk/jonathan-mensah/profil/spieler/110622,22,£540k  ,6,-,-,2,-,-,481,188
Harrison Afful,https://www.transfermarkt.co.uk/harrison-afful/profil/spieler/65830,26,£810k  ,27,3,3,4,-,-,2286,168
Kevin-Prince Boateng,https://www.transfermarkt.co.uk/kevin-prince-boateng/profil/spieler/16922,26,£13.50m  ,37,3,7,6,1,1,2780,186
Emmanuel Badu,https://www.transfermarkt.co.uk/emmanuel-badu/profil/spieler/108484,22,£3.15m  ,32,-,2,3,-,-,1960,173
Majeed Waris,https://www.transfermarkt.co.uk/majeed-waris/profil/spieler/146805,21,£2.25m  ,7,-,1,1,-,-,208,172
Asamoah Gyan,https://www.transfermarkt.co.uk/asamoah-gyan/profil/spieler/26802,27,£3.60m  ,4,1,-,-,-,-,277,180
John Boye,https://www.transfermarkt.co.uk/john-boye/profil/spieler/85585,26,£1.80m  ,27,2,1,6,-,1,2294,185
Kwadwo Asamoah,https://www.transfermarkt.co.uk/kwadwo-asamoah/profil/spieler/63531,24,£17.10m  ,36,3,9,1,-,-,2738,173
Daniel Opare,https://www.transfermarkt.co.uk/daniel-opare/profil/spieler/65781,22,£1.35m  ,14,-,2,2,-,-,1103,173
Sulley Muntari,https://www.transfermarkt.co.uk/sulley-muntari/profil/spieler/17129,28,£4.05m  ,19,2,-,4,-,1,1192,179
André Ayew,https://www.transfermarkt.co.uk/andre-ayew/profil/spieler/45403,23,£12.60m  ,45,12,5,9,-,1,3846,176
Jordan Ayew,https://www.transfermarkt.co.uk/jordan-ayew/profil/spieler/108354,21,£4.50m  ,47,10,5,11,1,-,2696,182
Matt Besler,https://www.transfermarkt.co.uk/matt-besler/profil/spieler/105975,26,£360k  ,28,-,1,2,-,-,2580,183
DaMarcus Beasley,https://www.transfermarkt.co.uk/damarcus-beasley/profil/spieler/20584,31,£900k  ,35,4,3,6,-,-,2444,173
Graham Zusi,https://www.transfermarkt.co.uk/graham-zusi/profil/spieler/108353,26,£450k  ,32,6,7,1,-,-,2864,178
Jermaine Jones,https://www.transfermarkt.co.uk/jermaine-jones/profil/spieler/1321,31,£3.38m  ,33,2,7,10,-,1,2616,184
Michael Bradley,https://www.transfermarkt.co.uk/michael-bradley/profil/spieler/30593,25,£5.85m  ,35,1,2,6,-,-,2682,189
Brad Davis,https://www.transfermarkt.co.uk/brad-davis/profil/spieler/39842,31,£675k  ,34,6,9,2,-,1,2773,180
Fabian Johnson,https://www.transfermarkt.co.uk/fabian-johnson/profil/spieler/31041,25,£3.60m  ,33,3,3,1,-,-,2856,183
Clint Dempsey,https://www.transfermarkt.co.uk/clint-dempsey/profil/spieler/27577,30,£10.35m  ,55,13,8,5,-,-,3810,185
Omar González,https://www.transfermarkt.co.uk/omar-gonzalez/profil/spieler/99690,24,£360k  ,34,2,2,2,-,-,2998,196
Geoff Cameron,https://www.transfermarkt.co.uk/geoff-cameron/profil/spieler/31642,27,£4.50m  ,38,-,2,6,-,-,2935,190
Kyle Beckerman,https://www.transfermarkt.co.uk/kyle-beckerman/profil/spieler/26995,31,£675k  ,39,6,6,11,-,1,3522,177
Alejandro Bedoya,https://www.transfermarkt.co.uk/alejandro-bedoya/profil/spieler/111783,26,£675k  ,20,7,4,6,-,-,1726,182
Diego Godín,https://www.transfermarkt.co.uk/diego-godin/profil/spieler/54928,27,£16.20m  ,42,1,2,9,1,1,3730,187
Diego Lugano,https://www.transfermarkt.co.uk/diego-lugano/profil/spieler/13829,32,£1.08m  ,11,-,1,3,-,-,928,188
José Giménez,https://www.transfermarkt.co.uk/jose-gimenez/profil/spieler/250845,18,£90k  ,16,-,-,6,-,-,1299,185
Maxi Pereira,https://www.transfermarkt.co.uk/maxi-pereira/profil/spieler/57834,29,£12.60m  ,42,3,6,12,-,-,3439,173
Egidio Arévalo Ríos,https://www.transfermarkt.co.uk/egidio-arevalo-rios/profil/spieler/54818,31,£1.53m  ,36,2,2,1,-,-,2797,168
Cristian Rodríguez,https://www.transfermarkt.co.uk/cristian-rodriguez/profil/spieler/33448,27,£4.50m  ,48,3,1,3,-,-,2168,177
Álvaro Pereira,https://www.transfermarkt.co.uk/alvaro-pereira/profil/spieler/54859,27,£9.00m  ,40,1,5,14,-,-,3063,180
Martín Cáceres,https://www.transfermarkt.co.uk/martin-caceres/profil/spieler/54935,26,£8.10m  ,22,1,-,1,-,-,1494,180
Walter Gargano,https://www.transfermarkt.co.uk/walter-gargano/profil/spieler/52266,28,£6.75m  ,37,-,2,9,-,-,2725,167
Álvaro González,https://www.transfermarkt.co.uk/alvaro-gonzalez/profil/spieler/55957,28,£6.75m  ,49,3,2,6,-,-,3539,176
Diego Forlán,https://www.transfermarkt.co.uk/diego-forlan/profil/spieler/3408,34,£900k  ,15,5,2,-,-,-,998,180
Luis Suárez,https://www.transfermarkt.co.uk/luis-suarez/profil/spieler/44352,26,£32.40m  ,44,30,13,11,-,-,3720,182
Cristhian Stuani,https://www.transfermarkt.co.uk/cristhian-stuani/profil/spieler/59323,26,£3.15m  ,34,7,4,14,-,-,2252,184
Emilio Izaguirre,https://www.transfermarkt.co.uk/emilio-izaguirre/profil/spieler/62246,27,£4.05m  ,49,-,11,4,-,-,3960,177
Brayan Beckeles,https://www.transfermarkt.co.uk/brayan-beckeles/profil/spieler/171043,27, ,3,-,-,2,1,-,259,182
Luis Garrido,https://www.transfermarkt.co.uk/luis-garrido/profil/spieler/221903,22,£720k  ,12,-,-,-,-,-,967,170
Boniek García,https://www.transfermarkt.co.uk/boniek-garcia/profil/spieler/62241,28,£900k  ,31,5,5,7,-,-,2631,176
Víctor Bernárdez,https://www.transfermarkt.co.uk/victor-bernardez/profil/spieler/35349,31,£900k  ,26,1,1,8,1,1,2323,187
Maynor Figueroa,https://www.transfermarkt.co.uk/maynor-figueroa/profil/spieler/62240,30,£4.05m  ,41,3,2,7,-,1,3535,182
Juan Carlos García,https://www.transfermarkt.co.uk/juan-carlos-garcia/profil/spieler/111331,25, ,4,1,-,1,-,-,337,175
Andy Nájar,https://www.transfermarkt.co.uk/andy-najar/profil/spieler/145838,20,£315k  ,-,-,-,-,-,-,-,-
Wilson Palacios,https://www.transfermarkt.co.uk/wilson-palacios/profil/spieler/58361,28,£2.70m  ,5,-,-,-,-,-,109,181
Jorge Claros,https://www.transfermarkt.co.uk/jorge-claros/profil/spieler/62231,27,£360k  ,40,-,2,4,-,-,3252,176
Carlo Costly,https://www.transfermarkt.co.uk/carlo-costly/profil/spieler/46845,30,£540k  ,30,8,1,6,-,-,1937,190
Antonio Valencia,https://www.transfermarkt.co.uk/antonio-valencia/profil/spieler/33544,27,£21.60m  ,40,1,8,7,-,-,2763,179
Juan Carlos Paredes,https://www.transfermarkt.co.uk/juan-carlos-paredes/profil/spieler/100507,25,£315k  ,40,1,4,3,-,-,3224,178
Christian Noboa,https://www.transfermarkt.co.uk/christian-noboa/profil/spieler/45858,28,£7.20m  ,31,5,2,3,-,1,2290,181
Jefferson Montero,https://www.transfermarkt.co.uk/jefferson-montero/profil/spieler/77932,23,£2.70m  ,43,8,7,6,-,-,2536,170
Frickson Erazo,https://www.transfermarkt.co.uk/frickson-erazo/profil/spieler/163434,25,£900k  ,38,-,-,10,-,2,3335,192
Jorge Guagua,https://www.transfermarkt.co.uk/jorge-guagua/profil/spieler/38766,31,£720k  ,54,3,1,14,-,1,4837,180
Oswaldo Minda,https://www.transfermarkt.co.uk/oswaldo-minda/profil/spieler/82718,29,£113k  ,17,1,-,6,-,-,1398,183
Carlos Gruezo,https://www.transfermarkt.co.uk/carlos-gruezo/profil/spieler/189475,18, ,41,2,1,9,-,-,3393,171
Enner Valencia,https://www.transfermarkt.co.uk/enner-valencia/profil/spieler/139503,23, ,47,9,10,10,-,-,3063,177
Pepe,https://www.transfermarkt.co.uk/pepe/profil/spieler/14132,30,£18.00m  ,42,2,2,9,-,-,3262,187
Bruno Alves,https://www.transfermarkt.co.uk/bruno-alves/profil/spieler/13121,31,£5.85m  ,30,2,1,12,-,-,2364,189
Ricardo Costa,https://www.transfermarkt.co.uk/ricardo-costa/profil/spieler/9819,32,£2.70m  ,36,4,-,11,2,-,2986,184
André Almeida,https://www.transfermarkt.co.uk/andre-almeida/profil/spieler/83466,22,£2.70m  ,40,1,1,9,-,-,2923,186
João Moutinho,https://www.transfermarkt.co.uk/joao-moutinho/profil/spieler/29364,26,£27.00m  ,43,5,15,4,-,-,3514,170
Éder,https://www.transfermarkt.co.uk/eder/profil/spieler/84481,25,£7.20m  ,31,16,5,4,-,-,2383,190
Hélder Postiga,https://www.transfermarkt.co.uk/helder-postiga/profil/spieler/5169,30,£4.50m  ,41,14,3,7,1,-,3359,182
Fábio Coentrão,https://www.transfermarkt.co.uk/fabio-coentrao/profil/spieler/33648,25,£16.20m  ,30,1,1,4,1,1,2448,179
João Pereira,https://www.transfermarkt.co.uk/joao-pereira/profil/spieler/13217,29,£5.40m  ,37,-,2,11,-,-,3049,172
Miguel Veloso,https://www.transfermarkt.co.uk/miguel-veloso/profil/spieler/43848,27,£9.00m  ,37,3,8,9,-,-,3223,180
William Carvalho,https://www.transfermarkt.co.uk/william-carvalho/profil/spieler/100131,21,£720k  ,32,2,2,1,-,-,2209,187
Rúben Amorim,https://www.transfermarkt.co.uk/ruben-amorim/profil/spieler/25101,28,£3.60m  ,36,5,3,4,-,-,2624,178
Cristiano Ronaldo,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198,28,£90.00m  ,55,55,13,13,-,1,4631,187
