name,link,age,value
Celestine Babayaro,https://www.transfermarkt.co.uk/celestine-babayaro/profil/spieler/3153,18, 
Sunday Oliseh,https://www.transfermarkt.co.uk/sunday-oliseh/profil/spieler/127,22, 
Garba Lawal,https://www.transfermarkt.co.uk/garba-lawal/profil/spieler/16820,23, 
Wilson Oruma,https://www.transfermarkt.co.uk/wilson-oruma/profil/spieler/3915,20, 
Uche Okechukwu,https://www.transfermarkt.co.uk/uche-okechukwu/profil/spieler/102313,29, 
Taribo West,https://www.transfermarkt.co.uk/taribo-west/profil/spieler/1403,23, 
Mobi Oparaku,https://www.transfermarkt.co.uk/mobi-oparaku/profil/spieler/134256,20, 
Mutiu Adepoju,https://www.transfermarkt.co.uk/mutiu-adepoju/profil/spieler/102321,26, 
Tijani Babangida,https://www.transfermarkt.co.uk/tijani-babangida/profil/spieler/4831,23, 
Nwankwo Kanu,https://www.transfermarkt.co.uk/nwankwo-kanu/profil/spieler/3133,20, 
Daniel Amokachi,https://www.transfermarkt.co.uk/daniel-amokachi/profil/spieler/92287,24, 
Igor Stimac,https://www.transfermarkt.co.uk/igor-stimac/profil/spieler/103812,29, 
Dario Simic,https://www.transfermarkt.co.uk/dario-simic/profil/spieler/2540,21, 
Robert Jarni,https://www.transfermarkt.co.uk/robert-jarni/profil/spieler/29556,28, 
Zvonimir Soldo,https://www.transfermarkt.co.uk/zvonimir-soldo/profil/spieler/610,29, 
Robert Prosinecki,https://www.transfermarkt.co.uk/robert-prosinecki/profil/spieler/8013,28, 
Silvio Maric,https://www.transfermarkt.co.uk/silvio-maric/profil/spieler/9842,22, 
Slaven Bilic,https://www.transfermarkt.co.uk/slaven-bilic/profil/spieler/41137,28, 
Krunoslav Jurcic,https://www.transfermarkt.co.uk/krunoslav-jurcic/profil/spieler/133839,27, 
Aljosa Asanovic,https://www.transfermarkt.co.uk/aljosa-asanovic/profil/spieler/103806,31, 
Zvonimir Boban,https://www.transfermarkt.co.uk/zvonimir-boban/profil/spieler/89545,28, 
Mario Stanic,https://www.transfermarkt.co.uk/mario-stanic/profil/spieler/3164,25, 
Davor Suker,https://www.transfermarkt.co.uk/davor-suker/profil/spieler/1407,29, 
Paolo Maldini,https://www.transfermarkt.co.uk/paolo-maldini/profil/spieler/5803,29, 
Alessandro Costacurta,https://www.transfermarkt.co.uk/alessandro-costacurta/profil/spieler/10055,31, 
Gianluca Pessotto,https://www.transfermarkt.co.uk/gianluca-pessotto/profil/spieler/5751,26, 
Dino Baggio,https://www.transfermarkt.co.uk/dino-baggio/profil/spieler/5843,25, 
Angelo Di Livio,https://www.transfermarkt.co.uk/angelo-di-livio/profil/spieler/21148,30, 
Roberto Baggio,https://www.transfermarkt.co.uk/roberto-baggio/profil/spieler/4153,30, 
Christian Vieri,https://www.transfermarkt.co.uk/christian-vieri/profil/spieler/5797,23, 
Fabio Cannavaro,https://www.transfermarkt.co.uk/fabio-cannavaro/profil/spieler/5775,23, 
Alessandro Nesta,https://www.transfermarkt.co.uk/alessandro-nesta/profil/spieler/4171,21, 
Giuseppe Bergomi,https://www.transfermarkt.co.uk/giuseppe-bergomi/profil/spieler/107860,33, 
Demetrio Albertini,https://www.transfermarkt.co.uk/demetrio-albertini/profil/spieler/3390,25, 
Luigi Di Biagio,https://www.transfermarkt.co.uk/luigi-di-biagio/profil/spieler/7927,26, 
Alessandro Del Piero,https://www.transfermarkt.co.uk/alessandro-del-piero/profil/spieler/4289,22, 
Ariel Ortega,https://www.transfermarkt.co.uk/ariel-ortega/profil/spieler/4147,23, 
Roberto Ayala,https://www.transfermarkt.co.uk/roberto-ayala/profil/spieler/7565,24, 
Pablo Paz,https://www.transfermarkt.co.uk/pablo-paz/profil/spieler/16323,24, 
Javier Zanetti,https://www.transfermarkt.co.uk/javier-zanetti/profil/spieler/1161,23, 
Juan Sebastián Verón,https://www.transfermarkt.co.uk/juan-sebastian-veron/profil/spieler/3143,22, 
Marcelo Gallardo,https://www.transfermarkt.co.uk/marcelo-gallardo/profil/spieler/5298,21, 
Gabriel Batistuta,https://www.transfermarkt.co.uk/gabriel-batistuta/profil/spieler/5959,28, 
Augustine Simo,https://www.transfermarkt.co.uk/augustine-simo/profil/spieler/2911,18, 
Didier Angibeaud,https://www.transfermarkt.co.uk/didier-angibeaud/profil/spieler/97510,22, 
Samuel Ipoua,https://www.transfermarkt.co.uk/samuel-ipoua/profil/spieler/1074,24, 
Pierre Njanka,https://www.transfermarkt.co.uk/pierre-njanka/profil/spieler/5617,22, 
Mark Fish,https://www.transfermarkt.co.uk/mark-fish/profil/spieler/3087,23, 
Pierre Issa,https://www.transfermarkt.co.uk/pierre-issa/profil/spieler/28950,21, 
John Moshoeu,https://www.transfermarkt.co.uk/john-moshoeu/profil/spieler/6116,31, 
Brendan Augustine,https://www.transfermarkt.co.uk/brendan-augustine/profil/spieler/103457,25, 
Helman Mkhalele,https://www.transfermarkt.co.uk/helman-mkhalele/profil/spieler/10131,27, 
Willem Jackson,https://www.transfermarkt.co.uk/willem-jackson/profil/spieler/103461,25, 
David Nyathi,https://www.transfermarkt.co.uk/david-nyathi/profil/spieler/103468,28, 
Quinton Fortune,https://www.transfermarkt.co.uk/quinton-fortune/profil/spieler/3541,20, 
Ronny Johnsen,https://www.transfermarkt.co.uk/ronny-johnsen/profil/spieler/3578,28, 
Stale Solbakken,https://www.transfermarkt.co.uk/stale-solbakken/profil/spieler/103653,29, 
Roar Strand,https://www.transfermarkt.co.uk/roar-strand/profil/spieler/12383,27, 
Dan Eggen,https://www.transfermarkt.co.uk/dan-eggen/profil/spieler/6819,27, 
Henning Berg,https://www.transfermarkt.co.uk/henning-berg/profil/spieler/3823,27, 
Erik Mykland,https://www.transfermarkt.co.uk/erik-mykland/profil/spieler/544,25, 
Havard Flo,https://www.transfermarkt.co.uk/havard-flo/profil/spieler/17304,27, 
Eddie Pope,https://www.transfermarkt.co.uk/eddie-pope/profil/spieler/24845,23, 
Frankie Hejduk,https://www.transfermarkt.co.uk/frankie-hejduk/profil/spieler/72,22, 
Chad Deering,https://www.transfermarkt.co.uk/chad-deering/profil/spieler/27728,26, 
Tab Ramos,https://www.transfermarkt.co.uk/tab-ramos/profil/spieler/102007,30, 
Cobi Jones,https://www.transfermarkt.co.uk/cobi-jones/profil/spieler/3486,27, 
Eric Wynalda,https://www.transfermarkt.co.uk/eric-wynalda/profil/spieler/17877,28, 
Mike Burns,https://www.transfermarkt.co.uk/mike-burns/profil/spieler/102010,26, 
Thomas Dooley,https://www.transfermarkt.co.uk/thomas-dooley/profil/spieler/84552,36, 
Brian Maisonneuve,https://www.transfermarkt.co.uk/brian-maisonneuve/profil/spieler/26840,24, 
Claudio Reyna,https://www.transfermarkt.co.uk/claudio-reyna/profil/spieler/3475,23, 
Roy Wegerle,https://www.transfermarkt.co.uk/roy-wegerle/profil/spieler/102014,33, 
Brian McBride,https://www.transfermarkt.co.uk/brian-mcbride/profil/spieler/3469,25, 
Jorge Campos,https://www.transfermarkt.co.uk/jorge-campos/profil/spieler/102513,30, 
Claudio Suárez,https://www.transfermarkt.co.uk/claudio-suarez/profil/spieler/39494,28, 
Salvador Carmona,https://www.transfermarkt.co.uk/salvador-carmona/profil/spieler/31347,21, 
Raúl Lara,https://www.transfermarkt.co.uk/raul-lara/profil/spieler/102892,24, 
Germán Villa,https://www.transfermarkt.co.uk/german-villa/profil/spieler/43721,24, 
Alberto García Aspe,https://www.transfermarkt.co.uk/alberto-garcia-aspe/profil/spieler/102515,30, 
Luis Hernández,https://www.transfermarkt.co.uk/luis-hernandez/profil/spieler/80014,28, 
Joel Sánchez,https://www.transfermarkt.co.uk/joel-sanchez/profil/spieler/44931,22, 
Duilio Davino,https://www.transfermarkt.co.uk/duilio-davino/profil/spieler/29563,21, 
Marcelino Bernal,https://www.transfermarkt.co.uk/marcelino-bernal/profil/spieler/102512,33, 
Jaime Ordiales,https://www.transfermarkt.co.uk/jaime-ordiales/profil/spieler/102895,34, 
Braulio Luna,https://www.transfermarkt.co.uk/braulio-luna/profil/spieler/28100,22, 
Ian Goodison,https://www.transfermarkt.co.uk/ian-goodison/profil/spieler/49553,24, 
Christopher Dawes,https://www.transfermarkt.co.uk/christopher-dawes/profil/spieler/225458,22, 
Peter Cargill,https://www.transfermarkt.co.uk/peter-cargill/profil/spieler/225450,33, 
Theodore Whitmore,https://www.transfermarkt.co.uk/theodore-whitmore/profil/spieler/13385,24, 
Marcus Gayle,https://www.transfermarkt.co.uk/marcus-gayle/profil/spieler/3135,26, 
Darryl Powell,https://www.transfermarkt.co.uk/darryl-powell/profil/spieler/4081,25, 
Frank Sinclair,https://www.transfermarkt.co.uk/frank-sinclair/profil/spieler/8056,25, 
Stephen Malcolm,https://www.transfermarkt.co.uk/stephen-malcolm/profil/spieler/225461,27, 
Fitzroy Simpson,https://www.transfermarkt.co.uk/fitzroy-simpson/profil/spieler/157682,27, 
Paul Hall,https://www.transfermarkt.co.uk/paul-hall/profil/spieler/48670,24, 
Deon Burton,https://www.transfermarkt.co.uk/deon-burton/profil/spieler/3464,20, 
Hamzah Saleh,https://www.transfermarkt.co.uk/hamzah-saleh/profil/spieler/101777,30, 
José Santa,https://www.transfermarkt.co.uk/jose-santa/profil/spieler/103231,26, 
Wilmer Cabrera,https://www.transfermarkt.co.uk/wilmer-cabrera/profil/spieler/103226,29, 
Mauricio Serna,https://www.transfermarkt.co.uk/mauricio-serna/profil/spieler/102181,29, 
Carlos Valderrama,https://www.transfermarkt.co.uk/carlos-valderrama/profil/spieler/88998,35, 
Freddy Rincón,https://www.transfermarkt.co.uk/freddy-rincon/profil/spieler/102163,30, 
Laurent Blanc,https://www.transfermarkt.co.uk/laurent-blanc/profil/spieler/3113,31, 
Marcel Desailly,https://www.transfermarkt.co.uk/marcel-desailly/profil/spieler/3154,28, 
Frank Leboeuf,https://www.transfermarkt.co.uk/frank-leboeuf/profil/spieler/5314,29, 
Bixente Lizarazu,https://www.transfermarkt.co.uk/bixente-lizarazu/profil/spieler/210,27, 
Didier Deschamps,https://www.transfermarkt.co.uk/didier-deschamps/profil/spieler/75553,28, 
Christian Karembeu,https://www.transfermarkt.co.uk/christian-karembeu/profil/spieler/9209,26, 
Thierry Henry,https://www.transfermarkt.co.uk/thierry-henry/profil/spieler/3207,19, 
Christophe Dugarry,https://www.transfermarkt.co.uk/christophe-dugarry/profil/spieler/3237,25, 
Lilian Thuram,https://www.transfermarkt.co.uk/lilian-thuram/profil/spieler/3521,25, 
Vincent Candela,https://www.transfermarkt.co.uk/vincent-candela/profil/spieler/5939,23, 
Patrick Vieira,https://www.transfermarkt.co.uk/patrick-vieira/profil/spieler/3183,21, 
Emmanuel Petit,https://www.transfermarkt.co.uk/emmanuel-petit/profil/spieler/3166,26, 
Youri Djorkaeff,https://www.transfermarkt.co.uk/youri-djorkaeff/profil/spieler/4,29, 
Jaap Stam,https://www.transfermarkt.co.uk/jaap-stam/profil/spieler/3557,24, 
Arthur Numan,https://www.transfermarkt.co.uk/arthur-numan/profil/spieler/4743,27, 
Michael Reiziger,https://www.transfermarkt.co.uk/michael-reiziger/profil/spieler/4375,24, 
Clarence Seedorf,https://www.transfermarkt.co.uk/clarence-seedorf/profil/spieler/4168,21, 
Boudewijn Zenden,https://www.transfermarkt.co.uk/boudewijn-zenden/profil/spieler/3173,20, 
Wim Jonk,https://www.transfermarkt.co.uk/wim-jonk/profil/spieler/101046,30, 
Aron Winter,https://www.transfermarkt.co.uk/aron-winter/profil/spieler/4324,30, 
Edgar Davids,https://www.transfermarkt.co.uk/edgar-davids/profil/spieler/5758,24, 
Marc Overmars,https://www.transfermarkt.co.uk/marc-overmars/profil/spieler/3513,24, 
Dennis Bergkamp,https://www.transfermarkt.co.uk/dennis-bergkamp/profil/spieler/3187,28, 
Patrick Kluivert,https://www.transfermarkt.co.uk/patrick-kluivert/profil/spieler/4385,21, 
Markus Babbel,https://www.transfermarkt.co.uk/markus-babbel/profil/spieler/192,24, 
Jens Jeremies,https://www.transfermarkt.co.uk/jens-jeremies/profil/spieler/204,23, 
Jürgen Klinsmann,https://www.transfermarkt.co.uk/jurgen-klinsmann/profil/spieler/16980,32, 
Thomas Helmer,https://www.transfermarkt.co.uk/thomas-helmer/profil/spieler/12405,32, 
Michael Tarnat,https://www.transfermarkt.co.uk/michael-tarnat/profil/spieler/222,27, 
Lothar Matthäus,https://www.transfermarkt.co.uk/lothar-matthaus/profil/spieler/1527,36, 
Olaf Thon,https://www.transfermarkt.co.uk/olaf-thon/profil/spieler/282,31, 
Stefan Reuter,https://www.transfermarkt.co.uk/stefan-reuter/profil/spieler/130,30, 
Christian Ziege,https://www.transfermarkt.co.uk/christian-ziege/profil/spieler/916,25, 
Zdravko Zdravkov,https://www.transfermarkt.co.uk/zdravko-zdravkov/profil/spieler/3000,27, 
Trifon Ivanov,https://www.transfermarkt.co.uk/trifon-ivanov/profil/spieler/91918,31, 
Ivaylo Petkov,https://www.transfermarkt.co.uk/ivaylo-petkov/profil/spieler/7157,21, 
Ilian Iliev,https://www.transfermarkt.co.uk/ilian-iliev/profil/spieler/17467,28, 
Zlatko Yankov,https://www.transfermarkt.co.uk/zlatko-yankov/profil/spieler/84678,31, 
Emil Kostadinov,https://www.transfermarkt.co.uk/emil-kostadinov/profil/spieler/17167,29, 
Gheorghe Popescu,https://www.transfermarkt.co.uk/gheorghe-popescu/profil/spieler/3129,29, 
Dan Petrescu,https://www.transfermarkt.co.uk/dan-petrescu/profil/spieler/102023,29, 
Constantin Galca,https://www.transfermarkt.co.uk/constantin-galca/profil/spieler/7835,25, 
Dorinel Munteanu,https://www.transfermarkt.co.uk/dorinel-munteanu/profil/spieler/666,29, 
Marius Lacatus,https://www.transfermarkt.co.uk/marius-lacatus/profil/spieler/103220,33, 
Anton Dobos,https://www.transfermarkt.co.uk/anton-dobos/profil/spieler/103214,31, 
Liviu Ciobotariu,https://www.transfermarkt.co.uk/liviu-ciobotariu/profil/spieler/103212,26, 
Gheorghe Hagi,https://www.transfermarkt.co.uk/gheorghe-hagi/profil/spieler/7939,32, 
Gabriel Popescu,https://www.transfermarkt.co.uk/gabriel-popescu/profil/spieler/103222,23, 
Ilie Dumitrescu,https://www.transfermarkt.co.uk/ilie-dumitrescu/profil/spieler/102020,28, 
Wolfgang Feiersinger,https://www.transfermarkt.co.uk/wolfgang-feiersinger/profil/spieler/111,32, 
Harald Cerny,https://www.transfermarkt.co.uk/harald-cerny/profil/spieler/548,23, 
Andreas Herzog,https://www.transfermarkt.co.uk/andreas-herzog/profil/spieler/530,28, 
Ivica Vastic,https://www.transfermarkt.co.uk/ivica-vastic/profil/spieler/3683,27, 
Anton Pfeffer,https://www.transfermarkt.co.uk/anton-pfeffer/profil/spieler/76009,31, 
Arnold Wetl,https://www.transfermarkt.co.uk/arnold-wetl/profil/spieler/3067,27, 
Hannes Reinmayr,https://www.transfermarkt.co.uk/hannes-reinmayr/profil/spieler/79030,27, 
Heimo Pfeifenberger,https://www.transfermarkt.co.uk/heimo-pfeifenberger/profil/spieler/1525,30, 
Marc Rieper,https://www.transfermarkt.co.uk/marc-rieper/profil/spieler/98529,29, 
Jan Heintze,https://www.transfermarkt.co.uk/jan-heintze/profil/spieler/1539,33, 
Allan Nielsen,https://www.transfermarkt.co.uk/allan-nielsen/profil/spieler/31829,26, 
Michael Laudrup,https://www.transfermarkt.co.uk/michael-laudrup/profil/spieler/8023,33, 
Brian Laudrup,https://www.transfermarkt.co.uk/brian-laudrup/profil/spieler/39667,28, 
René Henriksen,https://www.transfermarkt.co.uk/rene-henriksen/profil/spieler/9686,27, 
Thomas Helveg,https://www.transfermarkt.co.uk/thomas-helveg/profil/spieler/5802,26, 
Per Frandsen,https://www.transfermarkt.co.uk/per-frandsen/profil/spieler/3735,27, 
Morten Wieghorst,https://www.transfermarkt.co.uk/morten-wieghorst/profil/spieler/14215,26, 
Ebbe Sand,https://www.transfermarkt.co.uk/ebbe-sand/profil/spieler/279,24, 
Colin Calderwood,https://www.transfermarkt.co.uk/colin-calderwood/profil/spieler/103641,32, 
David Weir,https://www.transfermarkt.co.uk/david-weir/profil/spieler/3312,27, 
Jackie McNamara,https://www.transfermarkt.co.uk/jackie-mcnamara/profil/spieler/3479,23, 
John Collins,https://www.transfermarkt.co.uk/john-collins/profil/spieler/3663,29, 
Darren Jackson,https://www.transfermarkt.co.uk/darren-jackson/profil/spieler/103643,30, 
Colin Hendry,https://www.transfermarkt.co.uk/colin-hendry/profil/spieler/103642,31, 
Christian Dailly,https://www.transfermarkt.co.uk/christian-dailly/profil/spieler/3799,23, 
Paul Lambert,https://www.transfermarkt.co.uk/paul-lambert/profil/spieler/3982,27, 
Craig Burley,https://www.transfermarkt.co.uk/craig-burley/profil/spieler/11319,25, 
Gordon Durie,https://www.transfermarkt.co.uk/gordon-durie/profil/spieler/101129,31, 
Abdelkrim El Hadrioui,https://www.transfermarkt.co.uk/abdelkrim-el-hadrioui/profil/spieler/4541,25, 
Lahcen Abrami,https://www.transfermarkt.co.uk/lahcen-abrami/profil/spieler/103654,27, 
Youssef Chippo,https://www.transfermarkt.co.uk/youssef-chippo/profil/spieler/37742,24, 
Mustapha Hadji,https://www.transfermarkt.co.uk/mustapha-hadji/profil/spieler/3840,25, 
Youssef Rossi,https://www.transfermarkt.co.uk/youssef-rossi/profil/spieler/12640,24, 
Tahar El Khalej,https://www.transfermarkt.co.uk/tahar-el-khalej/profil/spieler/3121,29, 
Abdelilah Saber,https://www.transfermarkt.co.uk/abdelilah-saber/profil/spieler/14147,23, 
Abdeljalil Hadda,https://www.transfermarkt.co.uk/abdeljalil-hadda/profil/spieler/103664,25, 
Fernando Hierro,https://www.transfermarkt.co.uk/fernando-hierro/profil/spieler/7513,29, 
Rafael Alkorta,https://www.transfermarkt.co.uk/rafael-alkorta/profil/spieler/101566,28, 
Albert Ferrer,https://www.transfermarkt.co.uk/albert-ferrer/profil/spieler/3152,27, 
Guillermo Amor,https://www.transfermarkt.co.uk/guillermo-amor/profil/spieler/104046,29, 
Luis Enrique,https://www.transfermarkt.co.uk/luis-enrique/profil/spieler/7601,27, 
Raúl,https://www.transfermarkt.co.uk/raul/profil/spieler/7349,20, 
Yoshikatsu Kawaguchi,https://www.transfermarkt.co.uk/yoshikatsu-kawaguchi/profil/spieler/4174,21, 
Naoki Soma,https://www.transfermarkt.co.uk/naoki-soma/profil/spieler/136027,25, 
Hiroshi Nanami,https://www.transfermarkt.co.uk/hiroshi-nanami/profil/spieler/27744,24, 
Hidetoshi Nakata,https://www.transfermarkt.co.uk/hidetoshi-nakata/profil/spieler/5875,20, 
Masami Ihara,https://www.transfermarkt.co.uk/masami-ihara/profil/spieler/77462,29, 
Eisuke Nakanishi,https://www.transfermarkt.co.uk/eisuke-nakanishi/profil/spieler/27782,24, 
Motohiro Yamaguchi,https://www.transfermarkt.co.uk/motohiro-yamaguchi/profil/spieler/136996,28, 
Karim Bagheri,https://www.transfermarkt.co.uk/karim-bagheri/profil/spieler/14829,23, 
Mohammad Khakpour,https://www.transfermarkt.co.uk/mohammad-khakpour/profil/spieler/103002,28, 
Nader Mohammadkhani,https://www.transfermarkt.co.uk/nader-mohammadkhani/profil/spieler/103007,33, 
Mehdi Mahdavikia,https://www.transfermarkt.co.uk/mehdi-mahdavikia/profil/spieler/317,19, 
Ali Daei,https://www.transfermarkt.co.uk/ali-daei/profil/spieler/335,28, 
Philippe Clement,https://www.transfermarkt.co.uk/philippe-clement/profil/spieler/9636,23, 
Mike Verstraeten,https://www.transfermarkt.co.uk/mike-verstraeten/profil/spieler/102814,29, 
Nico Van Kerckhoven,https://www.transfermarkt.co.uk/nico-van-kerckhoven/profil/spieler/284,26, 
Eric Deflandre,https://www.transfermarkt.co.uk/eric-deflandre/profil/spieler/5342,23, 
Marc Wilmots,https://www.transfermarkt.co.uk/marc-wilmots/profil/spieler/286,28, 
Luc Nilis,https://www.transfermarkt.co.uk/luc-nilis/profil/spieler/27656,30, 
Gordan Vidovic,https://www.transfermarkt.co.uk/gordan-vidovic/profil/spieler/13378,29, 
Vital Borkelmans,https://www.transfermarkt.co.uk/vital-borkelmans/profil/spieler/13039,34, 
Lorenzo Staelens,https://www.transfermarkt.co.uk/lorenzo-staelens/profil/spieler/15549,33, 
Danny Boffin,https://www.transfermarkt.co.uk/danny-boffin/profil/spieler/13272,31, 
Enzo Scifo,https://www.transfermarkt.co.uk/enzo-scifo/profil/spieler/15547,31, 
Mounir Boukadida,https://www.transfermarkt.co.uk/mounir-boukadida/profil/spieler/813,29, 
Tarek Thabet,https://www.transfermarkt.co.uk/tarek-thabet/profil/spieler/103242,25, 
Riadh Bouazizi,https://www.transfermarkt.co.uk/riadh-bouazizi/profil/spieler/7263,24, 
Kaies Ghodhbane,https://www.transfermarkt.co.uk/kaies-ghodhbane/profil/spieler/16812,21, 
Mehdi Ben Slimane,https://www.transfermarkt.co.uk/mehdi-ben-slimane/profil/spieler/395,23, 
Ferid Chouchane,https://www.transfermarkt.co.uk/ferid-chouchane/profil/spieler/103235,24, 
Sami Trabelsi,https://www.transfermarkt.co.uk/sami-trabelsi/profil/spieler/103243,29, 
Khaled Badra,https://www.transfermarkt.co.uk/khaled-badra/profil/spieler/49834,24, 
Hatem Trabelsi,https://www.transfermarkt.co.uk/hatem-trabelsi/profil/spieler/4318,20, 
Sirajeddine Chihi,https://www.transfermarkt.co.uk/sirajeddine-chihi/profil/spieler/103234,27, 
Skander Souayah,https://www.transfermarkt.co.uk/skander-souayah/profil/spieler/103241,24, 
Dunga,https://www.transfermarkt.co.uk/dunga/profil/spieler/96342,33, 
Ronaldo,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/3140,20, 
Roberto Carlos,https://www.transfermarkt.co.uk/roberto-carlos/profil/spieler/7518,24, 
Rivaldo,https://www.transfermarkt.co.uk/rivaldo/profil/spieler/3372,25, 
