Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_avg_wins,team1_avg_draws,team1_avg_gd,team2_avg_wins,team2_avg_draws,team2_avg_gd,team1_lineup,team2_lineup,year
19980622,Colombia,1,Tunisia,0,0,0,1,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Faryd Mondragón_-- Jorge Hernán Bermúdez_-- Wilmer Cabrera_-- Ever Palacios_-- José Santa  _-- Mauricio Serna_-- Carlos Valderrama_-- Freddy Rincón_-- Harold Lozano_-- José Valencia_-- Antony De Avila,-- Chokri El Ouaer_-- Sami Trabelsi_-- Riadh Bouazizi  _-- Ferid Chouchane_-- Tarek Thabet_-- Skander Souayah_-- Sirajeddine Chihi_-- José Clayton  _-- Zoubele Baya_-- Mehdi Ben Slimane_-- Adel Sellimi,1998
19980622,Romania,2,England,1,0,0,4,0,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Bogdan Stelea_-- Dan Petrescu  _-- Gheorghe Popescu_-- Liviu Ciobotariu  _-- Lulian Filipescu  _-- Gheorghe Hagi  _-- Dinu Moldovan  _-- Dorinel Munteanu_-- Constantin Galca_-- Gabriel Popescu  _-- Adrian Ilie,-- David Seaman_-- Tony Adams_-- Sol Campbell_-- Graeme Le Saux_-- Gary Neville_-- Paul Scholes_-- Darren Anderton_-- David Batty_-- Paul Ince_-- Alan Shearer_-- Teddy Sheringham,1998
19980623,Brazil,1,Norway,2,0,0,0,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Taffarel_6 Roberto Carlos_2 Cafu_-- Leonardo Leonardo Da Araújo_-- Junior Baiano_-- Marcelo Costa Goncalves_-- Dunga_-- Carlos Cesar Sampaio_-- Rivaldo_9 Ronaldo_-- José Oliveira Bebeto  _  -- Bebeto,"-- Frode Grodas_-- Dan Eggen_-- Henning Berg_-- Stig Bjornebye_-- Ronny Johnsen_-- Kjetil Rekdal  _-- Oyvind Leonhardsen  _-- Havard Flo_-- Roar Strand_-- Tore Flo  
 _-- Vidar Riseth",1998
19980623,Chile,1,Cameroon,1,0,0,4,1,0,2,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Nelson Antonio Tapia_-- Javier Margas_-- Francisco Rojas  _-- Pedro Reyes_-- Ronald Fuentes_-- Marcelo Salas_-- José Sierra  _-- Clarence Williams Acuña_-- Nelson Parraguez  _-- Moises Villarroel  _-- Iván Zamorano,"-- Jacques Songo`o_-- Pierre Njanka_-- Rigobert Song Bahanag  
 _-- Joseph Ndo_-- Pierre Wome_-- Michel Pensee_-- Francois Omam Biyick_-- Patrick Mboma  _-- Salomon Olembe_-- Joseph Job_-- Marcel Mahouve",1998
19980623,Italy,2,Austria,1,0,0,1,4,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Gianluca Pagliuca_-- Alessandro Nesta_-- Alessandro Costacurta_-- Fabio Cannavaro_-- Paolo Maldini  _-- Gianluca Pessotto_-- Luigi Di Biagio_-- Alessandro Del Piero_-- Dino Baggio_-- Christian Vieri  _-- Francesco Moriero,-- Michael Konsel_-- Anton Pfeffer_-- Wolfgang Feiersinger  _-- Arnold Wetl_-- Dietmar Kuhbauer_-- Hannes Reinmayr  _-- Anton Polster_-- Ivica Vastic  _-- Peter Schoettel  _-- Román Mahlich_-- Heimo Pfeifenberger,1998
19980623,Scotland,0,Morocco,3,0,0,1,1,1,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- James Leighton_-- Christian Dailly_-- Colin Hendry_-- Jackie McNamara_-- David Weir_-- Tommy Boyd_-- John Collins_-- Craig Burley  _-- Gordon Durie_-- Darren Jackson_-- Paul Lambert,"-- Driss Benzekri_-- Nourredine Naybet_-- Smahi Triki_-- Abdelilah Saber_-- Lahcen Abrami_-- Youssef Chippo  _-- Abdeljalil Hadda  _-- Mustapha Hadji_-- Tahar El Khalej_-- Chiba Said_-- Salaheddine Bassir  
 ",1998
19980624,France,2,Denmark,1,0,0,2,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Fabien Barthez_-- Patrick Vieira  _-- Marcel Desailly_-- Vincent Candela_-- Frank Leboeuf_-- Emmanuel Petit  _-- Bernard Diomede  _-- Christian Karembeu_-- Robert Pires_-- David Trezeguet_-- Youri Djorkaeff  ,-- Peter Schemeichel_-- Marc Rieper_-- Jan Heintze_-- Jes Hogh_-- Michael Schojonberg_-- Martin Laursen_-- Allan Nielsen_-- Martin Jorgensen_-- Michael Laudrup_-- Brian Laudrup  _-- Thomas Helveg,1998
19980624,Nigeria,1,Paraguay,3,0,0,2,0,2,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Peter Rufai_-- Garba Lawal_-- Austine Eguavoen  
 _-- Benedict Iroha  
 _-- Taribo West_-- Sunday Oliseh_-- Wilson Oruma  _-- Nwankwo Kanu_-- Rashidi Yekini_-- Tijani Babangida_-- Uchenna Okafor",-- José Chilavert_-- Carlos Alberto Gamarra_-- Denis Ramón Caniza_-- Pedro Sarabia_-- Celso Rafael Ayala  _-- Carlos Paredes_-- Francisco Arce_-- Julio Cesar Enciso_-- José Saturnino Cardozo  _-- Miguel Benítez  _-- Hugo Brizuela,1998
19980624,South Africa,2,Saudi Arabia,2,0,0,2,1,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Hans Vonk_-- Pierre Issa_-- Mark Fish_-- David Nyathi_-- Lucas Redebe  _-- Quinton Fortune  _-- Willem Jackson_-- John Moshoeu_-- Helman Mkhalele_-- Benedict McCarthy_-- Shaun Bartlett  
 ",-- Mohammed Al Deayea_-- Hussain Sulimani_-- Abdullah Zubromawi_-- Mohammed Al Jahani_-- Fuad Amin_-- Sami Al Jaber  _-- Hamzah Saleh_-- Fahad Al Mehalel_-- Khamis Dossari  _-- Youssef Al Tunian  _-- Nawaf Al Temiyat,1998
19980624,Spain,6,Bulgaria,1,0,0,2,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Andoni Zubizarreta_-- Fernando Hierro  _6 Miguel Ángel Nadal Homar_-- Barjuan Sergi_-- Carlos Aguilera  _-- Luis Enrique  _-- Guillermo Amor_-- Joseba Etxeberría_-- Rafael Alkorta_-- Fernando Morientes  
 _-- Pérez Alfonso",-- Zdravko Zdravkov_-- Emil Kostadinov  _-- Trifon Ivanov_-- Daniel Boromirov_-- Krassimir Balakov_-- Gueorgui Batchev  _-- Radostin Kischischev_-- Hristo Stoitchkov_-- Ivaylo Iordanov_-- Lubo Penev  _-- Gocho Guintchev,1998
19980625,Belgium,1,South Korea,1,0,0,1,4,0,1,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Philippe Van de Walle_-- Vital Borkelmans  _-- Eric Deflandre_-- Gordan Vidovic_-- Nico Van Kerckhoven_-- Enzo Scifo_-- Marc Wilmots_-- Lorenzo Staelens_-- Philippe Clement_-- Luc Nilis  _-- Luis Oliveira,"-- Kim Byung-Ji  _-- Hong Myung-Bo_-- Lim Lee  _-- Kim Tae-Young  
 _-- Sang Lee_-- Jung Seo_-- Yoo Sang-Chul  _-- Do Kim_-- Choi Sung-Yong_-- Seok Ha_-- Choi Yong-Soo",1998
19980625,Germany,2,Iran,0,0,0,2,1,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Andreas Köpke_-- Juergen Kohler_-- Thomas Helmer_-- Christian Woms_-- Lothar Matthäus_-- Thomas Hässler  _-- Jorg Heinrich_-- Olaf Thon_-- Michael Tarnat_-- Jürgen Klinsmann  
 _-- Jürgen Klinsmann  
 _-- Oliver Bierhoff  ",-- Ahmad Abedzadeh_-- Mehdi Mahdavikia_-- Mohammad Khakpour_-- Mehdi Peshazadeh_-- Javad Zarinchech_-- Hamid Estilli_-- Karim Bagheri_-- Ali Daei  _-- Nader Mohammadkhani_-- Khodadad Aziz_-- Mehrdad Minavand,1998
19980625,Netherlands,2,Mexico,2,0,0,2,4,0,1,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Edwin van der Sar_-- Frank De Boer_-- Arthur Numan  _-- Jaap Stam  _-- Michael Reiziger_-- Wim Jonk_-- Philip Cocu  _-- Edgar Davids_-- Dennis Bergkamp_-- Marc Overmars_-- Ronald De Boer  ,"-- Jorge Campos_-- Duilio Davino_-- Claudio Suárez_-- Jesús Ramírez  _-- Joel Sánchez_-- Germán Villa  _-- Braulio Luna_-- Cuauhtemoc Blanco_-- Alberto García Aspe_-- Salvador Carmona  _-- Luis Hernández  
 ",1998
19980625,United States,0,Yugoslavia,1,0,0,1,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Brad Friedel_-- Thomas Dooley_-- Mike Burns_-- Davis Regis_-- Frankie Hejduk_-- Brian Maisonneuve_-- Claudio Reyna  _-- Brian McBride_-- Ernie Stewart_-- Cobi Jones_-- Joe-Max Moore,-- Ivica Kralj_-- Predrag Mijatovic_-- Slobodan Komljenovic  _-- Goran Djorovic_-- Zoran Mirkovic_-- Dragan Stojkovic_-- Slavisa Jokanovic_-- Vladimir Jugovic_-- Zeljko Petrovic_-- Darko Kovacevic_-- Savo Milosevic,1998
19980626,Argentina,1,Croatia,0,0,0,3,4,0,1,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Carlos Angel Roa_4 Javier Zanetti_2 Roberto Ayala  _-- Héctor Pineda  _-- Nelson David Vivas  _-- Pablo Paz_10 Ariel Ortega  _-- Marcelo Gallardo_-- Juan Sebastián Verón_-- Matias Jesús Almeyda_-- Gabriel Batistuta,"-- Drazen Ladic_-- Robert Jarni  _-- Aljosa Asanovic_-- Slaven Bilic  
 _-- Dario Simic_-- Robert Prosinecki_-- Mario Stanic_-- Zvonimir Boban  _-- Silvio Maric_-- Davor Suker_-- Zvonimir Soldo  ",1998
19980626,Colombia,0,England,2,0,0,3,2,1,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Faryd Mondragón_-- Jorge Hernán Bermúdez  _-- Wilmer Cabrera_-- Ever Palacios_-- Antonio Moreno_-- Mauricio Serna  
 _-- Carlos Valderrama_-- Freddy Rincón_-- Harold Lozano_-- Leider Preciado_-- Antony De Avila",-- David Seaman_-- Tony Adams_-- Sol Campbell_-- Graeme Le Saux_-- Gary Neville_-- Paul Scholes  _-- David Beckham  _-- Darren Anderton  _-- Paul Ince_-- Michael Owen_-- Alan Shearer  ,1998
19980626,Japan,1,Jamaica,2,0,0,1,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Seigo Narazaki_-- Masami Ihara_-- Yoshikatsu Kawaguchi_-- Eisuke Nakanishi_-- Naoki Soma_-- Yukata Akita_-- Hidetoshi Nakata_-- Hiroshi Nanami_-- Motohiro Yamaguchi  _-- Hidetoshi Nakayama  _-- Shoji Jo,"-- Aaron Lawrence_-- Ricardo Gardener_-- Ian Goodison_-- Frank Sinclair_-- Stephen Malcolm  _-- Theodore Whitmore  
 _-- Fitzroy Simpson_-- Christopher Dawes  _-- Darryl Powell_-- Marcus Gayle_-- Paul Hall",1998
19980626,Romania,1,Tunisia,1,0,0,0,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Bogdan Stelea_-- Dan Petrescu_-- Liviu Ciobotariu_-- Anton Dobos_-- Christian Dulca_-- Gheorghe Hagi_-- Ilie Dumitrescu_-- Dorinel Munteanu_-- Constantin Galca_-- Marius Lacatus_-- Lucian Marinescu,"-- Chokri El Ouaer_-- Mounir Boukadida_-- Sami Trabelsi_-- Riadh Bouazizi_-- Ferid Chouchane_-- Skander Souayah  
 _-- Sirajeddine Chihi_-- Kaies Ghodhbane_-- Zoubele Baya  _-- Mehdi Ben Slimane_-- Adel Sellimi",1998
19980627,Brazil,4,Chile,1,0,0,2,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Taffarel_6 Roberto Carlos_2 Cafu  _-- Leonardo Leonardo Da Araújo  _-- Santos Aldair_-- Junior Baiano_-- Dunga_-- Carlos Cesar Sampaio  
 _-- Rivaldo_9 Ronaldo  
 _-- José Oliveira Bebeto",-- Nelson Antonio Tapia  _-- Pedro Reyes_-- Javier Margas_-- Ronald Fuentes  _-- José Sierra_-- Clarence Williams Acuña_-- Moises Villarroel_-- Mauricio Aros_-- Fernando Cornejo_-- Marcelo Salas  _-- Iván Zamorano,1998
19980627,Italy,1,Norway,0,0,0,3,3,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Gianluca Pagliuca_-- Alessandro Costacurta_-- Paolo Maldini  _-- Demetrio Albertini_-- Fabio Cannavaro_-- Dino Baggio_-- Giuseppe Bergomi_-- Luigi Di Biagio  _-- Alessandro Del Piero_-- Christian Vieri  _-- Francesco Moriero  ,-- Frode Grodas_-- Dan Eggen_-- Henning Berg_-- Stig Bjornebye_-- Ronny Johnsen_-- Kjetil Rekdal  _-- Erik Mykland  _-- Oyvind Leonhardsen_-- Havard Flo  _-- Tore Flo_-- Vidar Riseth,1998
19980628,France,1,Paraguay,0,0,0,0,5,0,1,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Fabien Barthez_-- Bixente Lizarazu_-- Laurent Blanc  _-- Lilian Thuram_-- Marcel Desailly_-- Emmanuel Petit_-- Didier Deschamps_-- Bernard Diomede_-- Thierry Henry_-- David Trezeguet_-- Youri Djorkaeff,"-- José Chilavert  
 _-- Carlos Alberto Gamarra_-- Pedro Sarabia_-- Celso Rafael Ayala_-- Carlos Paredes_-- Francisco Arce  _10 Roberto Acuña_-- Julio Cesar Enciso  _-- Jorge Campos_-- José Saturnino Cardozo_-- Miguel Benítez  ",1998
19980628,Nigeria,1,Denmark,4,0,0,1,1,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Peter Rufai_-- Garba Lawal_-- Celestine Babayaro_-- Uche Okechukwu_-- Taribo West_-- Mutiu Adepoju_-- Sunday Oliseh_-- Augustine Okocha  _-- Nwankwo Kanu_-- George Finidi_-- Víctor Ikpeba,-- Peter Schemeichel_-- Marc Rieper  _-- Jan Heintze_-- Soren Colding_-- Jes Hogh_-- Allan Nielsen_-- Martin Jorgensen_-- Michael Laudrup_-- Brian Laudrup  _-- Thomas Helveg  _-- Peter Moller  ,1998
19980629,Germany,2,Mexico,1,0,0,4,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Andreas Köpke_-- Thomas Helmer_-- Christian Woms_-- Markus Babbel  _-- Lothar Matthäus  _-- Thomas Hässler_-- Jorg Heinrich_-- Dietman Hamann  _-- Michael Tarnat  _-- Jürgen Klinsmann  _-- Jürgen Klinsmann  _-- Oliver Bierhoff  ,-- Jorge Campos_-- Duilio Davino  _-- Claudio Suárez_-- Germán Villa_-- Cuauhtemoc Blanco  _-- Marcelino Bernal_-- Alberto García Aspe_-- Raúl Lara_-- Pavel Pardo_-- Luis Hernández  _-- Francisco Palencia,1998
19980629,Netherlands,2,Yugoslavia,1,0,0,0,3,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Edwin van der Sar_-- Frank De Boer_-- Arthur Numan_-- Jaap Stam_-- Michael Reiziger_-- Philip Cocu_-- Edgar Davids  _-- Clarence Seedorf_-- Dennis Bergkamp  _-- Marc Overmars_-- Ronald De Boer,-- Ivica Kralj_-- Predrag Mijatovic_-- Slobodan Komljenovic  _-- Branko Brnovic_-- Goran Djorovic  _-- Zoran Mirkovic  _-- Dragan Stojkovic  _-- Slavisa Jokanovic_-- Vladimir Jugovic_-- Zeljko Petrovic_-- Darko Kovacevic,1998
19980630,Argentina,2,England,2,0,0,4,2,0,2,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Carlos Angel Roa  _4 Javier Zanetti  _2 Roberto Ayala_-- José Chamot_-- Nelson David Vivas_10 Ariel Ortega_14 Diego Pablo Simeone  _-- Marcelo Gallardo_-- Juan Sebastián Verón  _-- Matias Jesús Almeyda  _-- Gabriel Batistuta  ,"-- David Seaman  
 _-- Tony Adams_-- Sol Campbell_-- Graeme Le Saux_-- Gary Neville_-- Paul Scholes_-- David Beckham  _-- Darren Anderton_-- Paul Ince  _-- Michael Owen  _-- Alan Shearer  ",1998
19980630,Romania,0,Croatia,1,0,0,3,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Bogdan Stelea_-- Dan Petrescu  _-- Gheorghe Popescu_-- Liviu Ciobotariu_-- Lulian Filipescu_-- Gheorghe Hagi_-- Dinu Moldovan_-- Dorinel Munteanu_-- Constantin Galca_-- Gabriel Popescu  _-- Adrian Ilie  ,-- Drazen Ladic_-- Robert Jarni_-- Aljosa Asanovic_-- Slaven Bilic  _-- Dario Simic_-- Igor Stimac_-- Mario Stanic_-- Zvonimir Boban  _-- Krunoslav Jurcic_-- Davor Suker  _-- Goran Vlaovic,1998
19980703,Brazil,3,Denmark,2,0,0,3,3,1,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Taffarel_6 Roberto Carlos  
 _2 Cafu  _-- Leonardo Leonardo Da Araújo_-- Santos Aldair  _-- Junior Baiano_-- Dunga_-- Carlos Cesar Sampaio_-- Rivaldo  
 _9 Ronaldo_-- José Oliveira Bebeto  _  -- Bebeto",-- Peter Schemeichel_-- Marc Rieper_-- Jan Heintze_-- Soren Colding  _-- Jes Hogh_-- Allan Nielsen_-- Martin Jorgensen  _-- Michael Laudrup_-- Brian Laudrup  _-- Thomas Helveg  _-- Peter Moller,1998
19980703,Italy,0,France,0,0,0,3,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Gianluca Pagliuca_  -- Demetrio Albertini_-- Alessandro Costacurta  _-- Paolo Maldini_-- Fabio Cannavaro_-- Gianluca Pessotto_-- Dino Baggio_-- Giuseppe Bergomi  _-- Luigi Di Biagio_-- Alessandro Del Piero  _-- Christian Vieri_-- Francesco Moriero,-- Fabien Barthez_-- Bixente Lizarazu_-- Laurent Blanc_-- Lilian Thuram_-- Marcel Desailly_-- Zinedine Zidane_-- Emmanuel Petit_-- Didier Deschamps  _-- Stephane Guivarc`h  _-- Christian Karembeu_-- Youri Djorkaeff,1998
19980704,Germany,0,Croatia,3,0,0,2,2,1,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Andreas Köpke_-- Juergen Kohler_-- Christian Woms  _-- Lothar Matthäus_-- Thomas Hässler_-- Jorg Heinrich  _-- Jens Jeremies_-- Dietman Hamann_-- Michael Tarnat  _-- Jürgen Klinsmann_-- Oliver Bierhoff,"-- Drazen Ladic_-- Robert Jarni  _-- Aljosa Asanovic_-- Slaven Bilic_-- Dario Simic  _-- Igor Stimac_-- Mario Stanic_-- Zvonimir Boban_-- Davor Suker  
 _-- Zvonimir Soldo_-- Goran Vlaovic  ",1998
19980704,Netherlands,2,Argentina,1,0,0,2,3,2,1,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Edwin van der Sar_-- Frank De Boer_-- Arthur Numan  
 _-- Jaap Stam  
 _-- Michael Reiziger_-- Wim Jonk_-- Philip Cocu_-- Edgar Davids_-- Dennis Bergkamp  _-- Ronald De Boer_-- Patrick Kluivert  ","-- Carlos Angel Roa_4 Javier Zanetti_2 Roberto Ayala_-- Roberto Sensini  _-- José Chamot  _10 Ariel Ortega  
 _14 Diego Pablo Simeone_-- Juan Sebastián Verón_-- Matias Jesús Almeyda_-- Gabriel Batistuta_-- Claudio Javier López  ",1998
19980707,Brazil,1,Netherlands,1,0,0,2,4,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Taffarel_6 Roberto Carlos_-- Leonardo Leonardo Da Araújo_-- Santos Aldair_-- Junior Baiano_-- José Ze Carlos  _-- Dunga_-- Carlos Cesar Sampaio  _-- Rivaldo_9 Ronaldo  _-- José Oliveira Bebeto,-- Edwin van der Sar_-- Frank De Boer_-- Arthur Numan_-- Jaap Stam_-- Michael Reiziger  _-- Wim Jonk_-- Philip Cocu_-- Edgar Davids  _-- Boudewijn Zenden_-- Dennis Bergkamp_-- Patrick Kluivert  ,1998
19980708,France,2,Croatia,1,0,0,0,3,1,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Fabien Barthez_-- Bixente Lizarazu_-- Laurent Blanc  _-- Lilian Thuram  
 _-- Marcel Desailly_-- Zinedine Zidane_-- Emmanuel Petit_-- Didier Deschamps_-- Stephane Guivarc`h_-- Christian Karembeu_-- Youri Djorkaeff",-- Drazen Ladic_-- Robert Jarni_-- Aljosa Asanovic  _-- Slaven Bilic_-- Dario Simic  _-- Igor Stimac_-- Mario Stanic  _-- Zvonimir Boban_-- Davor Suker  _-- Zvonimir Soldo_-- Goran Vlaovic,1998
19980711,Netherlands,1,Croatia,2,0,0,2,4,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Edwin van der Sar_-- Frank De Boer_-- Arthur Numan_-- Jaap Stam_-- Wim Jonk  _-- Philip Cocu_-- Edgar Davids  _-- Boudewijn Zenden  _-- Clarence Seedorf_-- Dennis Bergkamp_-- Patrick Kluivert,-- Drazen Ladic_-- Robert Jarni_-- Aljosa Asanovic  _-- Slaven Bilic_-- Igor Stimac  _-- Robert Prosinecki  _-- Mario Stanic  _-- Zvonimir Boban_-- Krunoslav Jurcic  _-- Davor Suker  _-- Zvonimir Soldo,1998
19980712,Brazil,0,France,3,0,0,1,3,0,1,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Taffarel_6 Roberto Carlos_2 Cafu_-- Leonardo Leonardo Da Araújo_-- Santos Aldair_-- Junior Baiano  _-- Dunga_-- Carlos Cesar Sampaio_-- Rivaldo_9 Ronaldo_-- José Oliveira Bebeto,"-- Fabien Barthez_-- Bixente Lizarazu_-- Lilian Thuram_-- Marcel Desailly  
 _-- Frank Leboeuf_-- Zinedine Zidane  
 _-- Emmanuel Petit  _-- Didier Deschamps  _-- Stephane Guivarc`h_-- Christian Karembeu  _-- Youri Djorkaeff",1998
19940617,Germany,1,Bolivia,0,0,0,3,4,0,1,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Bodo Illgner_-- Andreas Brehme_-- Juergen Kohler  _-- Lothar Matthäus_-- Karlheinz Riedle_-- Thomas Berthold_-- Thomas Hässler_-- Stefan Effenberg_-- Andreas Möller  _-- Matthias Sammer_-- Jürgen Klinsmann  
 _-- Jürgen Klinsmann  
 ",-- Carlos Trucco_-- Carlos Borja  _-- Gustavo Quinteros  _-- Miguel Rimba_-- Marco Sandy_-- Julio Baldivieso  _-- Luis Héctor Cristaldo_-- Erwin Sánchez_-- Milton Melgar_-- Luis Ramallo_-- Vladimir Soria  ,1994
19940617,Spain,2,South Korea,2,0,0,2,2,2,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,"-- Santiago Cañizares Ruiz_-- Fernando Hierro_-- Fernández Abelardo_-- Albert Ferrer_6 Miguel Ángel Nadal Homar  _-- Barjuan Sergi_-- Juan Goikoetxea  _-- Rafael Alkorta_-- Julio Salinas  _-- Luis Enrique Martínez  
 _-- Julen Guerrero López",-- In Choi_-- Hong Myung-Bo  _-- Pan Kim_-- Jung Park_-- Hong Shin_-- Joo Sung Kim  _-- Jung-Yoon Noh_-- Young Cho  _-- Joeng Ko_-- Sun Hwang_-- Young Lee,1994
19940618,Colombia,1,Romania,3,0,0,3,1,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Oscar Córdoba_-- Andrés Escobar_-- Luis Perea_-- Luis Herrera  _-- Wilson Pérez_-- Carlos Valderrama  _-- Freddy Rincón_-- Leonel Alvarez  _-- Gabriel Gómez_-- José Valencia  _-- Faustino Asprilla,"-- Bogdan Stelea_-- Dan Petrescu_-- Gheorghe Popescu_-- Gheorghe Mihali_-- Daniel Prodan_-- Gheorghe Hagi  _-- Ioan Lupescu_-- Ilie Dumitrescu_-- Miodrag Belodedicci_-- Dorinel Munteanu_-- Florin Raducioiu  
  ",1994
19940618,Italy,0,Republic of Ireland,1,0,0,0,3,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Gianluca Pagliuca_-- Franco Baresi_-- Alessandro Costacurta_-- Mauro Tassoti_-- Alberigo Evani_-- Paolo Maldini_-- Roberto Baggio_-- Roberto Donadoni_-- Dino Baggio_-- Demetrio Albertini_-- Giuseppe Signori,-- Pat Bonner_-- Phil Babb_-- Denis Irwin  _-- Andy Townsend_-- Terry Phelan  _-- Ray Houghton  _-- Steve Staunton_-- Paul McGrath_-- Tommy Coyne  _-- Roy Keane_-- John Sheridan,1994
19940618,United States,1,Switzerland,1,0,0,1,2,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.4,1.4,0.8,0.2,2.0,-- Tony Meola_-- Marcelo Balboa_-- Thomas Dooley_-- Christopher Kooiman_-- Alexi Lalas_-- Paul Caligiuri_-- Eric Wynalda  _-- Tab Ramos_-- Mike Sorber_-- John Harkes  _-- Ernie Stewart,-- Marco Pascolo_-- Alain Geiger_-- Dominique Herr  _-- Marc Hottiger_-- Yvan Quentin_-- Georges Bregy  _-- Alain Sutter_-- Christophe Ohrel_-- Ciriaco Sforza_-- Stephane Chapuisat_-- Thomas Bickel,1994
