Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_lineup,team2_lineup
20100619,Ghana,1,Australia,1,22,18,3,1,0,1,2,2,6,1,4,3,50%,50%,22 (6),8 (5),22 Richard Kingson_19 Lee Addy  _8 Jonathan Mensah  _2 Hans Sarpei_4 John Pantsil_21 Kwadwo Asamoah_23 Kevin-Prince Boateng_6 Anthony Annan  _3 Asamoah Gyan  _13 André Ayew_12 Prince Tagoe,1 Mark Schwarzer_3 Craig Moore  _2 Lucas Neill_21 David Carney_8 Luke Wilkshire_16 Carl Valeri_5 Jason Culina_14 Brett Holman  _23 Mark Bresciano_7 Brett Emerton_10 Harry Kewell  
20100619,Cameroon,1,Denmark,2,9,12,2,2,0,0,1,1,7,2,6,3,54%,46%,23 (8),13 (6),16 Souleymanou Hamidou_5 Sebastien Bassong  _3 Nicolas N'Koulou_2 Benoît Assou-Ekotto_19 Stéphane M'bia  _6 Alex Song_18 Eyong Enoh_8 Geremi_15 Pierre Webó_10 Achille Emana_9 Samuel Eto'o  ,1 Thomas Sorensen  _4 Daniel Agger_3 Simon Kjaer  _15 Simon Poulsen_6 Lars Jacobsen_10 Martin Jorgensen_2 Christian Poulsen_8 Jesper Gronkjaer_19 Dennis Rommedahl  _9 Jon Dahl Tomasson_11 Nicklas Bendtner  
20100620,Slovakia,0,Paraguay,2,14,18,3,1,0,0,3,0,3,1,1,3,51%,49%,6 (1),11 (5),1 Jan Mucha_21 Kornel Salata_3 Martin Skrtel_16 Jan Durica  _2 Peter Pekarik_17 Marek Hamsik_6 Zdeno Strba_8 Jan Kozak_9 Stanislav Sestak  _11 Robert Vittek_7 Vladimir Weiss  ,"1 Justo Villar_21 Antolín Alcaraz_14 Paulo Da Silva_3 Claudio Morel Rodríguez_6 Carlos Bonet_15 Victor Cáceres_16 Cristian Riveros  _13 Enrique Vera  
 _9 Roque Santa Cruz_18 Nelson Valdez_19 Lucas Barrios"
20100620,Italy,1,New Zealand,1,11,25,0,3,0,0,1,1,15,0,4,0,57%,43%,23 (7),3 (1),12 Federico Marchetti_4 Giorgio Chiellini_5 Fabio Cannavaro_3 Domenico Criscito_19 Gianluca Zambrotta_22 Riccardo Montolivo_6 Daniele De Rossi_15 Claudio Marchisio_7 Simone Pepe_11 Alberto Gilardino_9 Vincenzo Iaquinta  ,1 Mark Paston_6 Ryan Nelsen  _19 Tommy Smith  _4 Winston Reid_5 Ivan Vicelich_7 Simon Elliott_3 Tony Lochhead_11 Leo Bertos_14 Rory Fallon  _9 Shane Smeltz  _10 Chris Killen
20100620,Brazil,3,Ivory Coast,1,17,23,0,3,1,0,0,2,4,3,3,2,56%,44%,12 (6),10 (4),"1 Júlio César_4 Juan_3 Lúcio_6 Michel Bastos_2 Maicon_10 Kaká  
 _5 Felipe Melo_8 Gilberto Silva_9 Luis Fabiano  
 _11 Robinho_7 Elano  ",1 Boubacar Barry_5 Didier Zokora_4 Kolo Touré_17 Siaka Tiéné  _20 Guy Demel_19 Yaya Touré_9 Cheick Tioté  _21 Emmanuel Eboué_11 Didier Drogba  _8 Salomon Kalou_15 Aruna Dindane
20100621,Portugal,7,North Korea,0,18,3,2,2,0,0,2,3,5,1,4,3,55%,45%,26 (13),15 (4),"1 Eduardo_2 Bruno Alves_6 Ricardo Carvalho_23 Fábio Coentrão_13 Miguel_8 Pedro Mendes  _16 Raul Meireles  _19 Tiago  
 _18 Hugo Almeida  
 _11 Simão  _7 Cristiano Ronaldo  ",1 Ri Myong-Guk_3 Ri Jun-Il_5 Ri Kwang-Chon_13 Pak Chol-Jin  _8 Ji Yun-Nam_2 Cha Jong-Hyok_17 An Yong-Hak_4 Pak Nam-Chol_11 Mun In-Guk_10 Hong Yong-Jo  _9 Jong Tae-Se
20100621,Chile,1,Switzerland,0,19,26,6,3,0,1,9,0,5,3,5,0,58%,42%,20 (7),7 (1),1 Claudio Bravo_3 Waldo Ponce  _18 Gonzalo Jara_17 Gary Medel  _14 Matías Fernández  _6 Carlos Carmona  _8 Arturo Vidal_4 Mauricio Isla_9 Humberto Suazo  _15 Jean Beauséjour_7 Alexis Sánchez,1 Diego Benaglio_13 Stéphane Grichting_5 Steve von Bergen_17 Reto Ziegler_2 Stephan Lichtsteiner_6 Benjamin Huggel_8 Gökhan Inler  _16 Gelson Fernandes_11 Valon Behrami  _10 Blaise N'Kufo  _9 Alexander Frei
20100621,Spain,2,Honduras,0,9,19,0,2,0,0,1,7,12,2,3,0,57%,43%,22 (7),9 (0),"1 Iker Casillas_5 Carles Puyol_3 Gerard Piqué_11 Joan Capdevila_15 Sergio Ramos_8 Xavi_14 Xabi Alonso_16 Sergio Busquets_9 Fernando Torres_7 David Villa  
 _22 Jesús Navas",18 Noel Valladares_3 Maynor Figueroa_2 Osman Chávez_21 Emilio Izaguirre  _23 Sergio Mendoza_20 Amado Guevara_8 Wilson Palacios_19 Danilo Turcios  _13 Roger Espinoza_15 Walter Martínez_11 David Suazo
20100622,France,1,South Africa,2,10,12,1,0,1,0,6,3,3,5,2,6,50%,50%,10 (4),21 (10),1 Hugo Lloris_5 William Gallas_17 Sebastien Squillaci_22 Gaël Clichy_2 Bacary Sagna_8 Yoann Gourcuff  _19 Abou Diaby  _18 Alou Diarra_9 Djibril Cissé_7 Franck Ribéry_11 André-Pierre Gignac,1 Moeneeb Josephs_20 Bongani Khumalo  _4 Aaron Mokoena_3 Tsepo Masilela_5 Anele Ngcongca_23 Thanduyise Khuboni_6 MacBeth Sibaya_8 Siphiwe Tshabalala_10 Steven Pienaar_9 Katlego Mphela  _17 Bernard Parker
20100622,Mexico,0,Uruguay,1,20,13,2,1,0,0,2,0,6,7,1,4,59%,41%,11 (2),15 (5),1 Oscar Pérez_15 Héctor Moreno_2 Maza_3 Carlos Salcido_5 Ricardo Osorio_4 Rafael Márquez_18 Andrés Guardado_6 Gerardo Torrado_9 Guillermo Franco_10 Cuauhtémoc Blanco_17 Giovani dos Santos,1 Fernando Muslera_6 Mauricio Victorino_2 Diego Lugano_4 Jorge Fucile  _16 Maxi Pereira_10 Diego Forlán_17 Egidio Arévalo Ríos_15 Diego Pérez_9 Luis Suárez  _11 Álvaro Pereira_7 Edinson Cavani
20100622,Greece,0,Argentina,2,15,8,1,1,0,0,0,2,1,10,3,8,33%,67%,7 (3),22 (12),12 Alexandros Tzorvas_8 Avraam Papadopoulos_16 Sotirios Kyrgiakos_5 Vangelis Moras_15 Vasilis Torosidis_11 Loukas Vyntra_10 Georgios Karagounis_19 Sokratis Papastathopoulos_21 Kostas Katsouranis  _6 Alexandros Tziolis_7 Giorgos Samaras,22 Sergio Romero_4 Nicolás Burdisso_2 Martín Demichelis  _3 Clemente Rodríguez_15 Nicolás Otamendi_8 Juan Sebastián Verón_5 Mario Bolatti  _20 Maxi Rodríguez_19 Diego Milito_16 Sergio Agüero_10 Lionel Messi
20100622,Nigeria,2,South Korea,2,22,12,3,1,0,0,1,2,1,7,1,6,45%,55%,11 (4),16 (8),1 Vincent Enyeama  _6 Danny Shittu_2 Joseph Yobo_5 Rabiu Afolabi_17 Chidi Odiah_20 Dickson Etuhu_13 Ayila Yussuf  _12 Kalu Uche  _19 Chinedu Obasi  _8 Yakubu Aiyegbeni  _4 Nwankwo Kanu,18 Jung Sung-Ryong_14 Lee Jung-Soo  _4 Cho Yong-Hyung_12 Lee Young-Pyo_22 Cha Du-Ri_16 Ki Sung-Yueng_8 Kim Jung-Woo_7 Park Ji-Sung_17 Lee Chung-Yong_10 Park Chu-Young  _19 Ki-Hun Yeom
20100623,Slovenia,0,England,1,19,20,3,1,0,0,1,1,2,11,3,7,45%,55%,13 (6),13 (8),1 Samir Handanovic_5 Bostjan Cesar_4 Marko Suler_13 Bojan Jokic  _2 Miso Brecko_18 Aleksandar Radosavljevic_8 Robert Koren_17 Andraz Kirm_10 Valter Birsa  _11 Milivoje Novakovic_9 Zlatan Ljubijankic,1 David James_15 Matthew Upson_6 John Terry_3 Ashley Cole_2 Glen Johnson  _8 Frank Lampard_14 Gareth Barry_4 Steven Gerrard_16 James Milner_19 Jermain Defoe  _10 Wayne Rooney
20100623,United States,1,Algeria,0,11,21,2,3,0,1,1,4,4,6,7,3,51%,49%,22 (10),19 (4),1 Tim Howard_12 Jonathan Bornstein_15 Jay DeMerit_3 Carlos Bocanegra_6 Steve Cherundolo_19 Maurice Edu_4 Michael Bradley_8 Clint Dempsey_10 Landon Donovan  _9 Herculez Gomez_17 Jozy Altidore  ,"23 Rais M'Bolhi_4 Antar Yahia  
 _5 Rafik Halliche_3 Nadir Belhadj_2 Madjid Bouguerra_19 Hassan Yebda  _8 Medhi Lacen  _13 Karim Matmour_15 Karim Ziani_21 Foued Kadir_11 Rafik Djebbour"
20100623,Australia,2,Serbia,1,25,10,3,2,0,0,1,7,5,6,5,5,45%,55%,17 (7),23 (6),1 Mark Schwarzer_2 Lucas Neill_6 Michael Beauchamp  _21 David Carney_8 Luke Wilkshire  _5 Jason Culina_16 Carl Valeri_23 Mark Bresciano_7 Brett Emerton  _9 Joshua Kennedy_4 Tim Cahill  ,1 Vladimir Stojkovic_13 Aleksandar Lukovic  _5 Nemanja Vidic_16 Ivan Obradovic_6 Branislav Ivanovic_10 Dejan Stankovic_22 Zdravko Kuzmanovic_18 Milos Ninkovic  _14 Milan Jovanovic_17 Milos Krasic_15 Nikola Zigic
20100623,Ghana,0,Germany,1,11,5,1,1,0,0,3,4,4,7,2,5,45%,55%,17 (5),13 (6),22 Richard Kingson_5 John Mensah_8 Jonathan Mensah_2 Hans Sarpei_4 John Pantsil_21 Kwadwo Asamoah_23 Kevin-Prince Boateng_6 Anthony Annan_3 Asamoah Gyan_13 André Ayew  _12 Prince Tagoe,1 Manuel Neuer_3 Arne Friedrich_17 Per Mertesacker_20 Jérôme Boateng_16 Philipp Lahm_8 Mesut Özil  _7 Bastian Schweinsteiger_6 Sami Khedira_19 Cacau_10 Lukas Podolski_13 Thomas Müller  
20100624,Paraguay,0,New Zealand,0,13,19,2,1,0,0,0,2,2,0,4,0,58%,42%,17 (5),4 (0),1 Justo Villar_14 Paulo Da Silva_5 Julio César Cáceres_3 Claudio Morel Rodríguez_4 Denis Caniza_16 Cristian Riveros_15 Victor Cáceres  _18 Nelson Valdez_13 Enrique Vera_9 Roque Santa Cruz  _7 Óscar Cardozo,1 Mark Paston_6 Ryan Nelsen  _19 Tommy Smith_4 Winston Reid_5 Ivan Vicelich_7 Simon Elliott_3 Tony Lochhead_11 Leo Bertos_14 Rory Fallon_9 Shane Smeltz_10 Chris Killen
20100624,Slovakia,3,Italy,2,20,17,4,4,0,0,1,3,6,3,1,3,50%,50%,12 (4),16 (6),"1 Jan Mucha  _16 Jan Durica_3 Martin Skrtel_5 Radoslav Zabavnik_2 Peter Pekarik  _17 Marek Hamsik_6 Zdeno Strba  _8 Jan Kozak_19 Juraj Kucka_11 Robert Vittek  
  _18 Erik Jendrisek_15 Miroslav Stoch",12 Federico Marchetti_4 Giorgio Chiellini  _5 Fabio Cannavaro  _3 Domenico Criscito_19 Gianluca Zambrotta_6 Daniele De Rossi_8 Gennaro Gattuso_22 Riccardo Montolivo_9 Vincenzo Iaquinta_10 Antonio Di Natale  _7 Simone Pepe  
20100624,Cameroon,1,Netherlands,2,18,15,2,3,0,0,3,6,6,1,2,5,51%,49%,15 (3),15 (8),16 Souleymanou Hamidou_19 Stéphane M'bia  _3 Nicolas N'Koulou  _2 Benoît Assou-Ekotto_8 Geremi_6 Alex Song_14 Aurélien Chedjou_11 Jean Makoun_12 Gaëtan Bong_7 Landry N'Guemo_9 Samuel Eto'o  _13 Maxim Choupo-Moting,1 Maarten Stekelenburg_4 Joris Mathijsen_3 John Heitinga_5 Giovanni Van Bronckhorst  _12 Khalid Boulahrouz_10 Wesley Sneijder_6 Mark Van Bommel_8 Nigel de Jong_9 Robin van Persie  _23 Rafael Van der Vaart  _7 Dirk Kuyt  
20100624,Denmark,1,Japan,3,23,10,3,2,0,0,0,5,7,2,5,6,56%,44%,19 (7),15 (10),1 Thomas Sorensen_4 Daniel Agger_13 Per Kroldrup  _15 Simon Poulsen_6 Lars Jacobsen_2 Christian Poulsen  _12 Thomas Kahlenberg_10 Martin Jorgensen_11 Nicklas Bendtner  _19 Dennis Rommedahl_9 Jon Dahl Tomasson  ,"21 Eiji Kawashima_4 Marcus Tulio Tanaka_22 Yuji Nakazawa_5 Yuto Nagatomo  _3 Yuichi Komano_2 Yuki Abe_7 Yasuhito Endo  
 _17 Makoto Hasebe_18 Keisuke Honda  _16 Yoshito Okubo_8 Daisuke Matsui"
20100625,North Korea,0,Ivory Coast,3,13,16,0,0,0,0,2,4,0,7,4,7,39%,61%,8 (4),28 (15),1 Ri Myong-Guk_3 Ri Jun-Il_5 Ri Kwang-Chon_13 Pak Chol-Jin_8 Ji Yun-Nam_2 Cha Jong-Hyok_17 An Yong-Hak_4 Pak Nam-Chol_11 Mun In-Guk_9 Jong Tae-Se_10 Hong Yong-Jo,1 Boubacar Barry_5 Didier Zokora_4 Kolo Touré_3 Arthur Boka_21 Emmanuel Eboué_19 Yaya Touré  _13 Romaric  _9 Cheick Tioté_11 Didier Drogba_18 Kader Keita_10 Gervinho
20100625,Portugal,0,Brazil,0,11,18,4,3,0,0,2,0,4,7,3,5,39%,61%,13 (3),19 (5),1 Eduardo_2 Bruno Alves_6 Ricardo Carvalho_23 Fábio Coentrão  _21 Ricardo Costa_15 Pepe  _16 Raul Meireles_19 Tiago  _7 Cristiano Ronaldo_5 Duda  _10 Danny,1 Júlio César_4 Juan  _3 Lúcio_6 Michel Bastos_2 Maicon_19 Júlio Baptista_5 Felipe Melo  _8 Gilberto Silva_9 Luis Fabiano  _21 Nilmar_13 Dani Alves
20100625,Chile,1,Spain,2,21,13,2,0,1,0,3,1,3,4,1,0,41%,59%,9 (4),9 (3),"1 Claudio Bravo_3 Waldo Ponce  _18 Gonzalo Jara_17 Gary Medel  _8 Arturo Vidal_13 Marco Estrada  
 _11 Mark González_4 Mauricio Isla_10 Jorge Valdivia_15 Jean Beauséjour_7 Alexis Sánchez",1 Iker Casillas_5 Carles Puyol_3 Gerard Piqué_11 Joan Capdevila_15 Sergio Ramos_14 Xabi Alonso_16 Sergio Busquets_8 Xavi_9 Fernando Torres_7 David Villa  _6 Andrés Iniesta  
20100625,Switzerland,0,Honduras,0,12,17,1,4,0,0,2,9,5,3,5,1,56%,44%,17 (5),8 (2),1 Diego Benaglio_13 Stéphane Grichting_5 Steve von Bergen_17 Reto Ziegler_2 Stephan Lichtsteiner_8 Gökhan Inler_6 Benjamin Huggel_16 Gelson Fernandes  _7 Tranquillo Barnetta_10 Blaise N'Kufo_19 Eren Derdiyok,18 Noel Valladares_5 Víctor Bernárdez_2 Osman Chávez  _3 Maynor Figueroa_16 Mauricio Sabillón_6 Hendry Thomas  _8 Wilson Palacios  _7 Ramón Núñez_17 Edgar Álvarez_11 David Suazo  _10 Jerry Palacios
20100626,Uruguay,2,South Korea,1,12,12,0,3,0,0,1,0,3,3,5,3,45%,55%,14 (8),15 (5),"1 Fernando Muslera_3 Diego Godín_2 Diego Lugano_4 Jorge Fucile_16 Maximiliano Pereira_10 Diego Forlán_17 Egidio Arévalo Ríos_15 Diego Pérez_9 Luis Suárez  
 _11 Álvaro Pereira_7 Edinson Cavani",18 Jung Sung-Ryong_14 Lee Jung-Soo_4 Cho Yong-Hyung  _12 Lee Young-Pyo_22 Cha Du-Ri  _8 Kim Jung-Woo  _16 Ki Sung-Yueng_7 Park Ji-Sung_17 Lee Chung-Yong  _10 Park Chu-Young_13 Kim Jae-Sung
20100626,United States,1,Ghana,2,11,19,3,2,0,0,1,4,5,4,5,4,51%,49%,20 (6),16 (6),1 Tim Howard_3 Carlos Bocanegra  _15 Jay DeMerit_12 Jonathan Bornstein_6 Steve Cherundolo  _13 Ricardo Clark  _4 Michael Bradley_8 Clint Dempsey_10 Landon Donovan  _20 Robbie Findley_17 Jozy Altidore,22 Richard Kingson_5 John Mensah_8 Jonathan Mensah  _2 Hans Sarpei_4 John Pantsil_21 Kwadwo Asamoah_23 Kevin-Prince Boateng  _6 Anthony Annan_3 Asamoah Gyan  _13 André Ayew  _7 Samuel Inkoom
20100627,Germany,4,England,1,7,6,1,1,0,0,4,2,4,6,2,6,48%,52%,17 (7),19 (9),"1 Manuel Neuer_3 Arne Friedrich  _17 Per Mertesacker_20 Jérôme Boateng_16 Philipp Lahm_8 Mesut Özil_7 Bastian Schweinsteiger_6 Sami Khedira_11 Miroslav Klose  _10 Lukas Podolski  _13 Thomas Müller  
 ",1 David James_15 Matthew Upson  _6 John Terry_3 Ashley Cole_2 Glen Johnson  _14 Gareth Barry_8 Frank Lampard_4 Steven Gerrard_16 James Milner_19 Jermain Defoe_10 Wayne Rooney
20100627,Argentina,3,Mexico,1,11,26,0,1,0,0,1,2,2,5,3,3,51%,49%,11 (6),16 (6),"22 Sergio Romero_4 Nicolás Burdisso_2 Martín Demichelis_14 Javier Mascherano_6 Gabriel Heinze_15 Nicolás Otamendi_10 Lionel Messi_7 Ángel Di María_20 Maxi Rodríguez_9 Gonzalo Higuaín  _11 Carlos Tevez  
 ",1 Oscar Pérez_2 Maza_5 Ricardo Osorio_3 Carlos Salcido_16 Efraín Juárez_6 Gerardo Torrado_18 Andrés Guardado_4 Rafael Márquez  _14 Javier Hernández  _21 Adolfo Bautista_17 Giovani Dos Santos
20100628,Netherlands,2,Slovakia,1,17,19,2,3,0,0,2,3,5,2,7,2,52%,48%,16 (9),12 (3),"1 Maarten Stekelenburg  _4 Joris Mathijsen_3 John Heitinga_5 Giovanni Van Bronckhorst_2 Gregory van der Wiel_10 Wesley Sneijder  _8 Nigel de Jong_6 Mark Van Bommel_9 Robin van Persie_7 Dirk Kuyt_11 Arjen Robben  
 ",1 Jan Mucha_16 Jan Durica_3 Martin Skrtel  _5 Radoslav Zabavnik_2 Peter Pekarik_18 Erik Jendrisek_17 Marek Hamsik_19 Juraj Kucka  _11 Robert Vittek  _15 Miroslav Stoch_7 Vladimir Weiss
20100628,Brazil,3,Chile,0,14,18,2,3,0,0,1,1,8,6,3,1,50%,50%,17 (6),15 (3),1 Júlio César_4 Juan  _3 Lúcio_6 Michel Bastos_2 Maicon_10 Kaká  _18 Ramires  _8 Gilberto Silva_9 Luis Fabiano  _11 Robinho  _13 Dani Alves,1 Claudio Bravo_2 Ismael Fuentes  _5 Pablo Contreras_18 Gonzalo Jara_8 Arturo Vidal  _6 Carlos Carmona_15 Jean Beauséjour_4 Mauricio Isla_9 Humberto Suazo_11 Mark González_7 Alexis Sánchez
20100629,Paraguay,0,Japan,0,26,29,1,4,0,0,1,1,6,5,6,2,58%,42%,18 (6),16 (6),1 Justo Villar_21 Antolín Alcaraz_14 Paulo Da Silva_3 Claudio Morel Rodríguez_6 Carlos Bonet_20 Néstor Ortigoza_16 Cristian Riveros  _13 Enrique Vera_19 Lucas Barrios_10 Edgar Benítez_9 Roque Santa Cruz,21 Eiji Kawashima_4 Marcus Tulio Tanaka_22 Yuji Nakazawa_5 Yuto Nagatomo  _3 Yuichi Komano_2 Yuki Abe_7 Yasuhito Endo  _17 Makoto Hasebe_18 Keisuke Honda  _16 Yoshito Okubo_8 Daisuke Matsui  
20100629,Spain,1,Portugal,0,13,18,1,1,0,1,0,3,6,3,7,3,61%,39%,19 (10),9 (3),1 Iker Casillas_5 Carles Puyol_3 Gerard Piqué_11 Joan Capdevila_15 Sergio Ramos_16 Sergio Busquets_14 Xabi Alonso  _8 Xavi_9 Fernando Torres_7 David Villa  _6 Andrés Iniesta,1 Eduardo_2 Bruno Alves_6 Ricardo Carvalho_23 Fábio Coentrão_21 Ricardo Costa  _15 Pepe_16 Raul Meireles_19 Tiago  _18 Hugo Almeida_11 Simão_7 Cristiano Ronaldo
20100702,Netherlands,2,Brazil,1,20,20,4,1,0,1,2,2,4,8,3,3,51%,49%,11 (5),15 (4),"1 Maarten Stekelenburg_13 Andre Ooijer  _4 Joris Mathijsen_3 John Heitinga  _5 Giovanni Van Bronckhorst_2 Gregory van der Wiel  _10 Wesley Sneijder  
 _8 Nigel de Jong  _6 Mark Van Bommel_9 Robin van Persie_7 Dirk Kuyt_11 Arjen Robben",1 Júlio César_4 Juan_3 Lúcio_6 Michel Bastos  _2 Maicon_10 Kaká_5 Felipe Melo  _8 Gilberto Silva_9 Luis Fabiano_11 Robinho  _13 Dani Alves
20100702,Uruguay,1,Ghana,1,23,23,3,3,1,0,6,1,12,8,4,7,48%,52%,19 (7),30 (10),,
20100703,Argentina,0,Germany,4,20,14,2,1,0,0,5,0,5,4,2,7,53%,47%,20 (7),18 (6),,
20100703,Paraguay,0,Spain,1,25,12,4,2,0,0,2,1,1,7,4,3,40%,60%,9 (4),16 (6),1 Justo Villar_21 Antolín Alcaraz  _14 Paulo Da Silva_3 Claudio Morel Rodríguez  _2 Darío Verón_16 Cristian Riveros_15 Victor Cáceres  _11 Jonathan Santana  _8 Édgar Barreto_7 Óscar Cardozo_18 Nelson Valdez,1 Iker Casillas_5 Carles Puyol_3 Gerard Piqué  _11 Joan Capdevila_15 Sergio Ramos_16 Sergio Busquets  _14 Xabi Alonso_8 Xavi_9 Fernando Torres_7 David Villa  _6 Andrés Iniesta
20100706,Uruguay,2,Netherlands,3,15,16,2,3,0,0,4,5,4,5,3,4,47%,53%,12 (6),11 (7),"1 Fernando Muslera_3 Diego Godín_6 Mauricio Victorino_22 Martín Cáceres  _16 Maximiliano Pereira  
 _5 Walter Gargano_17 Egidio Arévalo Ríos_11 Álvaro Pereira_15 Diego Pérez_7 Edinson Cavani_10 Diego Forlán  ","1 Maarten Stekelenburg_4 Joris Mathijsen_3 John Heitinga_5 Giovanni Van Bronckhorst  _12 Khalid Boulahrouz  _10 Wesley Sneijder  
 _14 Demy De Zeeuw_6 Mark Van Bommel  _9 Robin van Persie_7 Dirk Kuyt_11 Arjen Robben  "
20100707,Germany,0,Spain,1,9,7,0,0,0,0,2,1,6,7,4,2,49%,51%,5 (2),13 (5),,
20100710,Uruguay,2,Germany,3,13,11,1,3,0,0,2,3,6,12,4,4,47%,53%,16 (7),18 (7),,
20100711,Netherlands,0,Spain,1,28,19,8,5,1,0,7,6,6,8,5,5,43%,57%,13 (5),19 (6),,
20060609,Germany,4,Costa Rica,2,11,11,0,1,0,0,3,3,7,3,0,0,57%,43%,24 (11),4 (3),"1 Jens Lehmann_21 Christoph Metzelder_3 Arne Friedrich_16 Philip Lahm  _17 Per Mertesacker_8 Torsten Frings  _19 Bernd Schneider_7 Bastian Schweinsteiger_18 Tim Borowski_11 Miroslav Klose  
 _20 Lukas Podolski","18 Jose Francisco Hidalgo Porras_5 Gilberto Martinez_4 Michael Corrales Umana_12 Leonardo Gonzalez_3 Luis Marín_10 Walter Centeno_8 Mauricio Solis_6 Danny Bravo Fonseca  _20 Douglas Esteban Solano Sequeira_9 Paulo Wanchope  
 _11 Ronald Gomez"
20060609,Poland,0,Ecuador,2,8,16,1,2,0,0,3,2,11,2,0,0,54%,46%,12 (6),12 (8),1 Artur Boruc_6 Jacek Bak_4 Marcin Baszczynski_14 Michal Zewlakow_2 Mariusz Jop_8 Jacek Krzynowek_16 Arkadiusz Radomski_15 Ebi Smolarek  _10 Miroslaw Szymkowiak_7 Radoslaw Sobolewski_9 Maciej Zurawski,12 Cristian Rafael Medrano Mora_4 Ulises De la Cruz_3 Ivan Jacinto Angulo Hurtado  _17 Geovanny Espinoza_18 Neicer Reasco_20 Edwin Rolando Montano Tenorio_8 Edison Vicente Mendez Mendez  _16 Antonio Valencia_14 Segundo Castillo_11 Agustin Delgado  _21 Carlos Vicente Medina Tenorio  
20060610,England,1,Paraguay,0,13,11,2,1,0,0,5,3,6,1,0,0,56%,44%,14 (6),16 (4),1 Paul Robinson_5 Rio Ferdinand_3 Ashley Cole_2 Gary Neville_6 John Terry_4 Steven Gerrard  _11 Joe Cole_7 David Beckham_8 Frank Lampard_21 Peter Crouch  _10 Michael Owen,1 Justo Villar_3 Delio Toledo_4 Carlos Gamarra   OG_21 Denis Ramon Caniza_5 Julio Cesar Caceres_13 Carlos Paredes_10 Roberto Acuña_6 Carlos Bonet_16 Cristian Riveros_9 Roque Santa Cruz_18 Nelson Haedo Valdez  
20060610,Trinidad and Tobago,0,Sweden,0,10,8,2,1,1,0,1,2,1,8,1,0,46%,54%,6 (1),25 (6),"1 Shaka Hislop_6 Dennis Lawrence_3 Avery John  
 _5 Brent Sancho_8 Cyd Gray_11 Carlos Edwards_7 Chris Birchall_18 Densill Theobald_14 Stern John_19 Dwight Yorke  _12 Collin Samuel",23 Rami Shaaban_5 Erik Edman_4 Teddy Lucic_3 Olof Mellberg_7 Niclas Alexandersson_9 Freddie Ljungberg_21 Christian Wilhelmsson_6 Tobias Linderoth_8 Anders Svensson_11 Henrik Larsson  _10 Zlatan Ibrahimovic
20060610,Argentina,2,Ivory Coast,1,13,14,3,2,0,0,7,0,3,6,0,0,60%,40%,8 (4),19 (8),"1 Roberto Abbondanzieri_6 Gabriel Heinze  _2 Roberto Ayala_21 Nicolás Burdisso_3 Juan Pablo Sorin_10 Juan Román Riquelme_5 Esteban Cambiasso_18 Maxi Rodríguez_8 Javier Mascherano_9 Hernán Crespo  _7 Javier Saviola  
 ","1 Jean-Jacques Tizie_12 Abdoulaye Meite_4 Kolo Touré_21 Emmanuel Eboué  _3 Arthur Boka_8 Bonaventure Kalou_5 Didier Zokora_2 Kanga Akale_19 Yaya Touré_18 Abdulkader Keita_11 Didier Drogba  
 "
20060611,Serbia & Montenegro,0,Netherlands,1,14,22,4,2,0,0,2,3,6,4,7,8,43%,57%,10 (4),19 (11),1 Dragoslav Jevric_20 Mladen Krstajic_6 Goran Gavrancic  _3 Ivica Dragutinovic  _14 Nenad Djordjevic_10 Dejan Stankovic  _11 Predrag Djordjevic_4 Ihor Duljaj_17 Albert Nadj_9 Savo Milosevic_8 Mateja Kezman,1 Edwin van der Sar_5 Giovanni Van Bronckhorst  _14 John Heitinga  _13 Andre Ooijer_4 Joris Mathijsen_18 Mark Van Bommel_8 Phillip Cocu_20 Wesley Sneijder_9 Ruud van Nistelrooy_11 Arjen Robben  _17 Robin van Persie
20060611,Mexico,3,Iran,1,22,19,2,1,0,0,1,2,6,5,6,4,53%,47%,8 (5),7 (5),"1 Oswaldo Javier Ibarra Sanchez_4 Rafael Márquez_14 Gonzalo Pineda_5 Ricardo Mendoza Osorio_16 Mario Mendez_3 Carlos Salcido  _6 Gerardo Torrado  _8 Pavel Segura Pardo_9 Jared Francisco Echavarria Borgetti_10 Guillermo Franco_19 Omar Bravo  
 ",1 Ebrahim Mirzapour_4 Yahya Golmohammadi  _5 Rahman Rezaei_20 Mohammad Nosrati_13 Hossein Kaebi_8 Ali Karimi_2 Mehdi Mahdavikia_6 Javad Nekounam  _14 Andranik Teymourian_10 Ali Daei_9 Vahid Hashemian
