,name,link,age,value
59,Yong-Gi Ryang,https://www.transfermarkt.co.uk/yong-gi-ryang/profil/spieler/68381,27,£113k  
60,Kum-Il Kim,https://www.transfermarkt.co.uk/kum-il-kim/profil/spieler/86296,21, 
61,Tu-Yong Chae,https://www.transfermarkt.co.uk/tu-yong-chae/profil/spieler/545092,19, 
62,Kwang-Ryong Pak,https://www.transfermarkt.co.uk/kwang-ryong-pak/profil/spieler/181882,16, 
63,Kum-Chol Choe,https://www.transfermarkt.co.uk/kum-chol-choe/profil/spieler/86293,22, 
64,Justo Villar,https://www.transfermarkt.co.uk/justo-villar/profil/spieler/38811,32,£1.62m  
65,Diego Barreto,https://www.transfermarkt.co.uk/diego-barreto/profil/spieler/55858,27,£225k  
66,Paulo da Silva,https://www.transfermarkt.co.uk/paulo-da-silva/profil/spieler/38800,29,£3.60m  
67,Julio Cáceres,https://www.transfermarkt.co.uk/julio-caceres/profil/spieler/18733,29,£2.16m  
68,Julio Manzur,https://www.transfermarkt.co.uk/julio-manzur/profil/spieler/39574,28,£1.62m  
69,Marcos Cáceres,https://www.transfermarkt.co.uk/marcos-caceres/profil/spieler/55910,23,£900k  
70,Gustavo Mencia,https://www.transfermarkt.co.uk/gustavo-mencia/profil/spieler/139438,21, 
71,Claudio Morel,https://www.transfermarkt.co.uk/claudio-morel/profil/spieler/7924,31,£2.25m  
72,Marcos Pereira,https://www.transfermarkt.co.uk/marcos-pereira/profil/spieler/181142,24, 
73,Denis Caniza,https://www.transfermarkt.co.uk/denis-caniza/profil/spieler/38786,34,£788k  
74,Jorge Moreira,https://www.transfermarkt.co.uk/jorge-moreira/profil/spieler/139439,19, 
75,Cristian Riveros,https://www.transfermarkt.co.uk/cristian-riveros/profil/spieler/37713,26,£1.80m  
76,Eduardo Ledesma,https://www.transfermarkt.co.uk/eduardo-ledesma/profil/spieler/54579,23,£900k  
77,Osmar Molinas,https://www.transfermarkt.co.uk/osmar-molinas/profil/spieler/82803,22, 
78,Édgar Barreto,https://www.transfermarkt.co.uk/edgar-barreto/profil/spieler/16120,24,£2.25m  
79,Jonathan Santana,https://www.transfermarkt.co.uk/jonathan-santana/profil/spieler/20000,27,£1.44m  
80,Sergio Aquino,https://www.transfermarkt.co.uk/sergio-aquino/profil/spieler/63113,29, 
81,Marcos Riveros,https://www.transfermarkt.co.uk/marcos-riveros/profil/spieler/100252,20, 
82,Marcelo Estigarribia,https://www.transfermarkt.co.uk/marcelo-estigarribia/profil/spieler/76329,21,£720k  
83,Edgar Benítez,https://www.transfermarkt.co.uk/edgar-benitez/profil/spieler/90147,21,£1.80m  
84,Hernán Pérez,https://www.transfermarkt.co.uk/hernan-perez/profil/spieler/73636,20, 
85,Rodolfo Gamarra,https://www.transfermarkt.co.uk/rodolfo-gamarra/profil/spieler/102277,20, 
86,Óscar Cardozo,https://www.transfermarkt.co.uk/oscar-cardozo/profil/spieler/45865,26,£7.20m  
87,Lucas Barrios,https://www.transfermarkt.co.uk/lucas-barrios/profil/spieler/58516,24,£2.16m  
88,Jorge Achucarro,https://www.transfermarkt.co.uk/jorge-achucarro/profil/spieler/63074,27,£1.35m  
89,Pablo Velázquez,https://www.transfermarkt.co.uk/pablo-velazquez/profil/spieler/84282,22, 
90,Aldo Bobadilla,https://www.transfermarkt.co.uk/aldo-bobadilla/profil/spieler/30775,33,£675k  
91,Víctor Centurión,https://www.transfermarkt.co.uk/victor-centurion/profil/spieler/73615,23, 
92,Antolín Alcaraz,https://www.transfermarkt.co.uk/antolin-alcaraz/profil/spieler/14259,26,£2.25m  
93,Darío Verón,https://www.transfermarkt.co.uk/dario-veron/profil/spieler/51078,29,£1.80m  
94,Pedro Benítez,https://www.transfermarkt.co.uk/pedro-benitez/profil/spieler/28877,28,£1.58m  
95,Adalberto Román,https://www.transfermarkt.co.uk/adalberto-roman/profil/spieler/73642,22, 
96,Luis Cabral,https://www.transfermarkt.co.uk/luis-cabral/profil/spieler/183033,25, 
97,Aureliano Torres,https://www.transfermarkt.co.uk/aureliano-torres/profil/spieler/54495,27,£2.16m  
98,Carlos Bonet,https://www.transfermarkt.co.uk/carlos-bonet/profil/spieler/38783,31,£1.35m  
99,César Benítez,https://www.transfermarkt.co.uk/cesar-benitez/profil/spieler/127812,19, 
100,Edgar Robles,https://www.transfermarkt.co.uk/edgar-robles/profil/spieler/73641,31, 
101,Enrique Vera,https://www.transfermarkt.co.uk/enrique-vera/profil/spieler/61898,30,£1.35m  
102,Víctor Cáceres,https://www.transfermarkt.co.uk/victor-caceres/profil/spieler/63076,24,£540k  
103,Osvaldo Hobecker,https://www.transfermarkt.co.uk/osvaldo-hobecker/profil/spieler/107323,25, 
104,Néstor Ortigoza,https://www.transfermarkt.co.uk/nestor-ortigoza/profil/spieler/26726,24,£2.07m  
105,Osvaldo Martínez,https://www.transfermarkt.co.uk/osvaldo-martinez/profil/spieler/73630,23,£900k  
106,Rodrigo Rojas,https://www.transfermarkt.co.uk/rodrigo-rojas/profil/spieler/84340,21, 
107,Nelson Romero,https://www.transfermarkt.co.uk/nelson-romero/profil/spieler/68148,24, 
108,Marcos Melgarejo,https://www.transfermarkt.co.uk/marcos-melgarejo/profil/spieler/100248,22, 
109,Juan Iturbe,https://www.transfermarkt.co.uk/juan-iturbe/profil/spieler/81455,16,£45k  
110,José Núñez,https://www.transfermarkt.co.uk/jose-nunez/profil/spieler/139440,20, 
111,Roque Santa Cruz,https://www.transfermarkt.co.uk/roque-santa-cruz/profil/spieler/215,27,£9.00m  
112,Nelson Valdez,https://www.transfermarkt.co.uk/nelson-valdez/profil/spieler/2050,25,£4.05m  
113,Dante López,https://www.transfermarkt.co.uk/dante-lopez/profil/spieler/18535,25,£1.62m  
114,Néstor Ayala,https://www.transfermarkt.co.uk/nestor-ayala/profil/spieler/56894,26,£1.35m  
115,Guillermo Beltrán,https://www.transfermarkt.co.uk/guillermo-beltran/profil/spieler/100242,25, 
116,Robert Green,https://www.transfermarkt.co.uk/robert-green/profil/spieler/11680,29,£7.20m  
117,Paul Robinson,https://www.transfermarkt.co.uk/paul-robinson/profil/spieler/3630,29,£4.14m  
118,Ben Foster,https://www.transfermarkt.co.uk/ben-foster/profil/spieler/13572,26,£2.70m  
119,John Terry,https://www.transfermarkt.co.uk/john-terry/profil/spieler/3160,28,£31.50m  
120,Joleon Lescott,https://www.transfermarkt.co.uk/joleon-lescott/profil/spieler/4241,26,£15.30m  
121,Wes Brown,https://www.transfermarkt.co.uk/wes-brown/profil/spieler/3405,29,£8.10m  
122,Michael Dawson,https://www.transfermarkt.co.uk/michael-dawson/profil/spieler/9988,25,£6.30m  
123,Ryan Shawcross,https://www.transfermarkt.co.uk/ryan-shawcross/profil/spieler/45861,21,£3.33m  
124,Wayne Bridge,https://www.transfermarkt.co.uk/wayne-bridge/profil/spieler/3682,28,£6.75m  
125,Stephen Warnock,https://www.transfermarkt.co.uk/stephen-warnock/profil/spieler/3308,27,£4.59m  
126,Michael Carrick,https://www.transfermarkt.co.uk/michael-carrick/profil/spieler/3878,27,£23.40m  
127,Tom Huddlestone,https://www.transfermarkt.co.uk/tom-huddlestone/profil/spieler/13465,22,£5.85m  
128,Frank Lampard,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163,31,£40.50m  
129,James Milner,https://www.transfermarkt.co.uk/james-milner/profil/spieler/3333,23,£11.70m  
130,David Beckham,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139,34,£8.10m  
131,Stewart Downing,https://www.transfermarkt.co.uk/stewart-downing/profil/spieler/4063,24,£9.90m  
132,Aaron Lennon,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221,22,£13.50m  
133,Shaun Wright-Phillips,https://www.transfermarkt.co.uk/shaun-wright-phillips/profil/spieler/3467,27,£11.70m  
134,Wayne Rooney,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,23,£37.80m  
135,Darren Bent,https://www.transfermarkt.co.uk/darren-bent/profil/spieler/13239,25,£10.80m  
136,Carlton Cole,https://www.transfermarkt.co.uk/carlton-cole/profil/spieler/3179,25,£6.30m  
137,Joe Hart,https://www.transfermarkt.co.uk/joe-hart/profil/spieler/40204,22,£5.85m  
138,David James,https://www.transfermarkt.co.uk/david-james/profil/spieler/3646,38,£3.15m  
139,Rio Ferdinand,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235,30,£31.50m  
140,Jamie Carragher,https://www.transfermarkt.co.uk/jamie-carragher/profil/spieler/3597,31,£17.10m  
141,Ledley King,https://www.transfermarkt.co.uk/ledley-king/profil/spieler/3360,28,£8.55m  
142,Matthew Upson,https://www.transfermarkt.co.uk/matthew-upson/profil/spieler/3273,30,£8.10m  
143,Gary Cahill,https://www.transfermarkt.co.uk/gary-cahill/profil/spieler/27511,23,£4.68m  
144,Ashley Cole,https://www.transfermarkt.co.uk/ashley-cole/profil/spieler/3182,28,£19.80m  
145,Leighton Baines,https://www.transfermarkt.co.uk/leighton-baines/profil/spieler/13507,24,£5.85m  
146,Glen Johnson,https://www.transfermarkt.co.uk/glen-johnson/profil/spieler/3881,24,£9.90m  
147,Gareth Barry,https://www.transfermarkt.co.uk/gareth-barry/profil/spieler/3291,28,£16.65m  
148,Steven Gerrard,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109,29,£45.00m  
149,Jermaine Jenas,https://www.transfermarkt.co.uk/jermaine-jenas/profil/spieler/3461,26,£11.70m  
150,Scott Parker,https://www.transfermarkt.co.uk/scott-parker/profil/spieler/3785,28,£8.55m  
151,Ashley Young,https://www.transfermarkt.co.uk/ashley-young/profil/spieler/14086,23,£17.10m  
152,Joe Cole,https://www.transfermarkt.co.uk/joe-cole/profil/spieler/3876,27,£18.90m  
153,Theo Walcott,https://www.transfermarkt.co.uk/theo-walcott/profil/spieler/33713,20,£11.70m  
154,Adam Johnson,https://www.transfermarkt.co.uk/adam-johnson/profil/spieler/31579,21,£1.89m  
155,Jermain Defoe,https://www.transfermarkt.co.uk/jermain-defoe/profil/spieler/3875,26,£12.15m  
156,Peter Crouch,https://www.transfermarkt.co.uk/peter-crouch/profil/spieler/4072,28,£9.00m  
157,Emile Heskey,https://www.transfermarkt.co.uk/emile-heskey/profil/spieler/3142,31,£4.95m  
158,Claudio Bravo,https://www.transfermarkt.co.uk/claudio-bravo/profil/spieler/40423,26,£1.62m  
159,Cristopher Toselli,https://www.transfermarkt.co.uk/cristopher-toselli/profil/spieler/72903,21,£225k  
160,Luis Marín,https://www.transfermarkt.co.uk/luis-marin/profil/spieler/80744,26, 
161,Ismael Fuentes,https://www.transfermarkt.co.uk/ismael-fuentes/profil/spieler/40426,27,£1.35m  
162,Gonzalo Jara,https://www.transfermarkt.co.uk/gonzalo-jara/profil/spieler/40429,23,£675k  
163,Juan Abarca,https://www.transfermarkt.co.uk/juan-abarca/profil/spieler/89777,20, 
164,Sebastián Toro,https://www.transfermarkt.co.uk/sebastian-toro/profil/spieler/127462,19, 
165,Jean Beausejour,https://www.transfermarkt.co.uk/jean-beausejour/profil/spieler/18871,25,£2.25m  
166,José Martínez,https://www.transfermarkt.co.uk/jose-martinez/profil/spieler/150964,18, 
167,Gonzalo Fierro,https://www.transfermarkt.co.uk/gonzalo-fierro/profil/spieler/52995,26,£720k  
168,Juan Carlos Espinoza,https://www.transfermarkt.co.uk/juan-carlos-espinoza/profil/spieler/124478,17, 
169,Manuel Iturra,https://www.transfermarkt.co.uk/manuel-iturra/profil/spieler/40428,25,£1.08m  
170,Marco Estrada,https://www.transfermarkt.co.uk/marco-estrada/profil/spieler/60885,26,£540k  
171,Arturo Vidal,https://www.transfermarkt.co.uk/arturo-vidal/profil/spieler/37666,22,£6.75m  
172,Carlos Carmona,https://www.transfermarkt.co.uk/carlos-carmona/profil/spieler/76387,22,£900k  
173,Charles Aránguiz,https://www.transfermarkt.co.uk/charles-aranguiz/profil/spieler/89701,20, 
174,Felipe Gutiérrez,https://www.transfermarkt.co.uk/felipe-gutierrez/profil/spieler/133089,18, 
175,Rodrigo Tello,https://www.transfermarkt.co.uk/rodrigo-tello/profil/spieler/3413,29,£5.40m  
176,Jorge Valdivia,https://www.transfermarkt.co.uk/jorge-valdivia/profil/spieler/20758,25,£2.70m  
177,Boris Sagredo,https://www.transfermarkt.co.uk/boris-sagredo/profil/spieler/63397,20,£270k  
178,Mark González,https://www.transfermarkt.co.uk/mark-gonzalez/profil/spieler/21750,24,£4.50m  
179,Kevin Harbottle,https://www.transfermarkt.co.uk/kevin-harbottle/profil/spieler/89606,19,£23k  
180,Ronald González,https://www.transfermarkt.co.uk/ronald-gonzalez/profil/spieler/146546,18, 
181,José Pedro Fuenzalida,https://www.transfermarkt.co.uk/jose-pedro-fuenzalida/profil/spieler/72602,24, 
182,Édson Puch,https://www.transfermarkt.co.uk/edson-puch/profil/spieler/113217,23, 
183,Humberto Suazo,https://www.transfermarkt.co.uk/humberto-suazo/profil/spieler/39655,28,£5.40m  
184,Juan Gonzalo Lorca,https://www.transfermarkt.co.uk/juan-gonzalo-lorca/profil/spieler/53017,24,£765k  
185,Eduardo Vargas,https://www.transfermarkt.co.uk/eduardo-vargas/profil/spieler/89718,19, 
186,Bernardo Campos,https://www.transfermarkt.co.uk/bernardo-campos/profil/spieler/124466,18, 
187,Miguel Pinto,https://www.transfermarkt.co.uk/miguel-pinto/profil/spieler/40431,25,£450k  
188,Nery Veloso,https://www.transfermarkt.co.uk/nery-veloso/profil/spieler/89793,22, 
189,Pablo Contreras,https://www.transfermarkt.co.uk/pablo-contreras/profil/spieler/14520,30,£3.60m  
190,Waldo Ponce,https://www.transfermarkt.co.uk/waldo-ponce/profil/spieler/8560,26,£1.08m  
191,Hans Martínez,https://www.transfermarkt.co.uk/hans-martinez/profil/spieler/72883,22,£360k  
192,Carlos Labrín,https://www.transfermarkt.co.uk/carlos-labrin/profil/spieler/89783,18, 
193,Luis Casanova,https://www.transfermarkt.co.uk/luis-casanova/profil/spieler/140025,17, 
194,Roberto Cereceda,https://www.transfermarkt.co.uk/roberto-cereceda/profil/spieler/63391,24,£675k  
195,Mauricio Isla,https://www.transfermarkt.co.uk/mauricio-isla/profil/spieler/43722,21,£3.60m  
196,Paulo Magalhães,https://www.transfermarkt.co.uk/paulo-magalhaes/profil/spieler/89714,19, 
197,Gary Medel,https://www.transfermarkt.co.uk/gary-medel/profil/spieler/60889,21,£1.26m  
198,Claudio Maldonado,https://www.transfermarkt.co.uk/claudio-maldonado/profil/spieler/20385,29,£900k  
199,Rafael Caroca,https://www.transfermarkt.co.uk/rafael-caroca/profil/spieler/76388,19,£360k  
200,Jaime Valdés,https://www.transfermarkt.co.uk/jaime-valdes/profil/spieler/22131,28,£2.25m  
201,Rodrigo Millar,https://www.transfermarkt.co.uk/rodrigo-millar/profil/spieler/53027,27,£450k  
202,Felipe Seymour,https://www.transfermarkt.co.uk/felipe-seymour/profil/spieler/83891,21, 
203,Fernando Meneses,https://www.transfermarkt.co.uk/fernando-meneses/profil/spieler/65946,23,£180k  
204,Matías Fernández,https://www.transfermarkt.co.uk/matias-fernandez/profil/spieler/37918,23,£6.30m  
205,Pedro Morales,https://www.transfermarkt.co.uk/pedro-morales/profil/spieler/75314,24,£1.53m  
206,Renato González,https://www.transfermarkt.co.uk/renato-gonzalez/profil/spieler/90088,19, 
207,Alexis Sánchez,https://www.transfermarkt.co.uk/alexis-sanchez/profil/spieler/40433,20,£3.42m  
208,Emilio Hernández,https://www.transfermarkt.co.uk/emilio-hernandez/profil/spieler/65918,24, 
209,Fabián Orellana,https://www.transfermarkt.co.uk/fabian-orellana/profil/spieler/60890,23,£720k  
210,Francisco Pizarro,https://www.transfermarkt.co.uk/francisco-pizarro/profil/spieler/88339,20, 
211,Carlos Ross,https://www.transfermarkt.co.uk/carlos-ross/profil/spieler/119456,18, 
212,Héctor Mancilla,https://www.transfermarkt.co.uk/hector-mancilla/profil/spieler/44920,28,£4.50m  
213,Daúd Gazale,https://www.transfermarkt.co.uk/daud-gazale/profil/spieler/76390,24,£135k  
214,Francisco Castro,https://www.transfermarkt.co.uk/francisco-castro/profil/spieler/119441,18, 
215,Esteban Paredes,https://www.transfermarkt.co.uk/esteban-paredes/profil/spieler/79022,28, 
216,Vincent Enyeama,https://www.transfermarkt.co.uk/vincent-enyeama/profil/spieler/37760,26,£360k  
217,Dele Aiyenugba,https://www.transfermarkt.co.uk/dele-aiyenugba/profil/spieler/37720,25,£270k  
218,Segun Oluwaniyi,https://www.transfermarkt.co.uk/segun-oluwaniyi/profil/spieler/143618,27, 
219,Joseph Yobo,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270,28,£10.35m  
220,Rabiu Afolabi,https://www.transfermarkt.co.uk/rabiu-afolabi/profil/spieler/4829,29,£2.70m  
221,Danny Shittu,https://www.transfermarkt.co.uk/danny-shittu/profil/spieler/13736,28,£1.62m  
222,Obinna Nwaneri,https://www.transfermarkt.co.uk/obinna-nwaneri/profil/spieler/37724,27,£675k  
223,Taye Taiwo,https://www.transfermarkt.co.uk/taye-taiwo/profil/spieler/28922,24,£9.90m  
224,Chidi Odiah,https://www.transfermarkt.co.uk/chidi-odiah/profil/spieler/15906,25,£1.89m  
225,Chibuzor Okonkwo,https://www.transfermarkt.co.uk/chibuzor-okonkwo/profil/spieler/81914,20,£90k  
226,Isiaka Olawale,https://www.transfermarkt.co.uk/isiaka-olawale/profil/spieler/143617,25, 
227,Dickson Etuhu,https://www.transfermarkt.co.uk/dickson-etuhu/profil/spieler/14011,27,£2.70m  
228,Seyi Olofinjana,https://www.transfermarkt.co.uk/seyi-olofinjana/profil/spieler/18719,29,£1.98m  
229,Reuben Gabriel,https://www.transfermarkt.co.uk/reuben-gabriel/profil/spieler/143622,18, 
230,John Utaka,https://www.transfermarkt.co.uk/john-utaka/profil/spieler/5495,27,£4.68m  
231,Chinedu Obasi,https://www.transfermarkt.co.uk/chinedu-obasi/profil/spieler/41663,23,£6.30m  
232,Victor Obinna,https://www.transfermarkt.co.uk/victor-obinna/profil/spieler/35852,22,£4.50m  
233,Obafemi Martins,https://www.transfermarkt.co.uk/obafemi-martins/profil/spieler/5794,24,£11.25m  
234,Kalu Uche,https://www.transfermarkt.co.uk/kalu-uche/profil/spieler/6585,26,£3.60m  
235,Nwankwo Kanu,https://www.transfermarkt.co.uk/nwankwo-kanu/profil/spieler/3133,32,£1.80m  
236,Brown Ideye,https://www.transfermarkt.co.uk/brown-ideye/profil/spieler/64308,20,£900k  
237,Austin Ejide,https://www.transfermarkt.co.uk/austin-ejide/profil/spieler/37723,25,£270k  
238,Bassey Akpan,https://www.transfermarkt.co.uk/bassey-akpan/profil/spieler/143577,25, 
239,Chinedu Ezimorah,https://www.transfermarkt.co.uk/chinedu-ezimorah/profil/spieler/143589,23, 
240,Onyekachi Apam,https://www.transfermarkt.co.uk/onyekachi-apam/profil/spieler/37460,22,£4.95m  
241,Ayila Yussuf,https://www.transfermarkt.co.uk/ayila-yussuf/profil/spieler/25780,24,£2.25m  
242,Dele Adeleye,https://www.transfermarkt.co.uk/dele-adeleye/profil/spieler/9369,20,£900k  
243,Thankgod Ike,https://www.transfermarkt.co.uk/thankgod-ike/profil/spieler/143601,24, 
244,Elderson,https://www.transfermarkt.co.uk/elderson/profil/spieler/59938,21,£810k  
245,Yusuf Mohamed,https://www.transfermarkt.co.uk/yusuf-mohamed/profil/spieler/75252,25,£270k  
246,Peter Suswam,https://www.transfermarkt.co.uk/peter-suswam/profil/spieler/146071,17, 
247,John Mikel Obi,https://www.transfermarkt.co.uk/john-mikel-obi/profil/spieler/30739,22,£15.75m  
248,Sani Kaita,https://www.transfermarkt.co.uk/sani-kaita/profil/spieler/34183,23,£630k  
249,Lukman Haruna,https://www.transfermarkt.co.uk/lukman-haruna/profil/spieler/104331,18,£270k  
250,Bello Musa Kofarmata,https://www.transfermarkt.co.uk/bello-musa-kofarmata/profil/spieler/84214,21, 
251,Peter Odemwingie,https://www.transfermarkt.co.uk/peter-odemwingie/profil/spieler/12516,27,£7.20m  
252,Thankgod Amaefule,https://www.transfermarkt.co.uk/thankgod-amaefule/profil/spieler/17211,24,- 
253,Yakubu Aiyegbeni,https://www.transfermarkt.co.uk/yakubu-aiyegbeni/profil/spieler/8559,26,£17.55m  
254,Ikechukwu Uche,https://www.transfermarkt.co.uk/ikechukwu-uche/profil/spieler/44027,25,£3.60m  
255,Victor Anichebe,https://www.transfermarkt.co.uk/victor-anichebe/profil/spieler/39532,21,£3.24m  
256,Peter Utaka,https://www.transfermarkt.co.uk/peter-utaka/profil/spieler/20360,25,£1.35m  
257,Osas Idehen,https://www.transfermarkt.co.uk/osas-idehen/profil/spieler/109762,19, 
258,Gianluigi Buffon,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023,31,£28.80m  
259,Federico Marchetti,https://www.transfermarkt.co.uk/federico-marchetti/profil/spieler/22318,26,£2.25m  
260,Giorgio Chiellini,https://www.transfermarkt.co.uk/giorgio-chiellini/profil/spieler/29260,24,£18.00m  
261,Fabio Cannavaro,https://www.transfermarkt.co.uk/fabio-cannavaro/profil/spieler/5775,35,£7.20m  
262,Salvatore Bocchetti,https://www.transfermarkt.co.uk/salvatore-bocchetti/profil/spieler/42678,22,£1.80m  
