,name,link,age,value
25,Alexandros Tziolis,https://www.transfermarkt.co.uk/alexandros-tziolis/profil/spieler/12883,28,£1.58m  
26,Andreas Samaris,https://www.transfermarkt.co.uk/andreas-samaris/profil/spieler/140032,24,£720k  
27,Elini Dimoutsos,https://www.transfermarkt.co.uk/elini-dimoutsos/profil/spieler/51984,24,£1.13m  
28,Sotiris Ninis,https://www.transfermarkt.co.uk/sotiris-ninis/profil/spieler/46062,23,£3.24m  
29,Georgios Samaras,https://www.transfermarkt.co.uk/georgios-samaras/profil/spieler/6855,28,£3.83m  
30,Dimitrios Salpingidis,https://www.transfermarkt.co.uk/dimitrios-salpingidis/profil/spieler/15153,31,£2.70m  
31,Konstantinos Mitroglou,https://www.transfermarkt.co.uk/konstantinos-mitroglou/profil/spieler/34944,25,£4.05m  
32,Theofanis Gekas,https://www.transfermarkt.co.uk/theofanis-gekas/profil/spieler/16402,33,£900k  
33,Claudio Bravo,https://www.transfermarkt.co.uk/claudio-bravo/profil/spieler/40423,30,£3.60m  
34,Cristopher Toselli,https://www.transfermarkt.co.uk/cristopher-toselli/profil/spieler/72903,25,£1.08m  
35,Paulo Garcés,https://www.transfermarkt.co.uk/paulo-garces/profil/spieler/67048,28,£675k  
36,Osvaldo González,https://www.transfermarkt.co.uk/osvaldo-gonzalez/profil/spieler/76391,28,£1.35m  
37,Albert Acevedo,https://www.transfermarkt.co.uk/albert-acevedo/profil/spieler/84232,30,£720k  
38,Cristián Álvarez,https://www.transfermarkt.co.uk/cristian-alvarez/profil/spieler/30795,33,£540k  
39,Jean Beausejour,https://www.transfermarkt.co.uk/jean-beausejour/profil/spieler/18871,29,£4.95m  
40,Eugenio Mena,https://www.transfermarkt.co.uk/eugenio-mena/profil/spieler/113999,24,£630k  
41,Mauricio Isla,https://www.transfermarkt.co.uk/mauricio-isla/profil/spieler/43722,25,£9.90m  
42,Gary Medel,https://www.transfermarkt.co.uk/gary-medel/profil/spieler/60889,25,£9.00m  
43,Francisco Silva,https://www.transfermarkt.co.uk/francisco-silva/profil/spieler/84870,27,£1.08m  
44,Esteban Pavez,https://www.transfermarkt.co.uk/esteban-pavez/profil/spieler/131233,23,£68k  
45,Arturo Vidal,https://www.transfermarkt.co.uk/arturo-vidal/profil/spieler/37666,26,£31.50m  
46,David Pizarro,https://www.transfermarkt.co.uk/david-pizarro/profil/spieler/5896,33,£2.70m  
47,Charles Aránguiz,https://www.transfermarkt.co.uk/charles-aranguiz/profil/spieler/89701,24,£1.98m  
48,Pablo Hernández,https://www.transfermarkt.co.uk/pablo-hernandez/profil/spieler/91763,26,£630k  
49,Fernando Meneses,https://www.transfermarkt.co.uk/fernando-meneses/profil/spieler/65946,27,£1.08m  
50,Juan Delgado,https://www.transfermarkt.co.uk/juan-delgado/profil/spieler/184992,20,£90k  
51,Jorge Valdivia,https://www.transfermarkt.co.uk/jorge-valdivia/profil/spieler/20758,29,£1.35m  
52,Alexis Sánchez,https://www.transfermarkt.co.uk/alexis-sanchez/profil/spieler/40433,24,£23.40m  
53,Mark González,https://www.transfermarkt.co.uk/mark-gonzalez/profil/spieler/21750,28,£1.26m  
54,José Pedro Fuenzalida,https://www.transfermarkt.co.uk/jose-pedro-fuenzalida/profil/spieler/72602,28,£720k  
55,Rubén Farfán,https://www.transfermarkt.co.uk/ruben-farfan/profil/spieler/265470,21, 
56,Ángelo Henríquez,https://www.transfermarkt.co.uk/angelo-henriquez/profil/spieler/189740,19,£3.60m  
57,Esteban Paredes,https://www.transfermarkt.co.uk/esteban-paredes/profil/spieler/79022,32,£1.35m  
58,Gustavo Canales,https://www.transfermarkt.co.uk/gustavo-canales/profil/spieler/75481,31,£270k  
59,Miguel Pinto,https://www.transfermarkt.co.uk/miguel-pinto/profil/spieler/40431,29,£1.35m  
60,Johnny Herrera,https://www.transfermarkt.co.uk/johnny-herrera/profil/spieler/10582,32,£900k  
61,Gonzalo Jara,https://www.transfermarkt.co.uk/gonzalo-jara/profil/spieler/40429,27,£1.58m  
62,José Rojas,https://www.transfermarkt.co.uk/jose-rojas/profil/spieler/83890,30,£810k  
63,Enzo Roco,https://www.transfermarkt.co.uk/enzo-roco/profil/spieler/186862,20,£540k  
64,Marcos González,https://www.transfermarkt.co.uk/marcos-gonzalez/profil/spieler/28087,33,£450k  
65,Fernando Cordero,https://www.transfermarkt.co.uk/fernando-cordero/profil/spieler/80733,25,£810k  
66,Miiko Albornoz,https://www.transfermarkt.co.uk/miiko-albornoz/profil/spieler/75852,22,- 
67,Gonzalo Fierro,https://www.transfermarkt.co.uk/gonzalo-fierro/profil/spieler/52995,30,£450k  
68,Marcelo Díaz,https://www.transfermarkt.co.uk/marcelo-diaz/profil/spieler/83895,26,£2.03m  
69,Sebastián Martínez,https://www.transfermarkt.co.uk/sebastian-martinez/profil/spieler/207393,20,£225k  
70,César Fuentes,https://www.transfermarkt.co.uk/cesar-fuentes/profil/spieler/189794,20,£68k  
71,Felipe Gutiérrez,https://www.transfermarkt.co.uk/felipe-gutierrez/profil/spieler/133089,22,£2.93m  
72,Carlos Carmona,https://www.transfermarkt.co.uk/carlos-carmona/profil/spieler/76387,26,£2.25m  
73,Rodrigo Millar,https://www.transfermarkt.co.uk/rodrigo-millar/profil/spieler/53027,31,£900k  
74,Braulio Leal,https://www.transfermarkt.co.uk/braulio-leal/profil/spieler/25009,31,£450k  
75,Gonzalo Barriga,https://www.transfermarkt.co.uk/gonzalo-barriga/profil/spieler/172071,28,£360k  
76,Matías Fernández,https://www.transfermarkt.co.uk/matias-fernandez/profil/spieler/37918,27,£4.50m  
77,Bryan Rabello,https://www.transfermarkt.co.uk/bryan-rabello/profil/spieler/160217,19,£900k  
78,Junior Fernandes,https://www.transfermarkt.co.uk/junior-fernandes/profil/spieler/89708,25,£2.25m  
79,Fabián Orellana,https://www.transfermarkt.co.uk/fabian-orellana/profil/spieler/60890,27,£2.70m  
80,Martín Rodríguez,https://www.transfermarkt.co.uk/martin-rodriguez/profil/spieler/187309,18,£68k  
81,Eduardo Vargas,https://www.transfermarkt.co.uk/eduardo-vargas/profil/spieler/89718,23,£6.30m  
82,Mauricio Pinilla,https://www.transfermarkt.co.uk/mauricio-pinilla/profil/spieler/6160,29,£3.06m  
83,Carlos Muñoz,https://www.transfermarkt.co.uk/carlos-munoz/profil/spieler/138979,24,£810k  
84,Joe Hart,https://www.transfermarkt.co.uk/joe-hart/profil/spieler/40204,26,£21.60m  
85,Ben Foster,https://www.transfermarkt.co.uk/ben-foster/profil/spieler/13572,30,£4.50m  
86,Gary Cahill,https://www.transfermarkt.co.uk/gary-cahill/profil/spieler/27511,27,£17.10m  
87,Chris Smalling,https://www.transfermarkt.co.uk/chris-smalling/profil/spieler/103427,23,£12.60m  
88,Steven Caulker,https://www.transfermarkt.co.uk/steven-caulker/profil/spieler/121280,21,£5.85m  
89,Leighton Baines,https://www.transfermarkt.co.uk/leighton-baines/profil/spieler/13507,28,£19.80m  
90,Kieran Gibbs,https://www.transfermarkt.co.uk/kieran-gibbs/profil/spieler/44792,23,£7.20m  
91,Kyle Walker,https://www.transfermarkt.co.uk/kyle-walker/profil/spieler/95424,23,£14.40m  
92,Jon Flanagan,https://www.transfermarkt.co.uk/jon-flanagan/profil/spieler/145922,20,- 
93,Jack Wilshere,https://www.transfermarkt.co.uk/jack-wilshere/profil/spieler/74223,21,£25.20m  
94,Alex Oxlade-Chamberlain,https://www.transfermarkt.co.uk/alex-oxlade-chamberlain/profil/spieler/143424,19,£13.50m  
95,Steven Gerrard,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109,33,£10.35m  
96,Frank Lampard,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163,35,£3.60m  
97,Ross Barkley,https://www.transfermarkt.co.uk/ross-barkley/profil/spieler/131978,19,£4.05m  
98,Wilfried Zaha,https://www.transfermarkt.co.uk/wilfried-zaha/profil/spieler/145988,20,£10.80m  
99,Andros Townsend,https://www.transfermarkt.co.uk/andros-townsend/profil/spieler/61842,21,£450k  
100,Danny Welbeck,https://www.transfermarkt.co.uk/danny-welbeck/profil/spieler/67063,22,£15.30m  
101,Jermain Defoe,https://www.transfermarkt.co.uk/jermain-defoe/profil/spieler/3875,30,£9.00m  
102,Rickie Lambert,https://www.transfermarkt.co.uk/rickie-lambert/profil/spieler/49655,31,£3.15m  
103,John Ruddy,https://www.transfermarkt.co.uk/john-ruddy/profil/spieler/29712,26,£4.50m  
104,Fraser Forster,https://www.transfermarkt.co.uk/fraser-forster/profil/spieler/52570,25,£3.60m  
105,Phil Jones,https://www.transfermarkt.co.uk/phil-jones/profil/spieler/117996,21,£15.30m  
106,Phil Jagielka,https://www.transfermarkt.co.uk/phil-jagielka/profil/spieler/13520,30,£9.90m  
107,John Stones,https://www.transfermarkt.co.uk/john-stones/profil/spieler/186590,19,£3.15m  
108,Ashley Cole,https://www.transfermarkt.co.uk/ashley-cole/profil/spieler/3182,32,£7.20m  
109,Luke Shaw,https://www.transfermarkt.co.uk/luke-shaw/profil/spieler/183288,17,£4.05m  
110,Glen Johnson,https://www.transfermarkt.co.uk/glen-johnson/profil/spieler/3881,28,£10.80m  
111,Michael Carrick,https://www.transfermarkt.co.uk/michael-carrick/profil/spieler/3878,31,£9.90m  
112,James Milner,https://www.transfermarkt.co.uk/james-milner/profil/spieler/3333,27,£15.30m  
113,Tom Cleverley,https://www.transfermarkt.co.uk/tom-cleverley/profil/spieler/73484,23,£11.25m  
114,Jordan Henderson,https://www.transfermarkt.co.uk/jordan-henderson/profil/spieler/61651,23,£9.45m  
115,Adam Lallana,https://www.transfermarkt.co.uk/adam-lallana/profil/spieler/43530,25,£4.95m  
116,Theo Walcott,https://www.transfermarkt.co.uk/theo-walcott/profil/spieler/33713,24,£22.50m  
117,Raheem Sterling,https://www.transfermarkt.co.uk/raheem-sterling/profil/spieler/134425,18,£10.35m  
118,Wayne Rooney,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,27,£58.50m  
119,Daniel Sturridge,https://www.transfermarkt.co.uk/daniel-sturridge/profil/spieler/47082,23,£13.50m  
120,Jay Rodríguez,https://www.transfermarkt.co.uk/jay-rodriguez/profil/spieler/53360,23,£5.85m  
121,Vincent Enyeama,https://www.transfermarkt.co.uk/vincent-enyeama/profil/spieler/37760,30,£1.35m  
122,Chigozie Agbim,https://www.transfermarkt.co.uk/chigozie-agbim/profil/spieler/206901,28, 
123,Joseph Yobo,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270,32,£3.15m  
124,Kenneth Omeruo,https://www.transfermarkt.co.uk/kenneth-omeruo/profil/spieler/131708,19,£900k  
125,Godfrey Oboabona,https://www.transfermarkt.co.uk/godfrey-oboabona/profil/spieler/217656,22,£270k  
126,James Okwuosa,https://www.transfermarkt.co.uk/james-okwuosa/profil/spieler/211804,22,£68k  
127,Odunlami Kunle,https://www.transfermarkt.co.uk/odunlami-kunle/profil/spieler/272784,23, 
128,Juwon Oshaniwa,https://www.transfermarkt.co.uk/juwon-oshaniwa/profil/spieler/223431,22,£45k  
129,Solomon Kwambe,https://www.transfermarkt.co.uk/solomon-kwambe/profil/spieler/221178,19, 
130,Ogenyi Onazi,https://www.transfermarkt.co.uk/ogenyi-onazi/profil/spieler/131709,20,£4.05m  
131,Abdullahi Shehu,https://www.transfermarkt.co.uk/abdullahi-shehu/profil/spieler/262687,20, 
132,Nosa Igiebor,https://www.transfermarkt.co.uk/nosa-igiebor/profil/spieler/108636,22,£1.35m  
133,Ramon Azeez,https://www.transfermarkt.co.uk/ramon-azeez/profil/spieler/131667,20,£90k  
134,Victor Moses,https://www.transfermarkt.co.uk/victor-moses/profil/spieler/59866,22,£13.50m  
135,Ejike Uzoenyi,https://www.transfermarkt.co.uk/ejike-uzoenyi/profil/spieler/223441,21, 
136,Michel Babatunde,https://www.transfermarkt.co.uk/michel-babatunde/profil/spieler/177688,20,£810k  
137,Victor Obinna,https://www.transfermarkt.co.uk/victor-obinna/profil/spieler/35852,26,£2.70m  
138,Brown Ideye,https://www.transfermarkt.co.uk/brown-ideye/profil/spieler/64308,24,£9.90m  
139,Imoh Ezekiel,https://www.transfermarkt.co.uk/imoh-ezekiel/profil/spieler/216463,19,£4.05m  
140,Uche Nwofor,https://www.transfermarkt.co.uk/uche-nwofor/profil/spieler/184948,21,£810k  
141,Bright Dike,https://www.transfermarkt.co.uk/bright-dike/profil/spieler/147151,26,£90k  
142,Austin Ejide,https://www.transfermarkt.co.uk/austin-ejide/profil/spieler/37723,29,£315k  
143,Daniel Akpeyi,https://www.transfermarkt.co.uk/daniel-akpeyi/profil/spieler/28725,26, 
144,Efe Ambrose,https://www.transfermarkt.co.uk/efe-ambrose/profil/spieler/81831,24,£1.35m  
145,Leon Balogun,https://www.transfermarkt.co.uk/leon-balogun/profil/spieler/56100,25,£810k  
146,Gege Soriola,https://www.transfermarkt.co.uk/gege-soriola/profil/spieler/189260,24,£135k  
147,Azubuike Egwuekwe,https://www.transfermarkt.co.uk/azubuike-egwuekwe/profil/spieler/217514,23, 
148,Elderson,https://www.transfermarkt.co.uk/elderson/profil/spieler/59938,25,£3.33m  
149,Francis Benjamin,https://www.transfermarkt.co.uk/francis-benjamin/profil/spieler/272813,20, 
150,John Mikel Obi,https://www.transfermarkt.co.uk/john-mikel-obi/profil/spieler/30739,26,£20.70m  
151,Fegor Ogude,https://www.transfermarkt.co.uk/fegor-ogude/profil/spieler/164487,25,£540k  
152,Joel Obi,https://www.transfermarkt.co.uk/joel-obi/profil/spieler/45581,22,£4.95m  
153,John Ogu,https://www.transfermarkt.co.uk/john-ogu/profil/spieler/84700,25,£540k  
154,Reuben Gabriel,https://www.transfermarkt.co.uk/reuben-gabriel/profil/spieler/143622,22, 
155,Sunday Mba,https://www.transfermarkt.co.uk/sunday-mba/profil/spieler/223424,24, 
156,Peter Odemwingie,https://www.transfermarkt.co.uk/peter-odemwingie/profil/spieler/12516,31,£4.50m  
157,Nnamdi Oduamadi,https://www.transfermarkt.co.uk/nnamdi-oduamadi/profil/spieler/130354,22,£720k  
158,Emmanuel Emenike,https://www.transfermarkt.co.uk/emmanuel-emenike/profil/spieler/120630,26,£10.80m  
159,Ahmed Musa,https://www.transfermarkt.co.uk/ahmed-musa/profil/spieler/168337,20,£8.10m  
160,Shola Ameobi,https://www.transfermarkt.co.uk/shola-ameobi/profil/spieler/3276,31,£1.80m  
161,Michael Uchebo,https://www.transfermarkt.co.uk/michael-uchebo/profil/spieler/135173,22,£540k  
162,Danijel Subasic,https://www.transfermarkt.co.uk/danijel-subasic/profil/spieler/27941,28,£2.25m  
163,Dario Kresic,https://www.transfermarkt.co.uk/dario-kresic/profil/spieler/14219,29,£1.08m  
164,Antonijo Jezina,https://www.transfermarkt.co.uk/antonijo-jezina/profil/spieler/52524,24,£225k  
165,Oliver Zelenika,https://www.transfermarkt.co.uk/oliver-zelenika/profil/spieler/131330,20,£90k  
166,Dejan Lovren,https://www.transfermarkt.co.uk/dejan-lovren/profil/spieler/37838,23,£6.30m  
167,Mario Maloca,https://www.transfermarkt.co.uk/mario-maloca/profil/spieler/48873,24,£3.15m  
168,Josip Simunic,https://www.transfermarkt.co.uk/josip-simunic/profil/spieler/354,35,£900k  
169,Ivan Strinic,https://www.transfermarkt.co.uk/ivan-strinic/profil/spieler/39799,25,£4.95m  
170,Danijel Pranjic,https://www.transfermarkt.co.uk/danijel-pranjic/profil/spieler/25617,31,£1.35m  
171,Darijo Srna,https://www.transfermarkt.co.uk/darijo-srna/profil/spieler/14942,31,£9.00m  
172,Milan Badelj,https://www.transfermarkt.co.uk/milan-badelj/profil/spieler/40633,24,£6.75m  
173,Arijan Ademi,https://www.transfermarkt.co.uk/arijan-ademi/profil/spieler/71542,22,£2.70m  
174,Ivan Rakitic,https://www.transfermarkt.co.uk/ivan-rakitic/profil/spieler/32467,25,£13.50m  
175,Marcelo Brozovic,https://www.transfermarkt.co.uk/marcelo-brozovic/profil/spieler/156617,20,£675k  
176,Mario Pasalic,https://www.transfermarkt.co.uk/mario-pasalic/profil/spieler/205938,18, 
177,Niko Kranjcar,https://www.transfermarkt.co.uk/niko-kranjcar/profil/spieler/16746,28,£5.40m  
178,Mario Mandzukic,https://www.transfermarkt.co.uk/mario-mandzukic/profil/spieler/34572,27,£20.70m  
179,Ivo Ilicevic,https://www.transfermarkt.co.uk/ivo-ilicevic/profil/spieler/30308,26,£2.03m  
180,Marin Tomasov,https://www.transfermarkt.co.uk/marin-tomasov/profil/spieler/47474,25,£900k  
181,Nikola Kalinic,https://www.transfermarkt.co.uk/nikola-kalinic/profil/spieler/36371,25,£5.40m  
182,Ivica Olic,https://www.transfermarkt.co.uk/ivica-olic/profil/spieler/7427,33,£2.70m  
183,Leon Benko,https://www.transfermarkt.co.uk/leon-benko/profil/spieler/27824,29,£1.08m  
184,Stipe Pletikosa,https://www.transfermarkt.co.uk/stipe-pletikosa/profil/spieler/14937,34,£1.62m  
185,Dominik Picak,https://www.transfermarkt.co.uk/dominik-picak/profil/spieler/132251,21,£315k  
186,Lovre Kalinic,https://www.transfermarkt.co.uk/lovre-kalinic/profil/spieler/46405,23,£180k  
187,Vedran Corluka,https://www.transfermarkt.co.uk/vedran-corluka/profil/spieler/34393,27,£7.20m  
188,Domagoj Vida,https://www.transfermarkt.co.uk/domagoj-vida/profil/spieler/46083,24,£4.50m  
189,Gordon Schildenfeld,https://www.transfermarkt.co.uk/gordon-schildenfeld/profil/spieler/38870,28,£1.80m  
190,Igor Bubnjic,https://www.transfermarkt.co.uk/igor-bubnjic/profil/spieler/187090,20,£900k  
191,Josip Pivaric,https://www.transfermarkt.co.uk/josip-pivaric/profil/spieler/45826,24,£1.58m  
192,Hrvoje Milic,https://www.transfermarkt.co.uk/hrvoje-milic/profil/spieler/46423,24,£630k  
193,Sime Vrsaljko,https://www.transfermarkt.co.uk/sime-vrsaljko/profil/spieler/76061,21,£4.50m  
194,Ognjen Vukojevic,https://www.transfermarkt.co.uk/ognjen-vukojevic/profil/spieler/27954,29,£6.30m  
195,Luka Modric,https://www.transfermarkt.co.uk/luka-modric/profil/spieler/27992,27,£31.50m  
196,Mateo Kovacic,https://www.transfermarkt.co.uk/mateo-kovacic/profil/spieler/51471,19,£13.50m  
197,Mate Males,https://www.transfermarkt.co.uk/mate-males/profil/spieler/44230,24,£225k  
198,Sammir,https://www.transfermarkt.co.uk/sammir/profil/spieler/45710,26,£5.40m  
199,Alen Halilovic,https://www.transfermarkt.co.uk/alen-halilovic/profil/spieler/226074,17,£900k  
200,Ivan Perisic,https://www.transfermarkt.co.uk/ivan-perisic/profil/spieler/42460,24,£6.30m  
201,Ante Rebic,https://www.transfermarkt.co.uk/ante-rebic/profil/spieler/187587,19,£900k  
202,Nikica Jelavic,https://www.transfermarkt.co.uk/nikica-jelavic/profil/spieler/25742,27,£8.10m  
203,Eduardo,https://www.transfermarkt.co.uk/eduardo/profil/spieler/24633,30,£3.60m  
204,Duje Cop,https://www.transfermarkt.co.uk/duje-cop/profil/spieler/46415,23,£2.25m  
205,Keylor Navas,https://www.transfermarkt.co.uk/keylor-navas/profil/spieler/79422,26,£1.35m  
206,Leonel Moreira,https://www.transfermarkt.co.uk/leonel-moreira/profil/spieler/126911,23,£315k  
207,Kevin Briceño,https://www.transfermarkt.co.uk/kevin-briceno/profil/spieler/194210,21,£113k  
208,Giancarlo González,https://www.transfermarkt.co.uk/giancarlo-gonzalez/profil/spieler/111893,25,£540k  
209,Michael Umaña,https://www.transfermarkt.co.uk/michael-umana/profil/spieler/35380,30,£270k  
210,Porfirio López,https://www.transfermarkt.co.uk/porfirio-lopez/profil/spieler/156056,27,£225k  
211,Juan Diego Madrigal,https://www.transfermarkt.co.uk/juan-diego-madrigal/profil/spieler/195380,26,£225k  
212,Júnior Díaz,https://www.transfermarkt.co.uk/junior-diaz/profil/spieler/35383,29,£900k  
213,Waylon Francis,https://www.transfermarkt.co.uk/waylon-francis/profil/spieler/211587,22,£270k  
214,Cristian Gamboa,https://www.transfermarkt.co.uk/cristian-gamboa/profil/spieler/121686,23,£540k  
215,Dave Myrie,https://www.transfermarkt.co.uk/dave-myrie/profil/spieler/111898,25,£203k  
216,José Miguel Cubero,https://www.transfermarkt.co.uk/jose-miguel-cubero/profil/spieler/122680,26,£315k  
217,Esteban Granados,https://www.transfermarkt.co.uk/esteban-granados/profil/spieler/105861,27,£248k  
218,Juan Bustos Golobio,https://www.transfermarkt.co.uk/juan-bustos-golobio/profil/spieler/131251,20,£248k  
219,José Sánchez,https://www.transfermarkt.co.uk/jose-sanchez/profil/spieler/122686,26,£248k  
220,Bryan Ruíz,https://www.transfermarkt.co.uk/bryan-ruiz/profil/spieler/39642,27,£11.70m  
221,Michael Barrantes,https://www.transfermarkt.co.uk/michael-barrantes/profil/spieler/79619,29,£1.08m  
222,Manfred Russell,https://www.transfermarkt.co.uk/manfred-russell/profil/spieler/111794,24,£315k  
223,Johan Condega,https://www.transfermarkt.co.uk/johan-condega/profil/spieler/231151,29,£203k  
224,Diego Calvo,https://www.transfermarkt.co.uk/diego-calvo/profil/spieler/192315,22,£248k  
225,Christian Bolaños,https://www.transfermarkt.co.uk/christian-bolanos/profil/spieler/38163,29,£1.58m  
226,Álvaro Saborío,https://www.transfermarkt.co.uk/alvaro-saborio/profil/spieler/35378,31,£675k  
227,Víctor Núnez,https://www.transfermarkt.co.uk/victor-nunez/profil/spieler/39633,33,£270k  
228,Jonathan McDonald,https://www.transfermarkt.co.uk/jonathan-mcdonald/profil/spieler/38232,25,£225k  
229,Armando Alonso,https://www.transfermarkt.co.uk/armando-alonso/profil/spieler/80934,29,£180k  
230,Jonathan Moya,https://www.transfermarkt.co.uk/jonathan-moya/profil/spieler/131257,21,- 
231,Patrick Pemberton,https://www.transfermarkt.co.uk/patrick-pemberton/profil/spieler/102376,31,£450k  
232,Daniel Cambronero,https://www.transfermarkt.co.uk/daniel-cambronero/profil/spieler/113866,27,£248k  
233,Óscar Duarte,https://www.transfermarkt.co.uk/oscar-duarte/profil/spieler/175323,24,£1.35m  
234,Roy Miller,https://www.transfermarkt.co.uk/roy-miller/profil/spieler/36454,28,£450k  
235,Pablo Salazar,https://www.transfermarkt.co.uk/pablo-salazar/profil/spieler/118066,30,£270k  
236,Jhonny Acosta,https://www.transfermarkt.co.uk/jhonny-acosta/profil/spieler/187768,29,£225k  
237,Bryan Oviedo,https://www.transfermarkt.co.uk/bryan-oviedo/profil/spieler/124983,23,£4.05m  
238,Christopher Meneses,https://www.transfermarkt.co.uk/christopher-meneses/profil/spieler/190258,23,£383k  
239,Héiner Mora,https://www.transfermarkt.co.uk/heiner-mora/profil/spieler/125410,29,£630k  
240,José Salvatierra,https://www.transfermarkt.co.uk/jose-salvatierra/profil/spieler/187772,23,£383k  
241,Yeltsin Tejeda,https://www.transfermarkt.co.uk/yeltsin-tejeda/profil/spieler/194218,21,£428k  
242,Ariel Rodríguez,https://www.transfermarkt.co.uk/ariel-rodriguez/profil/spieler/111902,27,£248k  
243,Celso Borges,https://www.transfermarkt.co.uk/celso-borges/profil/spieler/81532,25,£1.35m  
244,Pablo Herrera,https://www.transfermarkt.co.uk/pablo-herrera/profil/spieler/102381,26,£270k  
245,Johan Venegas,https://www.transfermarkt.co.uk/johan-venegas/profil/spieler/195424,24,£248k  
246,Rodney Wallace,https://www.transfermarkt.co.uk/rodney-wallace/profil/spieler/99859,25,£225k  
247,Carlos Hernández,https://www.transfermarkt.co.uk/carlos-hernandez/profil/spieler/35373,31,£630k  
248,Mauricio Castillo,https://www.transfermarkt.co.uk/mauricio-castillo/profil/spieler/159394,26,£248k  
249,John Jairo Ruiz,https://www.transfermarkt.co.uk/john-jairo-ruiz/profil/spieler/192347,19,£630k  
250,Joel Campbell,https://www.transfermarkt.co.uk/joel-campbell/profil/spieler/131248,21,£2.25m  
251,Marcos Ureña,https://www.transfermarkt.co.uk/marcos-urena/profil/spieler/118074,23,£360k  
252,Jairo Arrieta,https://www.transfermarkt.co.uk/jairo-arrieta/profil/spieler/51620,29,£405k  
253,Yendrick Ruiz,https://www.transfermarkt.co.uk/yendrick-ruiz/profil/spieler/111904,26,£270k  
254,Randall Brenes,https://www.transfermarkt.co.uk/randall-brenes/profil/spieler/36428,29,£225k  
255,Kenny Cunningham,https://www.transfermarkt.co.uk/kenny-cunningham/profil/spieler/195463,28,£23k  
256,David Ramírez,https://www.transfermarkt.co.uk/david-ramirez/profil/spieler/273980,20, 
257,Kenan Piric,https://www.transfermarkt.co.uk/kenan-piric/profil/spieler/231712,18,£90k  
258,Nikola Vasilj,https://www.transfermarkt.co.uk/nikola-vasilj/profil/spieler/248454,17,£45k  
259,Nermin Zolotic,https://www.transfermarkt.co.uk/nermin-zolotic/profil/spieler/131740,19,£338k  
