,name,link,age,value
58,Diego Gavilán,https://www.transfermarkt.co.uk/diego-gavilan/profil/spieler/4087,25,£1.35m  
59,Roberto Acuña,https://www.transfermarkt.co.uk/roberto-acuna/profil/spieler/7495,33,£1.13m  
60,Carlos Ruiz,https://www.transfermarkt.co.uk/carlos-ruiz/profil/spieler/100253,20, 
61,Raúl Roman,https://www.transfermarkt.co.uk/raul-roman/profil/spieler/99813,27, 
62,Nelson Cuevas,https://www.transfermarkt.co.uk/nelson-cuevas/profil/spieler/26259,25,£1.35m  
63,Roque Santa Cruz,https://www.transfermarkt.co.uk/roque-santa-cruz/profil/spieler/215,23,£3.60m  
64,José Cardozo,https://www.transfermarkt.co.uk/jose-cardozo/profil/spieler/38788,34, 
65,César Ramírez,https://www.transfermarkt.co.uk/cesar-ramirez/profil/spieler/107337,28, 
66,Shaka Hislop,https://www.transfermarkt.co.uk/shaka-hislop/profil/spieler/4175,36,£1.35m  
67,Clayton Ince,https://www.transfermarkt.co.uk/clayton-ince/profil/spieler/14155,32,£113k  
68,Marvin Andrews,https://www.transfermarkt.co.uk/marvin-andrews/profil/spieler/13262,29,£900k  
69,Ian Cox,https://www.transfermarkt.co.uk/ian-cox/profil/spieler/14001,34,£45k  
70,Atiba Charles,https://www.transfermarkt.co.uk/atiba-charles/profil/spieler/27713,27, 
71,Cyd Gray,https://www.transfermarkt.co.uk/cyd-gray/profil/spieler/35842,28, 
72,Kevon Neaves,https://www.transfermarkt.co.uk/kevon-neaves/profil/spieler/237904,19, 
73,Silvio Spann,https://www.transfermarkt.co.uk/silvio-spann/profil/spieler/35845,23, 
74,Ricky Shakes,https://www.transfermarkt.co.uk/ricky-shakes/profil/spieler/28939,20,£45k  
75,Russell Latapy,https://www.transfermarkt.co.uk/russell-latapy/profil/spieler/11357,36,£113k  
76,Collin Samuel,https://www.transfermarkt.co.uk/collin-samuel/profil/spieler/3983,23,£225k  
77,Stern John,https://www.transfermarkt.co.uk/stern-john/profil/spieler/3793,28,£1.13m  
78,Kenwyne Jones,https://www.transfermarkt.co.uk/kenwyne-jones/profil/spieler/28245,20,£45k  
79,Anthony Wolfe,https://www.transfermarkt.co.uk/anthony-wolfe/profil/spieler/37965,21, 
80,Kelvin Jack,https://www.transfermarkt.co.uk/kelvin-jack/profil/spieler/21378,29,£135k  
81,Tony Warner,https://www.transfermarkt.co.uk/tony-warner/profil/spieler/10259,31,£45k  
82,Brent Sancho,https://www.transfermarkt.co.uk/brent-sancho/profil/spieler/12849,28,£405k  
83,Dennis Lawrence,https://www.transfermarkt.co.uk/dennis-lawrence/profil/spieler/35844,30, 
84,Avery John,https://www.transfermarkt.co.uk/avery-john/profil/spieler/35843,30, 
85,Carlos Edwards,https://www.transfermarkt.co.uk/carlos-edwards/profil/spieler/33489,26, 
86,Aurtis Whitley,https://www.transfermarkt.co.uk/aurtis-whitley/profil/spieler/35848,28, 
87,Densill Theobald,https://www.transfermarkt.co.uk/densill-theobald/profil/spieler/37126,23, 
88,Chris Birchall,https://www.transfermarkt.co.uk/chris-birchall/profil/spieler/35840,21, 
89,Evans Wise,https://www.transfermarkt.co.uk/evans-wise/profil/spieler/579,31,£135k  
90,Dwight Yorke,https://www.transfermarkt.co.uk/dwight-yorke/profil/spieler/3223,33,£2.48m  
91,Jason Scotland,https://www.transfermarkt.co.uk/jason-scotland/profil/spieler/12807,26,£225k  
92,Cornell Glen,https://www.transfermarkt.co.uk/cornell-glen/profil/spieler/35841,23, 
93,Paul Robinson,https://www.transfermarkt.co.uk/paul-robinson/profil/spieler/3630,25,£7.07m  
94,David James,https://www.transfermarkt.co.uk/david-james/profil/spieler/3646,34,£4.05m  
95,Ben Foster,https://www.transfermarkt.co.uk/ben-foster/profil/spieler/13572,22,£45k  
96,John Terry,https://www.transfermarkt.co.uk/john-terry/profil/spieler/3160,24,£21.60m  
97,Ledley King,https://www.transfermarkt.co.uk/ledley-king/profil/spieler/3360,24,£9.90m  
98,Michael Dawson,https://www.transfermarkt.co.uk/michael-dawson/profil/spieler/9988,21,£6.30m  
99,Wes Brown,https://www.transfermarkt.co.uk/wes-brown/profil/spieler/3405,25,£4.05m  
100,Wayne Bridge,https://www.transfermarkt.co.uk/wayne-bridge/profil/spieler/3682,24,£8.10m  
101,Kieran Richardson,https://www.transfermarkt.co.uk/kieran-richardson/profil/spieler/3548,20,£450k  
102,Glen Johnson,https://www.transfermarkt.co.uk/glen-johnson/profil/spieler/3881,20,£6.30m  
103,Luke Young,https://www.transfermarkt.co.uk/luke-young/profil/spieler/3271,25,£3.78m  
104,Michael Carrick,https://www.transfermarkt.co.uk/michael-carrick/profil/spieler/3878,23,£5.85m  
105,Steven Gerrard,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109,25,£27.00m  
106,David Beckham,https://www.transfermarkt.co.uk/david-beckham/profil/spieler/3139,30,£25.20m  
107,Joe Cole,https://www.transfermarkt.co.uk/joe-cole/profil/spieler/3876,23,£8.10m  
108,Aaron Lennon,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221,18,£270k  
109,Wayne Rooney,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,19,£27.90m  
110,Jermain Defoe,https://www.transfermarkt.co.uk/jermain-defoe/profil/spieler/3875,22,£13.50m  
111,Darren Bent,https://www.transfermarkt.co.uk/darren-bent/profil/spieler/13239,21,£3.15m  
112,Robert Green,https://www.transfermarkt.co.uk/robert-green/profil/spieler/11680,25,£4.50m  
113,Scott Carson,https://www.transfermarkt.co.uk/scott-carson/profil/spieler/14555,19,£1.35m  
114,Rio Ferdinand,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235,26,£26.55m  
115,Sol Campbell,https://www.transfermarkt.co.uk/sol-campbell/profil/spieler/3198,30,£18.45m  
116,Jamie Carragher,https://www.transfermarkt.co.uk/jamie-carragher/profil/spieler/3597,27,£6.75m  
117,Matthew Upson,https://www.transfermarkt.co.uk/matthew-upson/profil/spieler/3273,26,£4.50m  
118,Ashley Cole,https://www.transfermarkt.co.uk/ashley-cole/profil/spieler/3182,24,£17.55m  
119,Paul Konchesky,https://www.transfermarkt.co.uk/paul-konchesky/profil/spieler/3296,24,£3.15m  
120,Gary Neville,https://www.transfermarkt.co.uk/gary-neville/profil/spieler/3403,30,£6.53m  
121,Phil Neville,https://www.transfermarkt.co.uk/phil-neville/profil/spieler/3404,28,£4.50m  
122,Owen Hargreaves,https://www.transfermarkt.co.uk/owen-hargreaves/profil/spieler/201,24,£6.75m  
123,Frank Lampard,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163,27,£28.80m  
124,Jermaine Jenas,https://www.transfermarkt.co.uk/jermaine-jenas/profil/spieler/3461,22,£8.10m  
125,Stewart Downing,https://www.transfermarkt.co.uk/stewart-downing/profil/spieler/4063,20,£3.60m  
126,Shaun Wright-Phillips,https://www.transfermarkt.co.uk/shaun-wright-phillips/profil/spieler/3467,23,£8.55m  
127,Theo Walcott,https://www.transfermarkt.co.uk/theo-walcott/profil/spieler/33713,16, 
128,Michael Owen,https://www.transfermarkt.co.uk/michael-owen/profil/spieler/1397,25,£19.80m  
129,Andy Johnson,https://www.transfermarkt.co.uk/andy-johnson/profil/spieler/14031,24,£3.60m  
130,Peter Crouch,https://www.transfermarkt.co.uk/peter-crouch/profil/spieler/4072,24,£2.57m  
131,Joey Didulica,https://www.transfermarkt.co.uk/joey-didulica/profil/spieler/4309,27,£3.15m  
132,Tomislav Butina,https://www.transfermarkt.co.uk/tomislav-butina/profil/spieler/9628,31,£1.35m  
133,Josip Simunic,https://www.transfermarkt.co.uk/josip-simunic/profil/spieler/354,27,£4.05m  
134,Igor Tudor,https://www.transfermarkt.co.uk/igor-tudor/profil/spieler/5752,27,£3.60m  
135,Dario Simic,https://www.transfermarkt.co.uk/dario-simic/profil/spieler/2540,29,£1.80m  
136,Darijo Srna,https://www.transfermarkt.co.uk/darijo-srna/profil/spieler/14942,23,£2.07m  
137,Jerko Leko,https://www.transfermarkt.co.uk/jerko-leko/profil/spieler/9799,25,£4.50m  
138,Niko Kovac,https://www.transfermarkt.co.uk/niko-kovac/profil/spieler/315,33,£1.35m  
139,Marko Babic,https://www.transfermarkt.co.uk/marko-babic/profil/spieler/62,24,£2.25m  
140,Ivan Leko,https://www.transfermarkt.co.uk/ivan-leko/profil/spieler/7784,27,£2.25m  
141,Dado Prso,https://www.transfermarkt.co.uk/dado-prso/profil/spieler/4178,30,£6.75m  
142,Bosko Balaban,https://www.transfermarkt.co.uk/bosko-balaban/profil/spieler/3285,26,£5.40m  
143,Mladen Petric,https://www.transfermarkt.co.uk/mladen-petric/profil/spieler/2874,24,£2.48m  
144,Stipe Pletikosa,https://www.transfermarkt.co.uk/stipe-pletikosa/profil/spieler/14937,26,£1.35m  
145,Robert Kovac,https://www.transfermarkt.co.uk/robert-kovac/profil/spieler/75,31,£4.05m  
146,Stjepan Tomas,https://www.transfermarkt.co.uk/stjepan-tomas/profil/spieler/13937,29,£3.60m  
147,Mario Tokic,https://www.transfermarkt.co.uk/mario-tokic/profil/spieler/4994,29,£2.03m  
148,Anthony Seric,https://www.transfermarkt.co.uk/anthony-seric/profil/spieler/5967,26,£540k  
149,Marijan Buljat,https://www.transfermarkt.co.uk/marijan-buljat/profil/spieler/1449,23,£270k  
150,Jurica Vranjes,https://www.transfermarkt.co.uk/jurica-vranjes/profil/spieler/92,25,£1.80m  
151,Luka Modric,https://www.transfermarkt.co.uk/luka-modric/profil/spieler/27992,19, 
152,Niko Kranjcar,https://www.transfermarkt.co.uk/niko-kranjcar/profil/spieler/16746,20,£4.50m  
153,Ivan Bosnjak,https://www.transfermarkt.co.uk/ivan-bosnjak/profil/spieler/24605,26,- 
154,Ivan Klasnic,https://www.transfermarkt.co.uk/ivan-klasnic/profil/spieler/690,25,£6.75m  
155,Ivica Olic,https://www.transfermarkt.co.uk/ivica-olic/profil/spieler/7427,25,£4.73m  
156,Adrián de Lemos,https://www.transfermarkt.co.uk/adrian-de-lemos/profil/spieler/39580,22, 
157,Francisco Porras,https://www.transfermarkt.co.uk/francisco-porras/profil/spieler/35377,34, 
158,Gilberto Martínez,https://www.transfermarkt.co.uk/gilberto-martinez/profil/spieler/5969,25,£2.70m  
159,Roy Myrie,https://www.transfermarkt.co.uk/roy-myrie/profil/spieler/32572,22, 
160,Luis Marín,https://www.transfermarkt.co.uk/luis-marin/profil/spieler/35375,30, 
161,Gabriel Badilla,https://www.transfermarkt.co.uk/gabriel-badilla/profil/spieler/39566,21, 
162,Michael Rodríguez,https://www.transfermarkt.co.uk/michael-rodriguez/profil/spieler/38665,23, 
163,Júnior Díaz,https://www.transfermarkt.co.uk/junior-diaz/profil/spieler/35383,21, 
164,Carlos Johnson,https://www.transfermarkt.co.uk/carlos-johnson/profil/spieler/38230,20, 
165,Hárold Wallace,https://www.transfermarkt.co.uk/harold-wallace/profil/spieler/36968,29, 
166,Randall Azofeifa,https://www.transfermarkt.co.uk/randall-azofeifa/profil/spieler/39564,20, 
167,Bryan Ruíz,https://www.transfermarkt.co.uk/bryan-ruiz/profil/spieler/39642,19, 
168,Carlos Hernández,https://www.transfermarkt.co.uk/carlos-hernandez/profil/spieler/35373,23, 
169,Paulo Wanchope,https://www.transfermarkt.co.uk/paulo-wanchope/profil/spieler/3230,28,£4.05m  
170,Rónald Gómez,https://www.transfermarkt.co.uk/ronald-gomez/profil/spieler/35372,30, 
171,Álvaro Saborío,https://www.transfermarkt.co.uk/alvaro-saborio/profil/spieler/35378,23, 
172,Álvaro Mesén,https://www.transfermarkt.co.uk/alvaro-mesen/profil/spieler/38233,32, 
173,Wardy Alfaro,https://www.transfermarkt.co.uk/wardy-alfaro/profil/spieler/38236,27, 
174,Roy Miller,https://www.transfermarkt.co.uk/roy-miller/profil/spieler/36454,20, 
175,Pablo Salazar,https://www.transfermarkt.co.uk/pablo-salazar/profil/spieler/118066,22, 
176,Michael Umaña,https://www.transfermarkt.co.uk/michael-umana/profil/spieler/35380,22, 
177,Douglas Sequeira,https://www.transfermarkt.co.uk/douglas-sequeira/profil/spieler/35365,27, 
178,Carlos Castro,https://www.transfermarkt.co.uk/carlos-castro/profil/spieler/15855,26,£45k  
179,Leonardo González,https://www.transfermarkt.co.uk/leonardo-gonzalez/profil/spieler/38222,24, 
180,Jervis Drummond,https://www.transfermarkt.co.uk/jervis-drummond/profil/spieler/38228,28, 
181,Danny Fonseca,https://www.transfermarkt.co.uk/danny-fonseca/profil/spieler/35384,25, 
182,Mauricio Solís,https://www.transfermarkt.co.uk/mauricio-solis/profil/spieler/16446,32,£270k  
183,Wálter Centeno,https://www.transfermarkt.co.uk/walter-centeno/profil/spieler/35371,30, 
184,Christian Bolaños,https://www.transfermarkt.co.uk/christian-bolanos/profil/spieler/38163,21, 
185,Winston Parks,https://www.transfermarkt.co.uk/winston-parks/profil/spieler/9655,23,£2.25m  
186,Kurt Bernard,https://www.transfermarkt.co.uk/kurt-bernard/profil/spieler/39653,27, 
187,Víctor Núnez,https://www.transfermarkt.co.uk/victor-nunez/profil/spieler/39633,25, 
188,Gianluigi Buffon,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023,27,£25.20m  
189,Christian Abbiati,https://www.transfermarkt.co.uk/christian-abbiati/profil/spieler/3507,27,£2.70m  
190,Flavio Roma,https://www.transfermarkt.co.uk/flavio-roma/profil/spieler/5281,31,£1.80m  
191,Alessandro Nesta,https://www.transfermarkt.co.uk/alessandro-nesta/profil/spieler/4171,29,£29.70m  
192,Daniele Bonera,https://www.transfermarkt.co.uk/daniele-bonera/profil/spieler/5856,24,£9.90m  
193,Andrea Barzagli,https://www.transfermarkt.co.uk/andrea-barzagli/profil/spieler/7109,24,£6.30m  
194,Fabio Grosso,https://www.transfermarkt.co.uk/fabio-grosso/profil/spieler/6091,27,£4.50m  
195,Gianluca Zambrotta,https://www.transfermarkt.co.uk/gianluca-zambrotta/profil/spieler/5757,28,£25.20m  
196,Andrea Pirlo,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817,26,£18.00m  
197,Gennaro Gattuso,https://www.transfermarkt.co.uk/gennaro-gattuso/profil/spieler/5813,27,£22.50m  
198,Mauro Germán Camoranesi,https://www.transfermarkt.co.uk/mauro-german-camoranesi/profil/spieler/5762,28,£10.80m  
199,Simone Perrotta,https://www.transfermarkt.co.uk/simone-perrotta/profil/spieler/5922,27,£9.00m  
200,Francesco Totti,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958,28,£31.50m  
201,Luca Toni,https://www.transfermarkt.co.uk/luca-toni/profil/spieler/5980,28,£13.50m  
202,Filippo Inzaghi,https://www.transfermarkt.co.uk/filippo-inzaghi/profil/spieler/5821,31,£9.00m  
203,Morgan De Sanctis,https://www.transfermarkt.co.uk/morgan-de-sanctis/profil/spieler/5880,28,£4.50m  
204,Marco Amelia,https://www.transfermarkt.co.uk/marco-amelia/profil/spieler/16810,23,£2.70m  
205,Angelo Peruzzi,https://www.transfermarkt.co.uk/angelo-peruzzi/profil/spieler/5826,35,£1.80m  
206,Fabio Cannavaro,https://www.transfermarkt.co.uk/fabio-cannavaro/profil/spieler/5775,31,£12.60m  
207,Cristian Zaccardo,https://www.transfermarkt.co.uk/cristian-zaccardo/profil/spieler/5993,23,£7.20m  
208,Marco Materazzi,https://www.transfermarkt.co.uk/marco-materazzi/profil/spieler/5778,31,£4.50m  
209,Manuel Pasqual,https://www.transfermarkt.co.uk/manuel-pasqual/profil/spieler/23284,23,£1.53m  
210,Massimo Oddo,https://www.transfermarkt.co.uk/massimo-oddo/profil/spieler/5837,29,£8.10m  
211,Daniele De Rossi,https://www.transfermarkt.co.uk/daniele-de-rossi/profil/spieler/5947,21,£12.60m  
212,Simone Barone,https://www.transfermarkt.co.uk/simone-barone/profil/spieler/5866,27,£6.30m  
213,Aimo Diana,https://www.transfermarkt.co.uk/aimo-diana/profil/spieler/6749,27,£6.75m  
214,Alessandro Del Piero,https://www.transfermarkt.co.uk/alessandro-del-piero/profil/spieler/4289,30,£16.20m  
215,Alberto Gilardino,https://www.transfermarkt.co.uk/alberto-gilardino/profil/spieler/5878,22,£18.00m  
216,Christian Vieri,https://www.transfermarkt.co.uk/christian-vieri/profil/spieler/5797,31,£10.80m  
217,Vincenzo Iaquinta,https://www.transfermarkt.co.uk/vincenzo-iaquinta/profil/spieler/5904,25,£5.40m  
218,Leo Franco,https://www.transfermarkt.co.uk/leo-franco/profil/spieler/7669,28,£5.40m  
219,Germán Lux,https://www.transfermarkt.co.uk/german-lux/profil/spieler/19979,22,£1.26m  
220,Roberto Abbondanzieri,https://www.transfermarkt.co.uk/roberto-abbondanzieri/profil/spieler/19937,32,£675k  
221,Gabriel Heinze,https://www.transfermarkt.co.uk/gabriel-heinze/profil/spieler/5555,27,£13.05m  
222,Gabriel Milito,https://www.transfermarkt.co.uk/gabriel-milito/profil/spieler/7968,24,£7.65m  
223,Martín Demichelis,https://www.transfermarkt.co.uk/martin-demichelis/profil/spieler/2963,24,£4.50m  
224,Gonzalo Rodríguez,https://www.transfermarkt.co.uk/gonzalo-rodriguez/profil/spieler/19998,21,£3.60m  
225,Diego Placente,https://www.transfermarkt.co.uk/diego-placente/profil/spieler/76,28,£4.05m  
226,Javier Zanetti,https://www.transfermarkt.co.uk/javier-zanetti/profil/spieler/1161,31,£9.90m  
227,Pablo Zabaleta,https://www.transfermarkt.co.uk/pablo-zabaleta/profil/spieler/20007,20,- 
228,Esteban Cambiasso,https://www.transfermarkt.co.uk/esteban-cambiasso/profil/spieler/7520,24,£9.00m  
229,Lucas Bernardi,https://www.transfermarkt.co.uk/lucas-bernardi/profil/spieler/5294,27,£5.40m  
230,Pablo Aimar,https://www.transfermarkt.co.uk/pablo-aimar/profil/spieler/3411,25,£14.85m  
231,Andrés D'Alessandro,https://www.transfermarkt.co.uk/andres-dalessandro/profil/spieler/3445,24,£9.90m  
232,Mario Santana,https://www.transfermarkt.co.uk/mario-santana/profil/spieler/6721,23,£3.60m  
233,Luciano Galletti,https://www.transfermarkt.co.uk/luciano-galletti/profil/spieler/7978,25,£1.80m  
234,Carlos Tévez,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276,21,£13.50m  
235,Hernán Crespo,https://www.transfermarkt.co.uk/hernan-crespo/profil/spieler/3410,29,£13.50m  
236,Lisandro López,https://www.transfermarkt.co.uk/lisandro-lopez/profil/spieler/27661,22,£4.95m  
237,Luciano Figueroa,https://www.transfermarkt.co.uk/luciano-figueroa/profil/spieler/7133,24,£3.38m  
238,Óscar Ustari,https://www.transfermarkt.co.uk/oscar-ustari/profil/spieler/3755,18,£1.35m  
239,Willy Caballero,https://www.transfermarkt.co.uk/willy-caballero/profil/spieler/19948,23,£1.13m  
240,Wálter Samuel,https://www.transfermarkt.co.uk/walter-samuel/profil/spieler/5938,27,£15.30m  
241,Roberto Ayala,https://www.transfermarkt.co.uk/roberto-ayala/profil/spieler/7565,32,£8.10m  
242,Fabricio Coloccini,https://www.transfermarkt.co.uk/fabricio-coloccini/profil/spieler/6150,23,£7.20m  
243,Nicolás Burdisso,https://www.transfermarkt.co.uk/nicolas-burdisso/profil/spieler/3417,24,£4.50m  
244,Juan Pablo Sorín,https://www.transfermarkt.co.uk/juan-pablo-sorin/profil/spieler/7925,29,£4.95m  
245,Leandro Cufré,https://www.transfermarkt.co.uk/leandro-cufre/profil/spieler/5945,27,£3.60m  
246,Lionel Scaloni,https://www.transfermarkt.co.uk/lionel-scaloni/profil/spieler/7499,27,£5.18m  
247,Javier Mascherano,https://www.transfermarkt.co.uk/javier-mascherano/profil/spieler/19981,21,£10.62m  
248,Leonardo Ponzio,https://www.transfermarkt.co.uk/leonardo-ponzio/profil/spieler/7987,23,£810k  
249,Lucho González,https://www.transfermarkt.co.uk/lucho-gonzalez/profil/spieler/26244,24,£5.40m  
250,Juan Riquelme,https://www.transfermarkt.co.uk/juan-riquelme/profil/spieler/3854,27,£13.50m  
251,Maxi Rodríguez,https://www.transfermarkt.co.uk/maxi-rodriguez/profil/spieler/7895,24,£6.30m  
252,Lionel Messi,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003,18,£2.70m  
253,César Delgado,https://www.transfermarkt.co.uk/cesar-delgado/profil/spieler/31427,23,£1.08m  
254,Javier Saviola,https://www.transfermarkt.co.uk/javier-saviola/profil/spieler/7611,23,£10.35m  
255,Julio Cruz,https://www.transfermarkt.co.uk/julio-cruz/profil/spieler/6006,30,£6.30m  
256,Diego Milito,https://www.transfermarkt.co.uk/diego-milito/profil/spieler/22202,26,£3.60m  
257,Rodrigo Palacio,https://www.transfermarkt.co.uk/rodrigo-palacio/profil/spieler/39099,23, 
258,Oswaldo Sánchez,https://www.transfermarkt.co.uk/oswaldo-sanchez/profil/spieler/29561,31,£900k  
259,Jesús Corona,https://www.transfermarkt.co.uk/jesus-corona/profil/spieler/29574,24,£225k  
260,Rafael Márquez,https://www.transfermarkt.co.uk/rafael-marquez/profil/spieler/2904,26,£10.80m  
261,Carlos Salcido,https://www.transfermarkt.co.uk/carlos-salcido/profil/spieler/31434,25,£900k  
262,Duilio Davino,https://www.transfermarkt.co.uk/duilio-davino/profil/spieler/29563,29, 
263,Claudio Suárez,https://www.transfermarkt.co.uk/claudio-suarez/profil/spieler/39494,36, 
264,José Antonio Olvera,https://www.transfermarkt.co.uk/jose-antonio-olvera/profil/spieler/50974,19, 
265,Ricardo Osorio,https://www.transfermarkt.co.uk/ricardo-osorio/profil/spieler/31352,25,£1.35m  
266,Óscar Rojas,https://www.transfermarkt.co.uk/oscar-rojas/profil/spieler/43718,23, 
267,José Antonio Castro,https://www.transfermarkt.co.uk/jose-antonio-castro/profil/spieler/35787,24, 
